-- Logs begin at Fri 2020-02-21 12:59:44 UTC, end at Fri 2020-02-21 14:51:08 UTC. --
Feb 21 13:58:12 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 13:58:13 ubuntu dstat.sh[1109]: [286B blob data]
Feb 21 13:58:13 ubuntu dstat.sh[1109]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 13:58:13 ubuntu dstat.sh[1109]: 21-02 13:58:13| 13   4  56  25   2| 451M  517M  110M 2634M|   0     0 | 148k 2495k|8.00  27.0 | 610  1037 |1.44 1.41 1.37|2.0   0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 3273 1834k1694k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 13:58:14 ubuntu dstat.sh[1109]: 21-02 13:58:14| 14  31  37   1  16| 451M  516M  110M 2634M|3143B 1026B|   0    17M|   0  25.0 |1377  3120 |1.44 1.41 1.37|2.0   0 339|   0     0 |bash                 3273 9.0% 639k  21k|bash                 3273  639k  21k9.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 13:58:15 ubuntu dstat.sh[1109]: 21-02 13:58:15| 13  27  38   3  20| 451M  516M  110M 2634M|3255B 1122B|   0    16M|   0  22.0 |1076  2483 |1.44 1.41 1.37|1.0   0 251|   0     0 |bash                 3273 6.0%2109k  17k|bash                 3273 2109k  17k6.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 13:58:16 ubuntu dstat.sh[1109]: 21-02 13:58:16| 21  26  38   0  15| 452M  515M  110M 2634M|4010B  972B|   0    20k|   0  5.00 |1556  3166 |1.44 1.41 1.37|2.0   0 215|   0     0 |systemd              1     11%   0    0 |bash                 3273 1609k  14k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 13:58:17 ubuntu dstat.sh[1109]: 21-02 13:58:17| 25  24  44   0   7| 576M  390M  110M 2756M|2693B 1080B|   0     0 |   0     0 |1346  6407 |1.56 1.44 1.38|  0   0  84|   0     0 |systemd              1     20%   0    0 |bash                 3273  237k 904B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 21 13:58:18 ubuntu dstat.sh[1109]: 21-02 13:58:18| 16  22  57   0   5| 577M  390M  110M 2756M|3805B  918B|   0     0 |   0     0 |1237  2898 |1.56 1.44 1.38|2.0   0 269|   0     0 |bash                 3273 5.5% 571k  17k|bash                 3273  571k  17k5.5%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 21 13:58:19 ubuntu dstat.sh[1109]: 21-02 13:58:19| 43   6  45   2   4| 600M  367M  110M 2756M|4149B 1134B|   0   136k|   0  2.00 | 673   970 |1.56 1.44 1.38|1.0   0  28|   0     0 |keystone-manage      2516  45%5582k  81k|keystone-manage      2516 5582k  81k 45%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 21 13:58:20 ubuntu dstat.sh[1109]: 21-02 13:58:20| 40   5  47   8   2| 619M  347M  111M 2757M|4067B 1080B| 304k    0 |52.0     0 | 614   853 |1.56 1.44 1.38|  0 1.0   0|   0     0 |keystone-manage      2516  42%4611k  46k|keystone-manage      2516 4611k  46k 42%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 21 13:58:21 ubuntu dstat.sh[1109]: 21-02 13:58:21| 19   3  47  31   1| 630M  336M  111M 2757M|5413B 1080B| 496k 8024k|27.0  19.0 | 520   758 |1.56 1.44 1.38|1.0   0   0|   0     0 |keystone-manage      2516  20%2770k 107k|keystone-manage      2516 2770k 107k 20%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 21 13:58:22 ubuntu dstat.sh[1109]: 21-02 13:58:22| 40  10  41   7   3| 650M  314M  111M 2758M|3216B 1080B|  88k 1160k|8.00  9.00 | 989  1412 |1.52 1.43 1.38|  0 3.0 2.0|   0     0 |keystone-manage      2516  36%4197k 494k|keystone-manage      2516 4197k 494k 36%|mysqld       177M|   0     0 |  16    7    0    7    0
