-- Logs begin at Thu 2020-02-20 03:38:41 UTC, end at Thu 2020-02-20 05:27:07 UTC. --
Feb 20 04:33:58 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 20 04:33:59 ubuntu dstat.sh[1585]: [286B blob data]
Feb 20 04:33:59 ubuntu dstat.sh[1585]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 20 04:33:59 ubuntu dstat.sh[1585]: 20-02 04:33:59| 14   4  51  29   2| 459M  506M  114M 2634M|   0     0 | 158k 2794k|8.51  29.4 | 671  1157 |2.02 1.51 1.43|3.0   0  20|   0     0 |systemd              1    0.3%   0    0 |bash                 3731 1960k1790k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 04:34:00 ubuntu dstat.sh[1585]: 20-02 04:34:00| 18  35  35   1  10| 459M  506M  114M 2634M|5409B 2916B| 272k  132k|4.00  8.00 |1453  3468 |2.02 1.51 1.43|1.0   0 393|   0     0 |bash                 3731 7.0%1318k  24k|bash                 3731 1318k  24k7.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 04:34:01 ubuntu dstat.sh[1585]: 20-02 04:34:01| 28  28  40   0   4| 459M  506M  114M 2634M|7596B 2916B|   0    20k|   0  5.00 |1637  5594 |2.02 1.51 1.43|2.0   0 245|   0     0 |systemd              1     10%   0    0 |bash                 3731 1913k  15k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 04:34:02 ubuntu dstat.sh[1585]: 20-02 04:34:02| 28  30  37   0   6| 460M  504M  114M 2634M|5341B 2916B|   0    16k|   0  4.00 |1600  6215 |2.02 1.51 1.43|1.0   0 203|   0     0 |systemd              1     13%   0    0 |bash                 3731 1196k  11k2.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 04:34:03 ubuntu dstat.sh[1585]: 20-02 04:34:03| 21  28  46   0   4| 584M  380M  114M 2756M|5320B 2916B|   0     0 |   0     0 |1860  5148 |1.94 1.50 1.42|3.0   0 291|   0     0 |systemd              1    7.0%   0    0 |bash                 3731  690k  17k5.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 04:34:04 ubuntu dstat.sh[1585]: 20-02 04:34:04| 44   7  39   9   2| 607M  357M  114M 2756M|7230B 2958B|   0  2468k|   0  41.0 | 702   966 |1.94 1.50 1.42|1.0   0  24|   0     0 |keystone-manage      2990  46%5469k  81k|keystone-manage      2990 5469k  81k 46%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 04:34:05 ubuntu dstat.sh[1585]: 20-02 04:34:05| 36   3  32  26   2| 626M  338M  114M 2757M|5085B 2916B| 228k  460k|38.0  2.00 | 646   840 |1.94 1.50 1.42|1.0   0   0|   0     0 |keystone-manage      2990  37%4355k  46k|keystone-manage      2990 4355k  46k 37%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 04:34:06 ubuntu dstat.sh[1585]: 20-02 04:34:06| 23   4  41  24   9| 636M  326M  114M 2757M|4658B 2592B| 572k    0 |41.0     0 | 683  1012 |1.94 1.50 1.42|3.0   0   0|   0     0 |keystone-manage      2990  25%2883k 107k|keystone-manage      2990 2883k 107k 25%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 04:34:07 ubuntu dstat.sh[1585]: 20-02 04:34:07| 40  10  40   7   2| 657M  304M  114M 2758M|5538B 2916B|  88k   12k|8.00  1.00 | 978  1456 |1.94 1.50 1.42|1.0 2.0 2.0|   0     0 |keystone-manage      2990  38%4438k 494k|keystone-manage      2990 4438k 494k 38%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 20 04:34:08 ubuntu dstat.sh[1585]: 20-02 04:34:08|  9   5  35  50   0| 665M  296M  114M 2758M|5010B 2916B|   0  1200k|   0  27.0 | 640  1118 |1.86 1.50 1.42|  0 2.0   0|   0     0 |python2              1996 5.5%  39k  43k|keystone-manage      2990   38k  53k5.0%|mysqld       184M|   0     0 |  16    7    0    6    0
