"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","09 Jan 2020 18:18:17 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
09-01 18:18:17,16.607,4.762,62.577,15.059,0.995,479051776,410726400,109293568,2892181504,0,0,178755.362,3255955.063,9.839,34.530,807.797,1317.726,1.260,1.090,1.020,2,0,23.009,0,0,14,3,0,4,0
09-01 18:18:18,19.598,40.201,38.191,0.503,1.508,475492352,413843456,109305856,2892410880,5011,2430,0,126976,0,6,1378,3998,1.260,1.090,1.020,2,0,393,0,0,14,3,0,4,0
09-01 18:18:19,26.238,34.653,38.119,0,0.990,476426240,412516352,109305856,2892800000,5490,2700,0,28672,0,7,1362,4997,1.260,1.090,1.020,1,0,248,0,0,14,3,0,4,0
09-01 18:18:20,27.041,34.694,26.020,10.714,1.531,476258304,412561408,109305856,2892922880,5351,2430,0,1114112,0,26,2161,6825,1.240,1.080,1.020,2,1,214,0,0,14,3,0,4,0
09-01 18:18:21,21.500,36,35.500,6,1,606572544,281792512,109305856,3020890112,5279,2700,0,2138112,0,115,2121,5779,1.240,1.080,1.020,2,0,272,0,0,16,5,0,4,0
09-01 18:18:22,40.404,11.616,47.475,0,0.505,627793920,260464640,109318144,3020984320,7991,2430,0,0,0,0,835,1499,1.240,1.080,1.020,1,0,72,0,0,16,5,0,6,0
09-01 18:18:23,46.500,4,47.500,1.500,0.500,651743232,236310528,109350912,3021156352,5215,2700,118784,372736,10,2,634,754,1.240,1.080,1.020,1,0,0,0,0,16,5,0,6,0
09-01 18:18:24,44.724,4.020,47.739,3.518,0,677613568,208523264,109494272,3022704640,4335,2430,679936,0,52,0,729,881,1.240,1.080,1.020,1,0,0,0,0,16,5,0,6,0
09-01 18:18:25,26,11.500,33,29,0.500,694652928,190500864,109682688,3023368192,3667,2472,12288,2371584,1,82,815,1998,1.220,1.080,1.020,0,1,0,0,0,16,7,0,6,0
09-01 18:18:26,2.513,2.513,46.734,46.734,1.508,695050240,189571072,109907968,3023667200,5685,2430,0,6782976,0,94,663,1133,1.220,1.080,1.020,0,2,0,0,0,16,7,0,6,0
09-01 18:18:27,1.523,0.508,48.223,49.746,0,694976512,189636608,109907968,3023675392,4762,2160,0,25165824,0,24,317,615,1.220,1.080,1.020,0,2,0,0,0,16,7,0,6,0
09-01 18:18:28,2.500,2.500,45,50,0,695078912,188788736,110108672,3024195584,4989,2430,0,6676480,0,115,609,1360,1.220,1.080,1.020,1,0,0,0,0,16,7,0,6,0
09-01 18:18:29,3.535,1.515,48.485,45.960,0.505,695828480,187420672,110366720,3024551936,4914,2700,0,1564672,0,109,669,1367,1.220,1.080,1.020,1,0,0,0,0,16,7,0,6,0
09-01 18:18:30,4.615,6.154,44.615,44.103,0.513,696352768,186351616,110641152,3024797696,5514,2742,0,1581056,0,128,781,1542,1.280,1.100,1.020,2,0,0,0,0,16,7,0,6,0
09-01 18:18:31,10.606,9.596,38.889,40.404,0.505,697278464,185077760,110878720,3024904192,4275,2700,0,1273856,0,121,868,1655,1.280,1.100,1.020,2,1,0,0,0,16,7,0,6,0
09-01 18:18:32,10.553,10.050,40.201,39.196,0,698167296,183787520,111169536,3024986112,11699,2430,0,1671168,0,147,987,1890,1.280,1.100,1.020,1,1,2,0,0,16,7,0,6,0
