-- Logs begin at Wed 2020-04-01 23:56:34 UTC, end at Thu 2020-04-02 01:24:29 UTC. --
Apr 02 00:36:28 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 00:36:29 ubuntu dstat.sh[1260]: [286B blob data]
Apr 02 00:36:29 ubuntu dstat.sh[1260]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 00:36:29 ubuntu dstat.sh[1260]: 02-04 00:36:28| 17   5  55  21   2| 421M  731M 86.9M 2500M|   0     0 | 211k 3352k|11.3  37.7 | 846  1457 |1.36 1.19 1.16|1.0   0  28|   0     0 |systemd              1    0.5%   0    0 |bash                 3534 2599k2412k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 00:36:30 ubuntu dstat.sh[1260]: 02-04 00:36:29| 21  36  41   1   1| 421M  730M 86.9M 2501M|4235B 1944B| 180k   96k|2.00  9.00 |1434  3724 |1.36 1.19 1.16|1.0   0 404|   0     0 |bash                 3534 6.5%1792k  26k|bash                 3534 1792k  26k6.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 00:36:31 ubuntu dstat.sh[1260]: 02-04 00:36:30| 24  32  43   0   2| 421M  730M 86.9M 2501M|4850B 1944B|   0    24k|   0  6.00 |1449  4526 |1.36 1.19 1.16|1.0   0 276|   0     0 |systemd              1    9.5%   0    0 |bash                 3534 1948k  17k4.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 00:36:32 ubuntu dstat.sh[1260]: 02-04 00:36:31| 27  31  41   0   1| 546M  605M 86.9M 2623M|7961B 2160B|   0  8192B|   0  2.00 |2557  8603 |1.36 1.19 1.16|  0   0 142|   0     0 |systemd              1     19%   0    0 |bash                 3534  763k5285B1.0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 02 00:36:33 ubuntu dstat.sh[1260]: 02-04 00:36:32|  7  12  81   0   1| 546M  604M 86.9M 2623M|6559B 2106B|   0     0 |   0     0 | 697  1694 |1.36 1.19 1.16|1.0   0 130|   0     0 |bash                 3534 2.0% 266k6808B|bash                 3534  266k6808B2.0%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 02 00:36:34 ubuntu dstat.sh[1260]: 02-04 00:36:33| 34  17  46   0   4| 560M  590M 86.9M 2623M|4697B 2092B|   0   216k|   0  2.00 |1082  2165 |1.33 1.19 1.16|1.0   0 168|   0     0 |keystone-manage      2672  28%3348k  81k|keystone-manage      2672 3348k  81k 28%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 00:36:35 ubuntu dstat.sh[1260]: 02-04 00:36:34| 27   4  44  23   3| 576M  573M 87.1M 2624M|5265B 2160B|1296k  220k| 132  2.00 | 943  1179 |1.33 1.19 1.16|2.0   0   0|   0     0 |keystone-manage      2672  30%3762k  46k|keystone-manage      2672 3762k  46k 30%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 00:36:36 ubuntu dstat.sh[1260]: 02-04 00:36:35| 44   4  47   5   1| 596M  552M 87.1M 2625M|4583B 2160B| 660k    0 |53.0     0 | 775   843 |1.33 1.19 1.16|1.0   0   0|   0     0 |keystone-manage      2672  45%5134k 107k|keystone-manage      2672 5134k 107k 45%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 00:36:37 ubuntu dstat.sh[1260]: 02-04 00:36:36| 42   8  39   8   2| 617M  530M 87.1M 2626M|4684B 2160B| 192k 1356k|16.0  12.0 | 927  1336 |1.33 1.19 1.16|1.0 1.0   0|   0     0 |keystone-manage      2672  38%4344k 495k|keystone-manage      2672 4344k 495k 38%|mysqld       177M|   0     0 |  16    7    0    7    0
Apr 02 00:36:38 ubuntu dstat.sh[1260]: 02-04 00:36:37| 12   6  42  39   1| 626M  520M 87.4M 2627M|4590B 2160B|   0  1800k|   0   134 | 920  1661 |1.33 1.19 1.16|  0 1.0   0|   0     0 |python2              1562 7.0%  51k  56k|python2              1562   51k  56k7.0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 00:36:39 ubuntu dstat.sh[1260]: 02-04 00:36:38|  2   3  22  73   1| 627M  519M 87.6M 2627M|2724B 1944B|   0  2456k|   0   152 | 727  1110 |1.47 1.22 1.17|  0 2.0 2.0|   0     0 |mysqld               519  1.0%   0    0 |python2              1395   14k 470B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 00:36:40 ubuntu dstat.sh[1260]: 02-04 00:36:39|  2   0   1  96   0| 627M  519M 87.6M 2627M|3362B 2160B|   0   632k|   0  70.0 | 417   611 |1.47 1.22 1.17|  0 2.0   0|   0     0 |accounts-daemon      945  0.5%   0    0 |python2              1395   14k 450B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 00:36:41 ubuntu dstat.sh[1260]: 02-04 00:36:40|  2   1  14  83   1| 627M  519M 87.6M 2627M|4574B 1944B|   0  2292k|   0  76.0 | 413   613 |1.47 1.22 1.17|  0 4.0   0|   0     0 |ksoftirqd/0          7    0.5%   0    0 |python2              1395   14k   0 0.5%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 00:36:42 ubuntu dstat.sh[1260]: 02-04 00:36:41|  3   1  11  85   1| 627M  518M 87.6M 2627M|4013B 2160B|   0  2872k|   0  89.0 | 453   837 |1.47 1.22 1.17|  0 1.0   0|   0     0 |beam.smp             1911 0.5%   0    0 |python2              1395   14k 923B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 00:36:43 ubuntu dstat.sh[1260]: 02-04 00:36:42|  1   3  44  50   2| 627M  518M 87.7M 2628M|7998B 1944B|   0  1924k|   0  85.0 | 649   962 |1.47 1.22 1.17|  0 1.0   0|   0     0 |mysqld               519  1.5%   0    0 |python2              1395   14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
