"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","16 Dec 2019 20:15:51 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
16-12 20:15:51,13.962,4.165,58.193,21.625,2.055,472186880,650792960,109334528,2669670400,0,0,141685.822,2005581.866,7.436,28.660,673.152,1124.523,1.550,1.360,1.190,2,0,19.188,0,0,14,3,0,4,0
16-12 20:15:52,16.585,36.098,35.610,5.854,5.854,471142400,650739712,109346816,2670551040,4785,2430,765952,557056,8,10,1474,3523,1.430,1.340,1.180,4,0,363,0,0,14,3,0,4,0
16-12 20:15:53,22.500,32,40,0.500,5,472039424,649428992,109346816,2670981120,4735,2688,49152,20480,1,5,1606,4915,1.430,1.340,1.180,1,0,235,0,0,14,3,0,4,0
16-12 20:15:54,25.616,29.557,38.916,0,5.911,472498176,648855552,109346816,2671091712,5090,2754,0,16384,0,4,2294,5564,1.430,1.340,1.180,2,0,208,0,0,14,3,0,4,0
16-12 20:15:55,18.812,25.248,50.990,0,4.950,603439104,517353472,109346816,2799218688,5987,2430,0,0,0,0,2279,4714,1.430,1.340,1.180,2,0,145,0,0,16,5,0,4,0
16-12 20:15:56,29.064,21.675,44.335,0,4.926,614551552,506130432,109359104,2799316992,6992,2700,0,0,0,0,1221,2619,1.430,1.340,1.180,1,0,204,0,0,16,5,0,7,0
16-12 20:15:57,17.588,4.020,45.226,31.658,1.508,624660480,495783936,109400064,2799513600,5679,2430,212992,10465280,16,15,483,849,1.470,1.350,1.190,0,2,0,0,0,16,5,0,7,0
16-12 20:15:58,2.030,0.508,49.746,47.208,0.508,624877568,495337472,109408256,2799734784,5855,2700,225280,23851008,12,24,435,832,1.470,1.350,1.190,0,1,0,0,0,16,5,0,7,0
16-12 20:15:59,10.945,1.990,48.756,37.811,0.498,628191232,491499520,109481984,2800148480,6328,2700,475136,0,64,0,579,1010,1.470,1.350,1.190,0,1,0,0,0,16,5,0,7,0
