"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","01 Apr 2020 16:02:01 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
01-04 16:02:01,17.386,4.955,53.575,22.642,1.442,442327040,762613760,90193920,2625490944,0,0,199065.498,3083438.501,11.022,37.102,837.497,1474.560,1.430,1.250,1.190,4,0,27.538,0,0,14,3,0,5,0
01-04 16:02:02,16.751,32.995,37.563,11.675,1.015,440979456,763453440,90206208,2625810432,3491,2214,176128,20529152,2,32,1327,3461,1.430,1.250,1.190,1,1,363,0,0,14,3,0,5,0
01-04 16:02:03,11.386,23.267,42.079,19.307,3.960,441298944,763113472,90206208,2625933312,4411,2160,0,14589952,0,22,963,2323,1.430,1.250,1.190,1,0,213,0,0,14,3,0,5,0
01-04 16:02:04,21.675,35.961,36.453,0,5.911,442097664,762277888,90206208,2625957888,3814,1944,0,16384,0,4,2290,5438,1.430,1.250,1.190,2,0,235,0,0,14,3,0,5,0
01-04 16:02:05,22.727,20.202,54.040,0,3.030,572350464,631529472,90206208,2754019328,4952,2202,0,0,0,0,1598,6142,1.430,1.250,1.190,2,0,128,0,0,16,5,0,5,0
01-04 16:02:06,31.500,22,45,0,1.500,584384512,619356160,90218496,2754129920,3589,1944,0,0,0,0,1183,2717,1.470,1.260,1.190,3,0,222,0,0,16,5,0,8,0
01-04 16:02:07,30.542,3.448,46.798,15.764,3.448,602882048,599011328,90783744,2755411968,4306,2160,1720320,471040,228,4,864,1413,1.470,1.260,1.190,2,0,0,0,0,16,5,0,8,0
01-04 16:02:08,34.158,2.970,45.545,13.861,3.465,616636416,585199616,90791936,2755461120,9882,1944,147456,0,24,0,632,851,1.470,1.260,1.190,1,1,0,0,0,16,5,0,7,0
01-04 16:02:09,33.500,5,47,13,1.500,636551168,563965952,90857472,2756677632,5414,2160,614400,0,35,0,607,893,1.470,1.260,1.190,2,0,0,0,0,16,5,0,7,0
