-- Logs begin at Mon 2020-03-16 18:32:24 UTC, end at Tue 2020-03-17 02:15:32 UTC. --
Mar 17 01:14:21 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 17 01:14:23 ubuntu dstat.sh[12570]: [286B blob data]
Mar 17 01:14:23 ubuntu dstat.sh[12570]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 17 01:14:23 ubuntu dstat.sh[12570]: 17-03 01:14:23|  2   1  94   3   0| 422M 1020M  137M 2161M|   0     0 |  18k  336k|0.98  4.08 | 139   194 |1.91 1.36 1.20|1.0 1.0 3.2|   0     0 |systemd              1    0.0%   0    0 |bash                 16156 272k 256k0.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 17 01:14:25 ubuntu dstat.sh[12570]: 17-03 01:14:24|  9  14   7  71   1| 422M 1020M  137M 2161M|5372B 1944B|   0  2132k|   0  86.0 | 721  1234 |1.91 1.36 1.20|1.0 1.0 124|   0     0 |bash                 161562.0%1056k8969B|bash                 161561056k8969B2.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 17 01:14:25 ubuntu dstat.sh[12570]: 17-03 01:14:25|  3   2   0  96   0| 422M 1020M  137M 2161M|6453B 1944B|   0    26M|   0  26.0 | 241   339 |1.91 1.36 1.20|  0 2.0 8.0|   0     0 |accounts-daemon      889  0.5%   0    0 |bash                 16156  93k   1B  0%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 17 01:14:26 ubuntu dstat.sh[12570]: 17-03 01:14:26| 18  19  25  38   1| 423M 1018M  137M 2161M|4641B 1944B| 280k 5864k|4.00  12.0 |1139  3406 |2.00 1.39 1.21|1.0   0 120|   0     0 |systemd              1    8.0%   0    0 |bash                 16156 837k6958B1.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 17 01:14:27 ubuntu dstat.sh[12570]: 17-03 01:14:27| 29  33  37   0   1| 422M 1019M  137M 2161M|4464B 2160B|   0    16k|   0  4.00 |2397  6816 |2.00 1.39 1.21|4.0   0 214|   0     0 |systemd              1     14%   0    0 |bash                 161561534k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 17 01:14:28 ubuntu dstat.sh[12570]: 17-03 01:14:28| 14  15  71   0   1| 547M  894M  137M 2283M|5879B 1728B|   0     0 |   0     0 |1126  2857 |2.00 1.39 1.21|  0   0  44|   0     0 |systemd              1    9.5%   0    0 |bash                 16156 116k 392B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Mar 17 01:14:29 ubuntu dstat.sh[12570]: 17-03 01:14:29| 16  30  51   4   0| 550M  890M  137M 2283M|4430B 1944B|   0   112k|   0  2.00 |1326  3256 |2.00 1.39 1.21|1.0   0 297|   0     0 |bash                 161566.0% 601k  18k|bash                 16156 601k  18k6.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Mar 17 01:14:30 ubuntu dstat.sh[12570]: 17-03 01:14:30| 38   6  43  14   0| 569M  872M  137M 2284M|3380B 1944B| 188k    0 |3.00     0 | 644   813 |2.00 1.39 1.21|  0 1.0 1.0|   0     0 |keystone-manage      13970 40%4708k  81k|keystone-manage      139704708k  81k 40%|mysqld       173M|   0     0 |  16    5    0    6    0
Mar 17 01:14:31 ubuntu dstat.sh[12570]: 17-03 01:14:31|  7   2  46  43   1| 570M  870M  137M 2284M|3287B 1944B| 512k    0 |40.0     0 | 498   803 |1.92 1.38 1.21|  0 1.0   0|   0     0 |keystone-manage      139705.5% 349k   0 |keystone-manage      13970 349k   0 5.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Mar 17 01:14:32 ubuntu dstat.sh[12570]: 17-03 01:14:32| 12   1  50  37   0| 575M  865M  137M 2284M|5194B 1782B| 288k    0 |37.0     0 | 520   847 |1.92 1.38 1.21|  0 1.0   0|   0     0 |keystone-manage      139709.5%1038k   0 |keystone-manage      139701038k   0 9.5%|mysqld       173M|   0     0 |  16    5    0    6    0
