-- Logs begin at Wed 2020-04-01 13:48:07 UTC, end at Wed 2020-04-01 15:20:08 UTC. --
Apr 01 14:28:41 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 14:28:42 ubuntu dstat.sh[1362]: [286B blob data]
Apr 01 14:28:42 ubuntu dstat.sh[1362]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 14:28:42 ubuntu dstat.sh[1362]: 01-04 14:28:42| 17   5  53  24   1| 420M  732M 87.4M 2498M|   0     0 | 193k 3313k|11.2  37.1 | 821  1511 |1.24 1.21 1.19|1.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 3727 2541k2358k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 14:28:43 ubuntu dstat.sh[1362]: 01-04 14:28:43| 20  37  36   4   4| 421M  730M 87.4M 2499M|4443B 1728B| 280k  132k|4.00  11.0 |1422  3711 |1.24 1.21 1.19|3.0   0 398|   0     0 |bash                 3727 6.0%2053k  26k|bash                 3727 2053k  26k6.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 14:28:44 ubuntu dstat.sh[1362]: 01-04 14:28:44| 23  30  40   0   7| 422M  729M 87.4M 2499M|4849B 1890B|   0   236k|   0  7.00 |1420  4028 |1.24 1.21 1.19|3.0   0 239|   0     0 |systemd              1     12%   0    0 |bash                 3727 1817k  15k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 14:28:45 ubuntu dstat.sh[1362]: 01-04 14:28:45| 29  26  40   0   6| 546M  606M 87.4M 2621M|5847B 1998B|   0  4096B|   0  1.00 |1757  6069 |1.24 1.21 1.19|  0   0 116|   0     0 |systemd              1     20%   0    0 |bash                 3727  547k3166B1.5%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 01 14:28:46 ubuntu dstat.sh[1362]: 01-04 14:28:46|  4   2  94   0   1| 547M  604M 87.4M 2621M|8022B 2160B|   0     0 |   0     0 | 409   847 |1.24 1.21 1.19|3.0   0  25|   0     0 |python2              1749 1.0% 569B 917B|bash                 3727  164k2445B0.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 14:28:47 ubuntu dstat.sh[1362]: 01-04 14:28:47| 30  25  43   0   1| 557M  594M 87.4M 2621M|5560B 2160B|   0     0 |   0     0 |1443  2953 |1.22 1.21 1.19|1.0   0 271|   0     0 |keystone-manage      2765  20%2262k  81k|keystone-manage      2765 2262k  81k 20%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 14:28:48 ubuntu dstat.sh[1362]: 01-04 14:28:48| 34   4  45  15   0| 575M  575M 87.6M 2622M|5698B 1944B|1296k  180k| 132  2.00 | 813  1097 |1.22 1.21 1.19|1.0   0   0|   0     0 |keystone-manage      2765  36%4623k  46k|keystone-manage      2765 4623k  46k 36%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 14:28:49 ubuntu dstat.sh[1362]: 01-04 14:28:49| 20   2  10  65   2| 587M  563M 87.6M 2623M|7372B 2202B|  84k  264k|11.0  52.0 | 633   732 |1.22 1.21 1.19|1.0 1.0   0|   0     0 |keystone-manage      2765  21%2954k   0 |keystone-manage      2765 2954k   0  21%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 14:28:50 ubuntu dstat.sh[1362]: 01-04 14:28:50| 39   5  38  19   0| 602M  547M 87.6M 2623M|5259B 1944B| 624k 1716k|44.0  42.0 | 773   844 |1.22 1.21 1.19|1.0   0   0|   0     0 |keystone-manage      2765  41%4234k 174k|keystone-manage      2765 4234k 174k 41%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 14:28:51 ubuntu dstat.sh[1362]: 01-04 14:28:51| 33   9  34  24   1| 616M  531M 87.7M 2624M|3916B 2160B| 224k 1536k|15.0  20.0 | 904  1485 |1.22 1.21 1.19|  0 1.0 2.0|   0     0 |keystone-manage      2765  25%2515k 428k|keystone-manage      2765 2515k 428k 25%|mysqld       177M|   0     0 |  16    7    0    8    0
Apr 01 14:28:52 ubuntu dstat.sh[1362]: 01-04 14:28:52| 10   4  43  41   2| 626M  521M 87.9M 2625M|6693B 1944B|   0  1340k|   0  89.0 | 819  1429 |1.20 1.21 1.19|  0 1.0   0|   0     0 |keystone-manage      2765 4.5%  38k  53k|keystone-manage      2765   38k  53k4.5%|mysqld       186M|   0     0 |  16    7    0    8    0
