-- Logs begin at Wed 2020-04-01 12:05:27 UTC, end at Wed 2020-04-01 13:46:15 UTC. --
Apr 01 12:47:32 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 12:47:32 ubuntu dstat.sh[1840]: [286B blob data]
Apr 01 12:47:32 ubuntu dstat.sh[1840]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 12:47:32 ubuntu dstat.sh[1840]: 01-04 12:47:32| 17   5  54  23   1| 422M  750M 86.6M 2482M|   0     0 | 181k 2231k|10.2  34.2 | 774  1353 |1.35 1.19 1.16|3.0   0  26|   0     0 |systemd              1    0.4%   0    0 |bash                 4403 2450k2277k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 12:47:33 ubuntu dstat.sh[1840]: 01-04 12:47:33| 16  32  36   3  12| 421M  751M 86.6M 2482M|6428B 1944B| 352k  124k|5.00  7.00 |1405  3751 |1.35 1.19 1.16|1.0   0 377|   0     0 |bash                 4403 7.5%1126k  23k|bash                 4403 1126k  23k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 12:47:34 ubuntu dstat.sh[1840]: 01-04 12:47:34| 14  24  37  10  14| 422M  750M 86.6M 2482M|5790B 2160B|   0    33M|   0  43.0 |1028  3029 |1.35 1.19 1.16|2.0   0 217|   0     0 |bash                 4403 3.0%1797k  15k|bash                 4403 1797k  15k3.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 12:47:35 ubuntu dstat.sh[1840]: 01-04 12:47:35| 25  31  36   0   9| 422M  750M 86.6M 2482M|4622B 1986B|   0    16k|   0  4.00 |1358  4626 |1.35 1.19 1.16|1.0   0 233|   0     0 |systemd              1     13%   0    0 |bash                 4403 1418k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 12:47:36 ubuntu dstat.sh[1840]: 01-04 12:47:36| 17  20  46   0  18| 546M  625M 86.6M 2604M|4428B 2160B|   0     0 |   0     0 |1103  3248 |1.41 1.21 1.16|  0   0  52|   0     0 |systemd              1     23%   0    0 |bash                 4403  232k 656B1.0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 01 12:47:37 ubuntu dstat.sh[1840]: 01-04 12:47:37| 12  25  44   0  18| 547M  624M 86.6M 2604M|4977B 1944B|   0     0 |   0     0 |1406  3210 |1.41 1.21 1.16|1.0   0 286|   0     0 |bash                 4403 6.5% 592k  17k|bash                 4403  592k  17k6.5%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 12:47:38 ubuntu dstat.sh[1840]: 01-04 12:47:38| 34   7  44  10   5| 569M  602M 86.7M 2605M|4263B 2160B| 676k  184k|59.0  2.00 | 758   987 |1.41 1.21 1.16|1.0   0  12|   0     0 |keystone-manage      3236  38%5371k  81k|keystone-manage      3236 5371k  81k 38%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 12:47:39 ubuntu dstat.sh[1840]: 01-04 12:47:39| 33   5  44  12   6| 588M  581M 87.0M 2606M|5042B 1944B| 968k    0 | 150     0 | 737  1038 |1.41 1.21 1.16|1.0   0   0|   0     0 |keystone-manage      3236  38%4463k  46k|keystone-manage      3236 4463k  46k 38%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 12:47:40 ubuntu dstat.sh[1840]: 01-04 12:47:40| 45   5  47   2   2| 609M  559M 87.0M 2607M|5100B 2160B| 664k    0 |49.0     0 | 656   886 |1.41 1.21 1.16|1.0   0 2.0|   0     0 |keystone-manage      3236  47%5630k 366k|keystone-manage      3236 5630k 366k 47%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 12:47:41 ubuntu dstat.sh[1840]: 01-04 12:47:41| 33  10  36  22   1| 626M  541M 87.1M 2608M|4565B 2250B| 104k 1660k|9.00  34.0 | 736  1868 |1.53 1.24 1.17|7.0 1.0   0|   0     0 |keystone-manage      3236  20%1157k 289k|keystone-manage      3236 1157k 289k 20%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 12:47:42 ubuntu dstat.sh[1840]: 01-04 12:47:42|  2   1  49  49   1| 626M  541M 87.2M 2608M|5751B 1944B|   0   444k|   0  31.0 | 439   792 |1.53 1.24 1.17|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1941   14k 481B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 12:47:43 ubuntu dstat.sh[1840]: 01-04 12:47:43|  2   1  45  53   0| 626M  541M 87.2M 2608M|7255B 2160B|   0   316k|   0  22.0 | 417   723 |1.53 1.24 1.17|  0 1.0   0|   0     0 |jbd2/vda1-8          292  0.5%   0    0 |python2              1941   14k 461B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 12:47:44 ubuntu dstat.sh[1840]: 01-04 12:47:44|  1   1  27  70   1| 627M  540M 87.2M 2608M|4588B 2160B|   0  1504k|   0  51.0 | 334   645 |1.53 1.24 1.17|  0 2.0   0|   0     0 |conntrackd           170710.5%   0    0 |python2              1941   14k 451B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
