-- Logs begin at Sat 2020-02-22 00:10:38 UTC, end at Sat 2020-02-22 01:57:08 UTC. --
Feb 22 01:08:58 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 22 01:08:58 ubuntu dstat.sh[974]: [286B blob data]
Feb 22 01:08:58 ubuntu dstat.sh[974]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 22 01:08:58 ubuntu dstat.sh[974]: 22-02 01:08:58| 13   4  52  29   2| 452M  640M  132M 2500M|   0     0 | 125k 2274k|5.74  26.8 | 603  1148 |1.44 1.36 1.34|2.0   0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 4114 1795k1650k0.2%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 01:08:59 ubuntu dstat.sh[974]: 22-02 01:08:59| 17  35  31   7  10| 452M  638M  132M 2501M|3019B 1026B| 920k  124k|10.0  7.00 |1366  3409 |1.44 1.36 1.34|2.0   0 342|   0     0 |bash                 4114 7.5%1180k  22k|bash                 4114 1180k  22k7.5%|mysqld       174M|   0     0 |  14    3    0    5    0
Feb 22 01:09:02 ubuntu dstat.sh[974]: 22-02 01:09:00| 22  36  35   4   4| 453M  637M  132M 2501M|3447B 1080B|   0    84k|   0  20.0 |1805  4291 |1.44 1.36 1.34|2.0 1.0 238|   0     0 |systemd              1     10%   0    0 |bash                 4114 1699k  14k3.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 01:09:02 ubuntu dstat.sh[974]: 22-02 01:09:01|  5   6   2  86   1| 452M  638M  132M 2501M|5750B 1068B|   0   372k|   0  41.0 | 665  1351 |1.73 1.42 1.36|  0 3.0  40|   0     0 |systemd              1    1.0%   0    0 |bash                 4114  338k2348B1.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 01:09:02 ubuntu dstat.sh[974]: 22-02 01:09:02|  4   6   4  85   1| 452M  638M  132M 2501M|2535B 1026B|  88k  476k|5.00  56.0 | 498   742 |1.73 1.42 1.36|1.0 1.0  47|   0     0 |bash                 4114 1.0% 425k4103B|bash                 4114  425k4103B1.0%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 01:09:03 ubuntu dstat.sh[974]: 22-02 01:09:03| 22  30  17  27   4| 453M  636M  132M 2501M|6885B 1134B|   0    11M|   0   114 |1974  3839 |1.73 1.42 1.36|2.0 1.0 155|   0     0 |systemd              1     14%   0    0 |bash                 4114  771k6706B1.5%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 22 01:09:04 ubuntu dstat.sh[974]: 22-02 01:09:04| 17  28  24  29   2| 578M  511M  132M 2623M|4342B 1080B|   0    24M|   0  32.0 |1905  3918 |1.73 1.42 1.36|1.0   0 203|   0     0 |systemd              1    8.0%   0    0 |bash                 4114  461k  10k3.5%|mysqld       174M|   0     0 |  16    5    0    4    0
Feb 22 01:09:05 ubuntu dstat.sh[974]: 22-02 01:09:05| 35  18  46   0   1| 593M  496M  132M 2623M|3976B  918B|   0     0 |   0     0 | 997  1875 |1.73 1.42 1.36|1.0   0 112|   0     0 |keystone-manage      2386  32%3498k  81k|keystone-manage      2386 3498k  81k 32%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 22 01:09:06 ubuntu dstat.sh[974]: 22-02 01:09:06| 25   5  45  19   6| 607M  482M  132M 2624M|3756B 1134B|1004k    0 |84.0     0 | 719   911 |1.67 1.42 1.36|2.0   0   0|   0     0 |keystone-manage      2386  29%3280k  46k|keystone-manage      2386 3280k  46k 29%|mysqld       174M|   0     0 |  16    5    0    6    0
Feb 22 01:09:07 ubuntu dstat.sh[974]: 22-02 01:09:07| 32   4  47  15   3| 622M  466M  132M 2625M|3100B  972B| 608k    0 |46.0     0 | 577   745 |1.67 1.42 1.36|1.0   0   0|   0     0 |keystone-manage      2386  36%3941k   0 |keystone-manage      2386 3941k   0  36%|mysqld       174M|   0     0 |  16    5    0    6    0
