-- Logs begin at Wed 2020-04-01 11:03:36 UTC, end at Wed 2020-04-01 12:40:07 UTC. --
Apr 01 11:45:29 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 11:45:29 ubuntu dstat.sh[1233]: [286B blob data]
Apr 01 11:45:29 ubuntu dstat.sh[1233]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 11:45:29 ubuntu dstat.sh[1233]: 01-04 11:45:29| 16   5  54  23   1| 421M  727M 87.4M 2503M|   0     0 | 200k 2773k|10.8  35.1 | 806  1389 |1.17 1.24 1.20|1.0   0  26|   0     0 |systemd              1    0.4%   0    0 |bash                 3523 2470k2291k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 11:45:30 ubuntu dstat.sh[1233]: 01-04 11:45:30| 21  38  37   3   1| 421M  727M 87.4M 2503M|4002B 2202B| 104k  112k|2.00  8.00 |1515  4267 |1.56 1.32 1.23|1.0   0 432|   0     0 |bash                 3523 6.5%1466k  27k|bash                 3523 1466k  27k6.5%|mysqld       173M|   0     0 |  14    3    0    6    0
Apr 01 11:45:31 ubuntu dstat.sh[1233]: 01-04 11:45:31| 23  39  38   0   1| 421M  726M 87.4M 2503M|4653B 2052B|   0    24k|   0  6.00 |1833  5052 |1.56 1.32 1.23|1.0   0 280|   0     0 |systemd              1    9.5%   0    0 |bash                 3523 2136k  18k4.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 11:45:32 ubuntu dstat.sh[1233]: 01-04 11:45:32| 26  34  37   2   1| 421M  726M 87.4M 2503M|3421B 2052B|   0    12k|   0  3.00 |2406  6909 |1.56 1.32 1.23|2.0   0 168|   0     0 |systemd              1     19%   0    0 |bash                 3523  991k8253B2.0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 01 11:45:33 ubuntu dstat.sh[1233]: 01-04 11:45:33|  7  14  77   2   0| 547M  600M 87.4M 2625M|6045B 2160B|  32k 1380k|1.00  77.0 | 913  2204 |1.56 1.32 1.23|1.0   0 123|   0     0 |etcd                 2334 2.5%   0    0 |bash                 3523  249k5985B1.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 11:45:34 ubuntu dstat.sh[1233]: 01-04 11:45:34| 34  20  46   0   1| 561M  586M 87.4M 2625M|3433B 2160B|   0   540k|   0  5.00 |1045  2376 |1.56 1.32 1.23|1.0   0 186|   0     0 |keystone-manage      2640  27%3467k  81k|keystone-manage      2640 3467k  81k 27%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 11:45:35 ubuntu dstat.sh[1233]: 01-04 11:45:35| 30   4  49  18   0| 580M  566M 87.6M 2627M|4563B 2160B|1296k  244k| 132  2.00 | 718  1098 |1.51 1.31 1.23|1.0   0   0|   0     0 |keystone-manage      2640  31%4408k  46k|keystone-manage      2640 4408k  46k 31%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 11:45:36 ubuntu dstat.sh[1233]: 01-04 11:45:36| 43   3  49   5   0| 598M  547M 87.6M 2627M|5986B 2160B| 660k    0 |53.0     0 | 603   853 |1.51 1.31 1.23|1.0   0   0|   0     0 |keystone-manage      2640  44%5037k 107k|keystone-manage      2640 5037k 107k 44%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 11:45:37 ubuntu dstat.sh[1233]: 01-04 11:45:37| 40   8  35  16   1| 617M  527M 87.7M 2629M|6362B 2160B| 272k 1332k|17.0  11.0 | 962  1436 |1.51 1.31 1.23|1.0 1.0   0|   0     0 |keystone-manage      2640  32%3677k 495k|keystone-manage      2640 3677k 495k 32%|mysqld       177M|   0     0 |  16    7    0    7    0
Apr 01 11:45:38 ubuntu dstat.sh[1233]: 01-04 11:45:38|  9   4  39  48   0| 626M  517M 87.8M 2629M|6558B 1944B|   0   580k|   0  40.0 | 658  1094 |1.51 1.31 1.23|  0 2.0   0|   0     0 |python2              1572 4.5%  33k  36k|keystone-manage      2640   38k  53k4.5%|mysqld       186M|   0     0 |  16    7    0    7    0
