-- Logs begin at Sun 2020-02-23 18:07:47 UTC, end at Sun 2020-02-23 20:25:48 UTC. --
Feb 23 19:58:00 ubuntu systemd[1]: Starting Devstack devstack@ir-api.service...
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: [uWSGI] getting INI configuration from /etc/ironic/ironic-uwsgi.ini
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: open("./python_plugin.so"): No such file or directory [core/utils.c line 3724]
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: !!! UNABLE to load uWSGI plugin: ./python_plugin.so: cannot open shared object file: No such file or directory !!!
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: *** Starting uWSGI 2.0.18 (64bit) on [Sun Feb 23 19:58:00 2020] ***
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: compiled with version: 7.4.0 on 23 February 2020 19:15:04
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: os: Linux-4.15.0-76-generic #86-Ubuntu SMP Fri Jan 17 17:24:28 UTC 2020
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: nodename: ubuntu
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: machine: x86_64
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: clock source: unix
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: pcre jit disabled
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: detected number of CPU cores: 2
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: current working directory: /
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: detected binary path: /usr/local/bin/uwsgi
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: your processes number limit is 15532
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: your memory page size is 4096 bytes
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: detected max file descriptor number: 2048
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: lock engine: pthread robust mutexes
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: thunder lock: enabled
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: uwsgi socket 0 bound to UNIX address /var/run/uwsgi/ironic-api-wsgi.socket fd 4
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: Python version: 3.6.9 (default, Nov  7 2019, 10:44:02)  [GCC 8.3.0]
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: Python main interpreter initialized at 0x560b930bc430
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: python threads support enabled
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: your server socket listen backlog is limited to 100 connections
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: your mercy for graceful operations on workers is 90 seconds
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: mapped 403077 bytes (393 KB) for 2 cores
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: *** Operational MODE: preforking ***
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: *** uWSGI is running in multiple interpreter mode ***
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: spawned uWSGI master process (pid: 25785)
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: spawned uWSGI worker 1 (pid: 25786, cores: 1)
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: spawned uWSGI worker 2 (pid: 25787, cores: 1)
Feb 23 19:58:00 ubuntu devstack@ir-api.service[25785]: running "unix_signal:15 gracefully_kill_them_all" (master-start)...
Feb 23 19:58:00 ubuntu systemd[1]: Started Devstack devstack@ir-api.service.
Feb 23 19:58:14 ubuntu devstack@ir-api.service[25785]: DEBUG oslo_db.api [-] Loading backend 'sqlalchemy' from 'ironic.db.sqlalchemy.api' {{(pid=25787) _load_backend /usr/local/lib/python3.6/dist-packages/oslo_db/api.py:261}}
Feb 23 19:58:14 ubuntu devstack@ir-api.service[25785]: DEBUG oslo_db.api [-] Loading backend 'sqlalchemy' from 'ironic.db.sqlalchemy.api' {{(pid=25786) _load_backend /usr/local/lib/python3.6/dist-packages/oslo_db/api.py:261}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] Configuration: {{(pid=25786) initialize_wsgi_app /opt/stack/ironic/ironic/api/wsgi.py:34}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] ******************************************************************************** {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2575}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] Configuration options gathered from: {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2576}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] command line args: [] {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2577}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] config files: ['/etc/ironic/ironic.conf'] {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2579}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] ================================================================================ {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2580}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] auth_strategy                  = keystone {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] bindir                         = /opt/stack/ironic/ironic/bin {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] config_dir                     = [] {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] config_file                    = ['/etc/ironic/ironic.conf'] {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] config_source                  = [] {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] control_exchange               = ironic {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] debug                          = True {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] debug_tracebacks_in_api        = False {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_bios_interface         = None {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_boot_interface         = None {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_console_interface      = None {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_deploy_interface       = None {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_inspect_interface      = None {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] Configuration: {{(pid=25787) initialize_wsgi_app /opt/stack/ironic/ironic/api/wsgi.py:34}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_log_levels             = ['amqp=WARNING', 'amqplib=WARNING', 'qpid.messaging=INFO', 'oslo.messaging=INFO', 'sqlalchemy=WARNING', 'stevedore=INFO', 'eventlet.wsgi.server=INFO', 'iso8601=WARNING', 'requests=WARNING', 'neutronclient=WARNING', 'glanceclient=WARNING', 'urllib3.connectionpool=WARNING', 'keystonemiddleware.auth_token=INFO', 'keystoneauth.session=INFO'] {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] ******************************************************************************** {{(pid=25787) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2575}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_management_interface   = None {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] Configuration options gathered from: {{(pid=25787) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2576}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_network_interface      = None {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_portgroup_mode         = active-backup {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] command line args: [] {{(pid=25787) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2577}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_power_interface        = None {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] config files: ['/etc/ironic/ironic.conf'] {{(pid=25787) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2579}}
Feb 23 19:58:15 ubuntu devstack@ir-api.service[25785]: DEBUG ironic.api.wsgi [-] default_raid_interface         = None {{(pid=25786) log_opt_values /usr/local/lib/python3.6/dist-packages/oslo_config/cfg.py:2589}}
