-- Logs begin at Sun 2020-02-23 18:07:47 UTC, end at Sun 2020-02-23 20:25:47 UTC. --
Feb 23 19:29:27 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 23 19:29:28 ubuntu dstat.sh[12505]: [286B blob data]
Feb 23 19:29:28 ubuntu dstat.sh[12505]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 23 19:29:28 ubuntu dstat.sh[12505]: 23-02 19:29:28| 10   3  69  16   2| 447M  697M  135M 2444M|   0     0 |  99k 1610k|5.00  19.3 | 474   803 |1.75 1.38 1.25|1.0   0  16|   0     0 |systemd              1    0.2%   0    0 |bash                 160101285k1181k0.1%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 23 19:29:29 ubuntu dstat.sh[12505]: 23-02 19:29:29| 11  20  25  21  24| 448M  696M  135M 2444M|5608B 2160B| 216k   24M|3.00  34.0 | 763  1748 |1.75 1.38 1.25|1.0   0 179|   0     0 |bash                 160104.0%1470k  11k|bash                 160101470k  11k4.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 23 19:29:30 ubuntu dstat.sh[12505]: 23-02 19:29:30| 18  22  28   0  31| 449M  694M  135M 2445M|5362B 1890B|   0    12k|   0  3.00 | 971  2850 |1.75 1.38 1.25|1.0   0 153|   0     0 |systemd              1    8.0%   0    0 |bash                 160101054k8772B3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 23 19:29:31 ubuntu dstat.sh[12505]: 23-02 19:29:31| 12  24  35   0  30| 449M  694M  135M 2445M|5668B 2214B|   0    16k|   0  4.00 |1274  3058 |1.75 1.38 1.25|3.0   0 183|   0     0 |systemd              1    7.0%   0    0 |bash                 160101418k  13k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 23 19:29:32 ubuntu dstat.sh[12505]: 23-02 19:29:32| 24  24  32   0  20| 573M  570M  135M 2567M|4356B 1782B|   0     0 |   0     0 |1482  3807 |1.85 1.41 1.26|  0   0  78|   0     0 |systemd              1     24%   0    0 |bash                 16010 232k 656B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 23 19:29:33 ubuntu dstat.sh[12505]: 23-02 19:29:33|  9  23  45   0  23| 573M  570M  135M 2567M|4616B 2106B|   0     0 |   0     0 |1066  2476 |1.85 1.41 1.26|1.0   0 234|   0     0 |bash                 160107.0% 408k  13k|bash                 16010 408k  13k7.0%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 23 19:29:34 ubuntu dstat.sh[12505]: 23-02 19:29:34| 28  13  40   2  17| 585M  558M  135M 2567M|6940B 2160B|   0   176k|   0  2.00 | 797  1310 |1.85 1.41 1.26|1.0   0  63|   0     0 |keystone-manage      13899 31%2541k  81k|keystone-manage      138992541k  81k 31%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 23 19:29:35 ubuntu dstat.sh[12505]: 23-02 19:29:35| 21   4  45  26   4| 598M  544M  135M 2568M|4656B 1944B| 696k    0 |52.0     0 | 658   870 |1.85 1.41 1.26|1.0   0   0|   0     0 |keystone-manage      13899 22%3285k   0 |keystone-manage      138993285k   0  22%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 23 19:29:36 ubuntu dstat.sh[12505]: 23-02 19:29:36| 40   3  47   7   4| 616M  526M  135M 2568M|6952B 1944B| 368k    0 |40.0     0 | 613   815 |1.85 1.41 1.26|1.0   0   0|   0     0 |keystone-manage      13899 44%4274k  46k|keystone-manage      138994274k  46k 44%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 23 19:29:37 ubuntu dstat.sh[12505]: 23-02 19:29:37| 33   4  43  13   6| 635M  506M  135M 2569M|8731B 2202B| 624k    0 |44.0     0 | 679  1065 |2.02 1.45 1.28|  0 1.0   0|   0     0 |keystone-manage      13899 34%4911k 174k|keystone-manage      138994911k 174k 34%|mysqld       173M|   0     0 |  16    5    0    6    0
