-- Logs begin at Thu 2020-02-20 12:45:08 UTC, end at Thu 2020-02-20 14:37:03 UTC. --
Feb 20 13:43:06 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 20 13:43:07 ubuntu dstat.sh[1636]: [286B blob data]
Feb 20 13:43:07 ubuntu dstat.sh[1636]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 20 13:43:07 ubuntu dstat.sh[1636]: 20-02 13:43:07| 13   4  52  29   2| 458M  495M  109M 2648M|   0     0 | 150k 2666k|8.07  27.9 | 632  1136 |1.37 1.34 1.35|2.0 2.0  19|   0     0 |rcu_sched            8    0.3%   0    0 |bash                 3760 1848k1708k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 13:43:08 ubuntu dstat.sh[1636]: 20-02 13:43:08| 10  12  39  32   6| 459M  494M  109M 2648M|6015B 2970B| 180k   33M|2.00  72.0 | 717  1493 |1.37 1.34 1.35|1.0   0 120|   0     0 |bash                 3760 2.5%1048k8355B|bash                 3760 1048k8355B2.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 13:43:09 ubuntu dstat.sh[1636]: 20-02 13:43:09| 24  25  36   0  16| 460M  493M  109M 2648M|6349B 2916B|   0    20k|   0  5.00 |1466  4987 |1.50 1.37 1.36|1.0   0 221|   0     0 |systemd              1     10%   0    0 |bash                 3760 1517k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 13:43:10 ubuntu dstat.sh[1636]: 20-02 13:43:10| 19  27  36   0  17| 469M  485M  109M 2648M|  12k 3510B|   0    12k|   0  3.00 |1406  4590 |1.50 1.37 1.36| 11   0 169|   0     0 |systemd              1     13%   0    0 |bash                 3760 1073k8645B2.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 13:43:11 ubuntu dstat.sh[1636]: 20-02 13:43:11| 12  11  65   0  12| 585M  368M  109M 2771M|5817B 2862B|   0     0 |   0     0 | 766  1811 |1.50 1.37 1.36|1.0   0  24|   0     0 |systemd              1    8.5%   0    0 |bash                 3760  116k 392B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 20 13:43:12 ubuntu dstat.sh[1636]: 20-02 13:43:12| 14  23  50   0  12| 586M  367M  109M 2771M|5239B 2430B|  64k    0 |1.00     0 |1318  2941 |1.50 1.37 1.36|1.0   0 283|   0     0 |bash                 3760 6.0% 582k  17k|bash                 3760  582k  17k6.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 13:43:13 ubuntu dstat.sh[1636]: 20-02 13:43:13| 45   6  44   5   1| 605M  347M  109M 2771M|6174B 3456B|   0   248k|   0  3.00 | 632   943 |1.50 1.37 1.36|1.0   0  12|   0     0 |keystone-manage      3043  47%4893k  81k|keystone-manage      3043 4893k  81k 47%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 13:43:14 ubuntu dstat.sh[1636]: 20-02 13:43:14| 47   1  47   2   3| 627M  325M  109M 2771M|6115B 2916B| 280k    0 |39.0     0 | 748   870 |1.46 1.37 1.36|1.0   0   0|   0     0 |keystone-manage      3043  47%5082k  46k|keystone-manage      3043 5082k  46k 47%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 13:43:15 ubuntu dstat.sh[1636]: 20-02 13:43:15| 34   6  46   8   7| 649M  301M  109M 2772M|5150B 2754B| 644k    0 |47.0     0 | 661  1110 |1.46 1.37 1.36|1.0   0   0|   0     0 |keystone-manage      3043  41%5698k 231k|keystone-manage      3043 5698k 231k 41%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 13:43:16 ubuntu dstat.sh[1636]: 20-02 13:43:16| 33  14  26  13  14| 666M  284M  109M 2773M|5332B 3402B|  16k 1276k|2.00  30.0 | 811  1957 |1.46 1.37 1.36|1.0   0 2.0|   0     0 |keystone-manage      3043  31%1523k 423k|keystone-manage      3043 1523k 423k 31%|mysqld       184M|   0     0 |  16    7    0    6    0
Feb 20 13:43:17 ubuntu dstat.sh[1636]: 20-02 13:43:17|  4   2  46  43   5| 668M  282M  109M 2773M|6987B 2916B|   0   772k|   0  52.0 | 537  1049 |1.46 1.37 1.36|  0 1.0   0|   0     0 |keystone-manage      3043 2.5%   0    0 |python2              2198 4809B 495B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 20 13:43:18 ubuntu dstat.sh[1636]: 20-02 13:43:18|  1   2  46  43   7| 668M  281M  110M 2773M|6996B 2916B|   0  1004k|   0  70.0 | 597  1091 |1.46 1.37 1.36|  0 1.0   0|   0     0 |mysqld               888  1.5%   0    0 |python2              2198   14k 469B1.0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 20 13:43:19 ubuntu dstat.sh[1636]: 20-02 13:43:19|  4   2  44  42   8| 668M  280M  110M 2773M|5602B 2916B|   0  1004k|   0  70.0 | 637  1029 |1.43 1.36 1.36|1.0   0   0|   0     0 |mysqld               888  1.5%   0    0 |python2              2198   14k 470B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 20 13:43:20 ubuntu dstat.sh[1636]: 20-02 13:43:20|  3   2  46  42   7| 669M  279M  110M 2774M|6096B 2916B|   0  1616k|   0   117 | 799  1304 |1.43 1.36 1.36|  0 1.0   0|   0     0 |conntrackd           164312.5%   0    0 |python2              2198   14k 464B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 20 13:43:21 ubuntu dstat.sh[1636]: 20-02 13:43:21|  6   5  43  45   1| 670M  278M  110M 2774M|5903B 3240B|   0  1828k|   0   156 |1086  1829 |1.43 1.36 1.36|  0 1.0   0|   0     0 |mysqld               888  7.5%   0    0 |python2              2198   14k 465B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 20 13:43:22 ubuntu dstat.sh[1636]: 20-02 13:43:22| 10  11  32  44   3| 670M  277M  111M 2774M|5480B 3186B|   0  1220k|   0   128 |1086  1690 |1.43 1.36 1.36|  0 1.0   0|   0     0 |mysqld               888   19%   0    0 |python2              2198   14k 466B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 20 13:43:23 ubuntu dstat.sh[1636]: 20-02 13:43:23| 12  11  28  44   4| 672M  275M  111M 2774M|6972B 3294B|   0  1528k|   0   130 |1069  1504 |1.43 1.36 1.36|  0 2.0   0|   0     0 |mysqld               888   22%   0    0 |python2              2198   14k 468B0.5%|mysqld       189M|   0     0 |  16    7    0    6    0
Feb 20 13:43:24 ubuntu dstat.sh[1636]: 20-02 13:43:24|  6   7  37  50   1| 671M  276M  111M 2774M|6623B 3240B|   0  3296k|   0   126 | 864  1171 |1.55 1.39 1.37|  0 1.0   0|   0     0 |mysqld               888  9.5%   0    0 |python2              2198   14k 468B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
