-- Logs begin at Thu 2020-02-20 10:24:42 UTC, end at Thu 2020-02-20 12:25:27 UTC. --
Feb 20 11:24:05 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 20 11:24:06 ubuntu dstat.sh[1462]: [286B blob data]
Feb 20 11:24:06 ubuntu dstat.sh[1462]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 20 11:24:06 ubuntu dstat.sh[1462]: 20-02 11:24:06| 13   4  54  28   2| 460M  610M  136M 2515M|   0     0 | 124k 2229k|5.70  26.8 | 636  1044 |1.74 1.48 1.42|2.0   0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 4567 1757k1614k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 11:24:07 ubuntu dstat.sh[1462]: 20-02 11:24:07| 23  37  22  17   1| 460M  608M  136M 2516M|6446B 3078B| 912k  136k|9.00  11.0 |1491  3585 |1.74 1.48 1.42|1.0   0 375|   0     0 |bash                 4567 6.5%2104k  25k|bash                 4567 2104k  25k6.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 11:24:08 ubuntu dstat.sh[1462]: 20-02 11:24:08| 26  29  37   0   9| 461M  607M  136M 2517M|5936B 3078B|   0    16k|   0  4.00 |1638  5271 |1.74 1.48 1.42|2.0   0 227|   0     0 |systemd              1     10%   0    0 |bash                 4567 1709k  14k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 11:24:09 ubuntu dstat.sh[1462]: 20-02 11:24:09| 27  29  39   0   4| 584M  483M  136M 2639M|6221B 3240B|   0  8192B|   0  2.00 |2623  8409 |1.74 1.48 1.42|  0   0 119|   0     0 |systemd              1     20%   0    0 |bash                 4567  550k3211B1.0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 20 11:24:10 ubuntu dstat.sh[1462]: 20-02 11:24:10| 12  25  56   0   6| 585M  483M  136M 2639M|7839B 3186B|   0     0 |   0     0 |1267  2691 |1.74 1.48 1.42|2.0   0 257|   0     0 |bash                 4567 5.5% 500k  15k|bash                 4567  500k  15k5.5%|mysqld       173M|   0     0 |  16    7    0    5    0
Feb 20 11:24:11 ubuntu dstat.sh[1462]: 20-02 11:24:11| 39   9  46   1   5| 606M  462M  136M 2639M|5301B 3294B|   0     0 |   0     0 | 893  1397 |1.68 1.47 1.42|  0 1.0  38|   0     0 |keystone-manage      2872  40%4951k  81k|keystone-manage      2872 4951k  81k 40%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 11:24:12 ubuntu dstat.sh[1462]: 20-02 11:24:12| 33   4  45  17   1| 627M  440M  136M 2640M|5671B 3024B| 864k  296k|84.0  2.00 | 758  1046 |1.68 1.47 1.42|1.0   0   0|   0     0 |keystone-manage      2872  36%4851k  46k|keystone-manage      2872 4851k  46k 36%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 11:24:13 ubuntu dstat.sh[1462]: 20-02 11:24:13| 46   3  47   3   1| 648M  418M  136M 2641M|5346B 3132B| 660k    0 |48.0     0 | 673   868 |1.68 1.47 1.42|1.0   0   0|   0     0 |keystone-manage      2872  46%5533k 228k|keystone-manage      2872 5533k 228k 46%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 11:24:14 ubuntu dstat.sh[1462]: 20-02 11:24:14| 29   9  38  25   0| 658M  406M  136M 2641M|6606B 3240B| 100k 2012k|8.00  94.0 | 972  1505 |1.68 1.47 1.42|1.0 1.0   0|   0     0 |keystone-manage      2872  22%1838k 373k|keystone-manage      2872 1838k 373k 22%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 20 11:24:15 ubuntu dstat.sh[1462]: 20-02 11:24:15| 10   7  44  38   2| 667M  397M  136M 2642M|7335B 3240B|   0  1568k|   0   106 |1038  1808 |1.68 1.47 1.42|  0 1.0   0|   0     0 |keystone-manage      2872 5.5%  38k  53k|keystone-manage      2872   38k  53k5.5%|mysqld       186M|   0     0 |  16    7    0    6    0
