-- Logs begin at Wed 2020-04-01 12:41:56 UTC, end at Wed 2020-04-01 14:16:10 UTC. --
Apr 01 13:24:18 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 13:24:19 ubuntu dstat.sh[1608]: [286B blob data]
Apr 01 13:24:19 ubuntu dstat.sh[1608]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 13:24:19 ubuntu dstat.sh[1608]: 01-04 13:24:19| 16   5  54  24   1| 420M  727M 88.4M 2503M|   0     0 | 184k 3066k|10.4  35.9 | 755  1364 |1.21 1.25 1.25|2.0   0  26|   0     0 |systemd              1    0.4%   0    0 |bash                 4155 2437k2265k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 13:24:20 ubuntu dstat.sh[1608]: 01-04 13:24:20| 24  31  28  11   5| 420M  726M 88.4M 2504M|4008B 1944B| 236k  100k|4.00  11.0 |1419  3594 |1.19 1.25 1.25|2.0   0 397|   0     0 |bash                 4155 5.5%2223k  26k|bash                 4155 2223k  26k5.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 13:24:21 ubuntu dstat.sh[1608]: 01-04 13:24:21| 21  26  39  12   2| 420M  726M 88.4M 2504M|6821B 1944B|   0    12k|   0  3.00 |1349  3891 |1.19 1.25 1.25|1.0 1.0 202|   0     0 |systemd              1    9.0%   0    0 |bash                 4155 1496k  12k3.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 13:24:22 ubuntu dstat.sh[1608]: 01-04 13:24:22|  2   1  47  49   1| 420M  726M 88.4M 2504M|4803B 2160B|   0    15M|   0  17.0 | 237   385 |1.19 1.25 1.25|  0 1.0 2.0|   0     0 |beam.smp             2567 2.5%   0    0 |python2              1838   13k 477B  0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 13:24:23 ubuntu dstat.sh[1608]: 01-04 13:24:23| 19  18  40  17   5| 428M  718M 88.4M 2504M|3771B 1944B|   0    18M|   0  22.0 |1347  4385 |1.19 1.25 1.25|7.0   0 120|   0     0 |systemd              1     10%   0    0 |bash                 4155  554k4892B1.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 13:24:24 ubuntu dstat.sh[1608]: 01-04 13:24:24| 13  17  65   0   4| 546M  600M 88.4M 2626M|4992B 2106B|   0     0 |   0     0 |1395  3413 |1.19 1.25 1.25|1.0   0 108|   0     0 |systemd              1    9.0%   0    0 |bash                 4155  349k5651B1.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 13:24:25 ubuntu dstat.sh[1608]: 01-04 13:24:25| 29  21  43   1   6| 557M  589M 88.4M 2626M|6231B 1998B|   0   108k|   0  2.00 |1145  2778 |1.18 1.24 1.25|3.0   0 208|   0     0 |keystone-manage      3011  24%2296k  81k|keystone-manage      3011 2296k  81k 24%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 13:24:26 ubuntu dstat.sh[1608]: 01-04 13:24:26| 20   2  47  30   3| 568M  576M 88.8M 2627M|3779B 2106B|1036k    0 | 137     0 | 695  1236 |1.18 1.24 1.25|2.0   0   0|   0     0 |keystone-manage      3011  20%3309k   0 |keystone-manage      3011 3309k   0  20%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 13:24:27 ubuntu dstat.sh[1608]: 01-04 13:24:27| 36   4  46   9   5| 587M  557M 89.0M 2627M|7469B 1998B| 728k    0 | 102     0 | 722  1045 |1.18 1.24 1.25|1.0   0   0|   0     0 |keystone-manage      3011  40%4229k  46k|keystone-manage      3011 4229k  46k 40%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 13:24:28 ubuntu dstat.sh[1608]: 01-04 13:24:28|  7   1  47  44   2| 589M  554M 89.0M 2628M|8462B 2160B| 372k    0 |27.0     0 | 512   806 |1.18 1.24 1.25|  0 1.0   0|   0     0 |keystone-manage      3011 5.0% 570k   0 |keystone-manage      3011  570k   0 5.0%|mysqld       173M|   0     0 |  16    5    0    7    0
