-- Logs begin at Thu 2020-04-02 08:26:36 UTC, end at Thu 2020-04-02 09:58:25 UTC. --
Apr 02 09:09:07 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 09:09:08 ubuntu dstat.sh[1651]: [286B blob data]
Apr 02 09:09:08 ubuntu dstat.sh[1651]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 09:09:08 ubuntu dstat.sh[1651]: 02-04 09:09:08| 16   5  54  22   2| 425M  727M 87.0M 2500M|   0     0 | 183k 3096k|10.4  35.8 | 737  1311 |1.39 1.23 1.20|3.0   0  26|   0     0 |systemd              1    0.4%   0    0 |bash                 4206 2431k2261k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 09:09:09 ubuntu dstat.sh[1651]: 02-04 09:09:09| 22  31  40   5   3| 423M  728M 87.0M 2500M|5797B 1824B| 232k   92k|3.00  11.0 |1416  3376 |1.36 1.23 1.20|2.0   0 355|   0     0 |bash                 4206 5.5%1988k  24k|bash                 4206 1988k  24k5.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 09:09:10 ubuntu dstat.sh[1651]: 02-04 09:09:10| 25  31  39   3   3| 423M  728M 87.0M 2500M|4392B 2106B|  80k   16k|1.00  4.00 |1862  5609 |1.36 1.23 1.20|2.0   0 235|   0     0 |systemd              1     10%   0    0 |bash                 4206 1817k  15k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 09:09:11 ubuntu dstat.sh[1651]: 02-04 09:09:11| 28  30  41   0   2| 549M  602M 87.0M 2622M|4200B 1944B|   0  8192B|   0  2.00 |2094  5760 |1.36 1.23 1.20|  0   0 135|   0     0 |systemd              1     21%   0    0 |bash                 4206  566k4109B1.0%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 02 09:09:12 ubuntu dstat.sh[1651]: 02-04 09:09:12| 23  25  50   0   3| 557M  594M 87.0M 2623M|3905B 1728B|   0     0 |   0     0 |1424  3395 |1.36 1.23 1.20|1.0   0 295|   0     0 |keystone-manage      3048 8.5%1661k  81k|keystone-manage      3048 1661k  81k8.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 09:09:13 ubuntu dstat.sh[1651]: 02-04 09:09:13| 34   3  49  14   0| 573M  577M 87.4M 2623M|5228B 1890B|1228k    0 | 162     0 | 663  1178 |1.36 1.23 1.20|  0 1.0   0|   0     0 |keystone-manage      3048  35%4313k   0 |keystone-manage      3048 4313k   0  35%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 09:09:14 ubuntu dstat.sh[1651]: 02-04 09:09:14| 41   5  49   6   0| 593M  555M 87.5M 2624M|2876B 1998B|1032k  436k| 102  2.00 | 580   955 |1.33 1.22 1.20|1.0   0   0|   0     0 |keystone-manage      3048  43%4997k  46k|keystone-manage      3048 4997k  46k 43%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 02 09:09:15 ubuntu dstat.sh[1651]: 02-04 09:09:15| 46   7  43   2   1| 618M  529M 87.5M 2626M|4499B 1944B| 216k    0 |19.0     0 | 844  1265 |1.33 1.22 1.20|2.0   0   0|   0     0 |keystone-manage      3048  47%5612k 580k|keystone-manage      3048 5612k 580k 47%|mysqld       177M|   0     0 |  16    7    0    8    0
Apr 02 09:09:16 ubuntu dstat.sh[1651]: 02-04 09:09:16| 14   8  26  49   3| 628M  519M 87.7M 2626M|5795B 1890B|   0  4092k|   0  97.0 | 822  1354 |1.33 1.22 1.20|  0 1.0   0|   0     0 |python2              1586  12%  76k  83k|python2              1586   76k  83k 12%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 02 09:09:17 ubuntu dstat.sh[1651]: 02-04 09:09:17|  3   2  48  46   1| 629M  518M 87.9M 2626M|2830B 1620B|   0  1396k|   0  92.0 | 659  1166 |1.33 1.22 1.20|  0 1.0   0|   0     0 |jbd2/vda1-8          302  0.5%   0    0 |python2              1868   14k 463B  0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 02 09:09:18 ubuntu dstat.sh[1651]: 02-04 09:09:18|  4   1  48  47   0| 629M  517M 88.1M 2626M|4893B 2106B|   0  1332k|   0   100 | 520  1149 |1.33 1.22 1.20|  0 1.0   0|   0     0 |mysqld               904  1.0%   0    0 |python2              1868   14k 454B0.5%|mysqld       187M|   0     0 |  16    7    0    8    0
Apr 02 09:09:19 ubuntu dstat.sh[1651]: 02-04 09:09:19|  2   1  49  48   0| 629M  516M 88.3M 2627M|5936B 1944B|   0  1088k|   0  75.0 | 468   984 |1.47 1.25 1.21|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1868   14k 458B  0%|mysqld       187M|   0     0 |  16    7    0    8    0
Apr 02 09:09:20 ubuntu dstat.sh[1651]: 02-04 09:09:20|  3   2  48  45   3| 630M  515M 88.6M 2627M|4559B 1728B|   0  1572k|   0   117 | 603  1302 |1.47 1.25 1.21|  0 1.0 2.0|   0     0 |mysqld               904  2.0%   0    0 |python2              1868   14k 470B  0%|mysqld       187M|   0     0 |  16    7    0    8    0
Apr 02 09:09:21 ubuntu dstat.sh[1651]: 02-04 09:09:21|  9   6  41  41   2| 631M  514M 88.9M 2627M|3642B 1944B|   0  1236k|   0   131 | 800  2096 |1.47 1.25 1.21|1.0 1.0   0|   0     0 |mysqld               904   12%   0    0 |python2              1868   14k 452B0.5%|mysqld       188M|   0     0 |  16    7    0    8    0
Apr 02 09:09:22 ubuntu dstat.sh[1651]: 02-04 09:09:22| 11  10  41  35   5| 631M  513M 89.2M 2627M|4084B 1944B|   0   988k|   0  97.0 | 810  1703 |1.47 1.25 1.21|  0 1.0   0|   0     0 |mysqld               904   19%   0    0 |python2              1868   14k 464B  0%|mysqld       188M|   0     0 |  16    7    0    8    0
