"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","18 Mar 2020 06:56:11 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
18-03 06:56:11,16.516,4.560,59.608,18.245,1.071,442114048,323616768,143319040,2980487168,0,0,167024.051,3057863.825,9.140,35.328,707.024,1256.692,1.330,1.200,1.120,1,1,24.321,0,0,14,3,0,4,0
18-03 06:56:12,16,33.500,41,0.500,9,442060800,323248128,143327232,2980843520,5802,1836,233472,57344,3,7,1362,3530,1.390,1.220,1.120,1,0,369,0,0,14,3,0,4,0
18-03 06:56:13,26.368,28.856,39.801,0,4.975,441511936,323653632,143327232,2980884480,5438,1944,0,20480,0,5,1433,3913,1.390,1.220,1.120,1,0,220,0,0,14,3,0,4,0
18-03 06:56:14,28.500,28.500,37,0,6,443523072,321499136,143327232,2981216256,5718,1944,0,12288,0,3,1404,6381,1.390,1.220,1.120,1,0,195,0,0,14,3,0,4,0
18-03 06:56:15,13.235,16.667,60.784,0,9.314,573358080,191250432,143327232,3109072896,4648,1944,73728,0,1,0,1312,3381,1.390,1.220,1.120,2,0,161,0,0,16,5,0,4,0
18-03 06:56:16,32.683,16.098,22.927,22.439,5.854,584925184,179474432,143331328,3109253120,4591,1944,0,229376,0,37,1086,2002,1.390,1.220,1.120,1,1,153,0,0,16,5,0,6,0
18-03 06:56:17,15.578,1.508,6.030,75.879,1.005,594665472,169730048,143339520,3109249024,3597,1944,0,25337856,0,67,468,828,1.440,1.230,1.130,0,2,0,0,0,16,5,0,6,0
18-03 06:56:18,23.350,3.553,39.594,31.980,1.523,609148928,153989120,143347712,3110424576,4194,1728,1052672,10379264,87,13,611,1016,1.440,1.230,1.130,1,0,0,0,0,16,5,0,6,0
18-03 06:56:19,40.500,3.500,46,6.500,3.500,627318784,134877184,143355904,3111215104,4291,1986,622592,0,46,0,713,1049,1.440,1.230,1.130,1,0,0,0,0,16,5,0,6,0
18-03 06:56:20,41.791,8.955,36.318,10.448,2.488,649756672,110919680,143491072,3112345600,5284,1944,188416,1339392,14,21,1025,1642,1.440,1.230,1.130,0,1,0,0,0,16,7,0,6,0
18-03 06:56:21,10.606,15.152,34.848,36.869,2.525,660467712,887185408,143581184,2347548672,5635,1986,8192,1413120,2,99,915,1774,1.440,1.230,1.130,0,1,3,0,0,16,7,0,6,0
18-03 06:56:22,4.020,2.010,49.749,44.221,0,660934656,885862400,143802368,2348154880,6359,1728,0,2088960,0,142,710,1613,1.480,1.240,1.130,0,1,2,0,0,16,7,0,6,0
18-03 06:56:23,3.015,0.503,49.749,46.734,0,661086208,885362688,143908864,2348392448,3649,1944,0,1015808,0,71,469,966,1.480,1.240,1.130,0,1,0,0,0,16,7,0,6,0
18-03 06:56:24,3,1,50,45.500,0.500,661532672,884645888,143998976,2348548096,5939,1944,0,1105920,0,69,496,991,1.480,1.240,1.130,0,1,0,0,0,16,7,0,6,0
