-- Logs begin at Sun 2020-03-08 23:24:43 UTC, end at Mon 2020-03-09 00:55:45 UTC. --
Mar 09 00:10:03 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 09 00:10:04 ubuntu dstat.sh[2180]: [286B blob data]
Mar 09 00:10:04 ubuntu dstat.sh[2180]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 09 00:10:04 ubuntu dstat.sh[2180]: 09-03 00:10:04| 17   5  53  25   1| 453M  461M  112M 2687M|   0     0 | 225k 3505k|10.9  35.8 | 813  1430 |1.19 1.32 1.27|2.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 3539 2365k2179k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 09 00:10:05 ubuntu dstat.sh[2180]: 09-03 00:10:05| 24  36  36   2   2| 454M  461M  112M 2687M|4165B 2214B|4096B  128k|1.00  10.0 |1538  3943 |1.19 1.32 1.27|3.0   0 431|   0     0 |bash                 3539 6.5%1820k  27k|bash                 3539 1820k  27k6.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 09 00:10:06 ubuntu dstat.sh[2180]: 09-03 00:10:06| 21  26  39  13   1| 453M  462M  112M 2687M|4470B 2106B|   0  5032k|   0  46.0 |1243  3974 |1.19 1.32 1.27|2.0 2.0 184|   0     0 |systemd              1     11%   0    0 |bash                 3539 1392k  11k2.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 09 00:10:07 ubuntu dstat.sh[2180]: 09-03 00:10:07|  8  12  45  35   1| 452M  462M  112M 2687M|7074B 2040B|   0    25M|   0  84.0 | 823  1337 |1.19 1.32 1.27|  0 1.0 120|   0     0 |bash                 3539 2.0% 963k8906B|bash                 3539  963k8906B2.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 09 00:10:08 ubuntu dstat.sh[2180]: 09-03 00:10:08| 30  21  46   2   1| 579M  335M  112M 2809M|4436B 2160B|   0  4644k|   0  8.00 |1891  6225 |1.17 1.32 1.27|  0   0  99|   0     0 |systemd              1     20%   0    0 |bash                 3539  349k2295B0.5%|mysqld       173M|   0     0 |  15    3    0    4    0
Mar 09 00:10:09 ubuntu dstat.sh[2180]: 09-03 00:10:09| 13  21  61   0   4| 579M  335M  112M 2809M|4556B 1944B|   0     0 |   0     0 |1201  3277 |1.17 1.32 1.27|1.0   0 265|   0     0 |bash                 3539 5.0% 565k  16k|bash                 3539  565k  16k5.0%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 09 00:10:10 ubuntu dstat.sh[2180]: 09-03 00:10:10| 40   7  47   6   1| 600M  314M  112M 2810M|6631B 2160B| 180k  156k|9.00  2.00 | 572  1033 |1.17 1.32 1.27|  0 1.0  33|   0     0 |keystone-manage      3573  40%5175k  81k|keystone-manage      3573 5175k  81k 40%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 09 00:10:11 ubuntu dstat.sh[2180]: 09-03 00:10:11| 38   4  48  10   1| 620M  292M  112M 2810M|7257B 2160B|1008k    0 | 114     0 | 781   984 |1.17 1.32 1.27|1.0   0   0|   0     0 |keystone-manage      3573  39%4652k  46k|keystone-manage      3573 4652k  46k 39%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 09 00:10:12 ubuntu dstat.sh[2180]: 09-03 00:10:12| 41   5  48   6   1| 643M  268M  112M 2812M|5206B 2160B| 668k    0 |50.0     0 | 739   907 |1.17 1.32 1.27|1.0   0   0|   0     0 |keystone-manage      3573  44%5871k 231k|keystone-manage      3573 5871k 231k 44%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 09 00:10:13 ubuntu dstat.sh[2180]: 09-03 00:10:13| 33  14  34  19   1| 661M  249M  112M 2813M|4440B 2160B| 100k 1692k|8.00  50.0 |1168  1855 |1.16 1.31 1.26|  0 1.0   0|   0     0 |keystone-manage      3573  25%1547k 423k|keystone-manage      3573 1547k 423k 25%|mysqld       186M|   0     0 |  15    7    0    6    0
Mar 09 00:10:14 ubuntu dstat.sh[2180]: 09-03 00:10:14|  4   2  45  48   2| 661M  248M  113M 2813M|5141B 1986B|   0  1840k|   0   133 | 949  1437 |1.16 1.31 1.26|  0 1.0   0|   0     0 |mysqld               1453 1.5%   0    0 |python2              2317   14k 484B0.5%|mysqld       186M|   0     0 |  15    7    0    6    0
Mar 09 00:10:15 ubuntu dstat.sh[2180]: 09-03 00:10:15|  3   1  48  48   1| 662M  247M  113M 2813M|4783B 2160B|   0  1764k|   0   120 | 840  1335 |1.16 1.31 1.26|  0 1.0   0|   0     0 |mysqld               1453 1.5%   0    0 |python2              2317   14k 465B  0%|mysqld       187M|   0     0 |  15    7    0    6    0
Mar 09 00:10:16 ubuntu dstat.sh[2180]: 09-03 00:10:16|  3   1  46  51   0| 662M  246M  113M 2813M|  10k 2160B|   0   660k|   0  47.0 | 564   882 |1.16 1.31 1.26|  0 1.0   0|   0     0 |etcd                 3264 1.0%   0    0 |python2              2317   14k 465B  0%|mysqld       187M|   0     0 |  15    7    0    6    0
Mar 09 00:10:17 ubuntu dstat.sh[2180]: 09-03 00:10:17|  2   1  43  54   1| 662M  246M  113M 2814M|6211B 2160B|   0   644k|   0  44.0 | 510   870 |1.16 1.31 1.26|  0 1.0   0|   0     0 |mysqld               1453 0.5%   0    0 |python2              2317   14k 453B0.5%|mysqld       187M|   0     0 |  15    7    0    6    0
Mar 09 00:10:18 ubuntu dstat.sh[2180]: 09-03 00:10:18|  2   1  46  51   1| 662M  245M  113M 2814M|5622B 1944B|   0   524k|   0  44.0 | 497   876 |1.15 1.30 1.26|1.0 1.0   0|   0     0 |kworker/1:1H         159  0.5%   0    0 |python2              2317   14k 462B  0%|mysqld       187M|   0     0 |  15    7    0    6    0
Mar 09 00:10:19 ubuntu dstat.sh[2180]: 09-03 00:10:19|  6   9  42  36   7| 663M  244M  113M 2814M|5123B 2160B|   0  1096k|   0   110 | 877  1853 |1.15 1.30 1.26|  0 1.0 2.0|   0     0 |mysqld               1453  13%   0    0 |python2              2317   14k 462B  0%|mysqld       188M|   0     0 |  15    7    0    6    0
Mar 09 00:10:20 ubuntu dstat.sh[2180]: 09-03 00:10:20| 10  10  36  34  10| 663M  243M  114M 2814M|6153B 1944B|   0   960k|   0   100 | 722  1323 |1.15 1.30 1.26|1.0 1.0   0|   0     0 |mysqld               1453  20%   0    0 |python2              2317   14k 476B  0%|mysqld       188M|   0     0 |  15    7    0    6    0
Mar 09 00:10:21 ubuntu dstat.sh[2180]: 09-03 00:10:21| 11   9  36  43   1| 664M  243M  114M 2814M|4771B 2160B|   0  1216k|   0   105 | 784  1486 |1.15 1.30 1.26|  0 1.0   0|   0     0 |mysqld               1453  17%   0    0 |python2              2317   14k 466B0.5%|mysqld       189M|   0     0 |  15    7    0    6    0
