-- Logs begin at Thu 2020-02-27 21:50:29 UTC, end at Thu 2020-02-27 23:28:36 UTC. --
Feb 27 22:41:57 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 27 22:41:57 ubuntu dstat.sh[1921]: [286B blob data]
Feb 27 22:41:57 ubuntu dstat.sh[1921]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 27 22:41:57 ubuntu dstat.sh[1921]: 27-02 22:41:57| 15   4  52  27   2| 450M  429M  110M 2724M|   0     0 | 199k 2886k|9.60  30.6 | 680  1170 |1.28 1.48 1.42|2.0   0  22|   0     0 |systemd              1    0.3%   0    0 |bash                 3656 2100k1927k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 27 22:41:58 ubuntu dstat.sh[1921]: 27-02 22:41:58| 17  35  31   9   9| 451M  428M  110M 2724M|4644B 1998B|   0    25M|   0  34.0 |1407  3542 |1.28 1.48 1.42|1.0 1.0 386|   0     0 |bash                 3656 7.5%1410k  24k|bash                 3656 1410k  24k7.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 27 22:41:59 ubuntu dstat.sh[1921]: 27-02 22:41:59| 23  26  29  18   4| 450M  428M  110M 2724M|3984B 1998B|   0    16M|   0  34.0 |1459  3950 |2.14 1.65 1.48|1.0   0 210|   0     0 |systemd              1    9.0%   0    0 |bash                 3656 1599k  13k3.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Feb 27 22:42:00 ubuntu dstat.sh[1921]: 27-02 22:42:00| 28  31  36   0   5| 452M  426M  110M 2724M|5091B 1944B|   0    16k|   0  4.00 |1460  4897 |2.14 1.65 1.48|1.0   0 235|   0     0 |systemd              1     13%   0    0 |bash                 3656 1412k  12k3.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 27 22:42:01 ubuntu dstat.sh[1921]: 27-02 22:42:01| 12  19  65   0   4| 576M  302M  110M 2846M|  10k 1728B|   0     0 |   0     0 |1438  4147 |2.14 1.65 1.48|3.0   0 119|   0     0 |systemd              1    8.5%   0    0 |bash                 3656  360k6139B2.0%|mysqld       173M|   0     0 |  15    5    0    4    0
Feb 27 22:42:02 ubuntu dstat.sh[1921]: 27-02 22:42:02| 31  20  45   0   4| 587M  291M  110M 2846M|5336B 1944B|   0     0 |   0     0 |1008  2491 |2.14 1.65 1.48|1.0   0 196|   0     0 |keystone-manage      3316  24%2290k  81k|keystone-manage      3316 2290k  81k 24%|mysqld       173M|   0     0 |  15    5    0    7    0
Feb 27 22:42:03 ubuntu dstat.sh[1921]: 27-02 22:42:03| 23   3  46  27   1| 600M  277M  110M 2847M|5027B 1944B| 696k  968k|52.0  71.0 | 647   742 |2.14 1.65 1.48|  0 3.0   0|   0     0 |keystone-manage      3316  23%3534k   0 |keystone-manage      3316 3534k   0  23%|mysqld       173M|   0     0 |  15    5    0    7    0
Feb 27 22:42:04 ubuntu dstat.sh[1921]: 27-02 22:42:04| 29   1  45  20   4| 617M  259M  110M 2847M|3739B 1930B| 408k  136k|60.0  27.0 | 611   872 |2.05 1.64 1.47|1.0   0   0|   0     0 |keystone-manage      3316  31%3999k  46k|keystone-manage      3316 3999k  46k 31%|mysqld       173M|   0     0 |  15    5    0    7    0
Feb 27 22:42:05 ubuntu dstat.sh[1921]: 27-02 22:42:05| 41   4  46   5   3| 637M  238M  110M 2848M|4010B 1890B| 648k    0 |47.0     0 | 708   834 |2.05 1.64 1.47|1.0 1.0   0|   0     0 |keystone-manage      3316  43%5207k 174k|keystone-manage      3316 5207k 174k 43%|mysqld       173M|   0     0 |  15    5    0    7    0
Feb 27 22:42:06 ubuntu dstat.sh[1921]: 27-02 22:42:06| 29  11  35  24   2| 649M  225M  110M 2849M|3684B 2106B| 108k 1224k|9.00  15.0 | 902  1454 |2.05 1.64 1.47|  0 1.0   0|   0     0 |keystone-manage      3316  25%2165k 427k|keystone-manage      3316 2165k 427k 25%|mysqld       177M|   0     0 |  15    7    0    7    0
Feb 27 22:42:07 ubuntu dstat.sh[1921]: 27-02 22:42:07| 10   5  41  43   2| 658M  216M  110M 2849M|3020B 1728B|   0   848k|   0  62.0 | 655  1191 |2.05 1.64 1.47|  0 2.0   0|   0     0 |keystone-manage      3316 5.0%  38k  53k|keystone-manage      3316   38k  53k5.0%|mysqld       186M|   0     0 |  15    7    0    7    0
Feb 27 22:42:08 ubuntu dstat.sh[1921]: 27-02 22:42:08|  2   2  46  49   2| 658M  216M  110M 2849M|3943B 1944B|   0   528k|   0  35.0 | 375   727 |2.05 1.64 1.47|  0 1.0   0|   0     0 |kworker/1:1H         171  1.0%   0    0 |python2              2044   14k 462B  0%|mysqld       186M|   0     0 |  15    7    0    7    0
Feb 27 22:42:09 ubuntu dstat.sh[1921]: 27-02 22:42:09|  2   2  44  50   2| 659M  215M  111M 2849M|4900B 1944B|   0   404k|   0  31.0 | 450   856 |1.96 1.63 1.47|  0 1.0 2.0|   0     0 |beam.smp             2098 1.0%   0    0 |python2              2044   14k 468B  0%|mysqld       186M|   0     0 |  15    7    0    7    0
Feb 27 22:42:10 ubuntu dstat.sh[1921]: 27-02 22:42:10|  3   2  27  69   1| 660M  214M  111M 2850M|5703B 1944B|   0  1548k|   0  98.0 | 608   954 |1.96 1.63 1.47|  0 3.0 2.0|   0     0 |kworker/1:1H         171  0.5%   0    0 |python2              2044   14k 469B  0%|mysqld       186M|   0     0 |  15    7    0    7    0
Feb 27 22:42:11 ubuntu dstat.sh[1921]: 27-02 22:42:11|  1   2   6  90   1| 659M  214M  111M 2850M|5658B 1944B|   0   928k|   0  95.0 | 446   627 |1.96 1.63 1.47|3.0 1.0   0|   0     0 |jbd2/vda1-8          303  0.5%   0    0 |python2              2044   14k 462B0.5%|mysqld       186M|   0     0 |  15    7    0    7    0
Feb 27 22:42:12 ubuntu dstat.sh[1921]: 27-02 22:42:12|  4   2  42  52   2| 659M  214M  111M 2850M|5916B 2160B|   0  5832k|   0  48.0 | 599  1067 |1.96 1.63 1.47|  0 2.0   0|   0     0 |mysqld               1190 1.0%   0    0 |python2              2044   14k   0 0.5%|mysqld       186M|   0     0 |  15    7    0    7    0
Feb 27 22:42:13 ubuntu dstat.sh[1921]: 27-02 22:42:13|  3   1  41  54   2| 659M  213M  111M 2850M|7435B 1944B|   0  5568k|   0  86.0 | 620  1112 |1.96 1.63 1.47|  0 1.0   0|   0     0 |mysqld               1190 1.0%   0    0 |python2              2044   14k 928B  0%|mysqld       187M|   0     0 |  15    7    0    7    0
