-- Logs begin at Mon 2021-02-01 10:27:22 UTC, end at Mon 2021-02-01 11:35:00 UTC. --
Feb 01 10:53:25 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 01 10:53:26 ubuntu dstat.sh[24645]: [286B blob data]
Feb 01 10:53:26 ubuntu dstat.sh[24645]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 01 10:53:26 ubuntu dstat.sh[24645]: 01-02 10:53:26| 12   4  83   1   0| 449M 1973M 97.3M 5158M|   0     0 | 242k 7265k|11.8  59.2 |2310  3866 |1.27 1.01 0.69|1.0   0  36|   0     0 |systemd              1    0.4%   0    0 |bash                 4403 3435k3347k0.2%|mysqld       174M|   0     0 |  17    3    0    5    0
Feb 01 10:53:27 ubuntu dstat.sh[24645]: 01-02 10:53:27| 10  20  69   0   0| 449M 1972M 97.3M 5158M|9169B 2160B|   0  6252k|   0  82.0 |2363  3887 |1.41 1.04 0.70|2.0   0 355|   0     0 |bash                 4403 4.8% 484k  23k|bash                 4403  484k  23k4.8%|mysqld       174M|   0     0 |  17    3    0    5    0
Feb 01 10:53:28 ubuntu dstat.sh[24645]: 01-02 10:53:28| 12  20  68   0   0| 450M 1971M 97.3M 5159M|7550B 2160B|   0    28k|   0  7.00 |2317  3890 |1.41 1.04 0.70|1.0   0 295|   0     0 |bash                 4403 2.8%2520k  19k|bash                 4403 2520k  19k2.8%|mysqld       174M|   0     0 |  17    3    0    5    0
Feb 01 10:53:29 ubuntu dstat.sh[24645]: 01-02 10:53:29| 16  19  65   0   0| 458M 1964M 97.3M 5159M|9424B 2106B|   0    16k|   0  4.00 |3994  7044 |1.41 1.04 0.70| 12   0 231|   0     0 |systemd              1    6.5%   0    0 |bash                 4403 1419k  13k1.5%|mysqld       174M|   0     0 |  17    3    0    5    0
Feb 01 10:53:30 ubuntu dstat.sh[24645]: 01-02 10:53:30| 18  17  65   0   0| 575M 1846M 97.3M 5281M|8034B 2214B|   0     0 |   0     0 |3638  6356 |1.41 1.04 0.70|2.0   0 150|   0     0 |systemd              1     10%   0    0 |bash                 4403  470k6162B1.5%|mysqld       174M|   0     0 |  19    5    0    5    0
Feb 01 10:53:31 ubuntu dstat.sh[24645]: 01-02 10:53:31| 16  14  71   0   0| 586M 1834M 97.3M 5281M|7108B 1944B|   0     0 |   0     0 |1900  2929 |1.41 1.04 0.70|1.0   0 205|   0     0 |keystone-manage      25958 10%2200k  81k|keystone-manage      259582200k  81k 10%|mysqld       175M|   0     0 |  19    5    0    7    0
Feb 01 10:53:32 ubuntu dstat.sh[24645]: 01-02 10:53:32| 21   4  73   2   0| 614M 1806M 97.5M 5281M|9905B 2202B| 416k   36M|68.0  44.0 |1052  1166 |1.46 1.06 0.71|1.0   0 3.0|   0     0 |keystone-manage      25958 23%6615k  86k|keystone-manage      259586615k  86k 23%|mysqld       175M|   0     0 |  19    5    0    7    0
Feb 01 10:53:33 ubuntu dstat.sh[24645]: 01-02 10:53:33| 22   3  74   2   0| 639M 1781M 97.5M 5281M|  10k 2160B| 128k    0 |14.0     0 | 793  1002 |1.46 1.06 0.71|1.0   0   0|   0     0 |keystone-manage      25958 24%6865k 177k|keystone-manage      259586865k 177k 24%|mysqld       175M|   0     0 |  19    5    0    7    0
Feb 01 10:53:34 ubuntu dstat.sh[24645]: 01-02 10:53:34| 24   2  74   0   0| 656M 1762M 97.6M 5282M|8578B 2160B|8192B    0 |2.00     0 | 768   976 |1.46 1.06 0.71|1.0   0   0|   0     0 |keystone-manage      25958 25%2843k 347k|keystone-manage      259582843k 347k 25%|mysqld       175M|   0     0 |  19    5    0    7    0
Feb 01 10:53:35 ubuntu dstat.sh[24645]: 01-02 10:53:35| 26   6  66   2   0| 673M 1744M 97.9M 5283M|7913B 1944B|  12k 4456k|1.00   206 |1445  2853 |1.46 1.06 0.71|1.0   0   0|   0     0 |keystone-manage      25958 20% 569k 137k|keystone-manage      25958 569k 137k 20%|mysqld       187M|   0     0 |  19    7    0    7    0
