-- Logs begin at Wed 2020-02-26 20:24:51 UTC, end at Wed 2020-02-26 21:58:21 UTC. --
Feb 26 21:11:30 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 26 21:11:30 ubuntu dstat.sh[494]: [286B blob data]
Feb 26 21:11:30 ubuntu dstat.sh[494]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 26 21:11:30 ubuntu dstat.sh[494]: 26-02 21:11:30| 16   4  54  25   2| 452M  593M  140M 2534M|   0     0 | 165k 2924k|7.68  32.9 | 726  1350 |1.29 1.11 1.15|2.0   0  23|   0     0 |systemd              1    0.4%   0    0 |bash                 3350 2249k2064k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 21:11:31 ubuntu dstat.sh[494]: 26-02 21:11:31| 16  34  39   1  10| 453M  592M  140M 2534M|6950B 2160B| 296k  104k|4.00  7.00 |1583  3636 |1.29 1.11 1.15|2.0   0 385|   0     0 |bash                 3350 8.0% 872k  24k|bash                 3350  872k  24k8.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 21:11:32 ubuntu dstat.sh[494]: 26-02 21:11:32| 26  31  38   0   5| 454M  591M  140M 2534M|4095B 1944B|   0    24k|   0  6.00 |1906  4692 |1.29 1.11 1.15|1.0   0 254|   0     0 |systemd              1     11%   0    0 |bash                 3350 2196k  16k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 21:11:33 ubuntu dstat.sh[494]: 26-02 21:11:33| 24  27  38   2   9| 453M  592M  140M 2534M|5156B 2202B|   0    16k|   0  4.00 |1524  5150 |1.42 1.14 1.16|3.0   0 214|   0     0 |systemd              1     12%   0    0 |bash                 3350 1415k  12k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 21:11:34 ubuntu dstat.sh[494]: 26-02 21:11:34| 12  16  63   7   2| 577M  467M  140M 2656M|6262B 2202B|   0   664k|   0  60.0 |1305  4283 |1.42 1.14 1.16|1.0   0  47|   0     0 |systemd              1     10%   0    0 |bash                 3350  116k 392B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 26 21:11:35 ubuntu dstat.sh[494]: 26-02 21:11:35| 20  28  47   0   5| 586M  458M  140M 2656M|4766B 1944B|   0    76k|   0  17.0 |1524  3338 |1.42 1.14 1.16|1.0   0 296|   0     0 |keystone-manage      1913 8.5%1632k  81k|keystone-manage      1913 1632k  81k8.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 26 21:11:36 ubuntu dstat.sh[494]: 26-02 21:11:36| 39   5  47   7   2| 603M  441M  140M 2657M|5986B 2160B| 600k  172k|57.0  2.00 | 828   954 |1.42 1.14 1.16|1.0   0   0|   0     0 |keystone-manage      1913  42%4589k   0 |keystone-manage      1913 4589k   0  42%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 26 21:11:37 ubuntu dstat.sh[494]: 26-02 21:11:37| 42   3  48   5   2| 624M  419M  140M 2658M|4900B 1944B| 768k    0 |55.0     0 | 689   899 |1.42 1.14 1.16|1.0   0   0|   0     0 |keystone-manage      1913  45%4984k 104k|keystone-manage      1913 4984k 104k 45%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 26 21:11:38 ubuntu dstat.sh[494]: 26-02 21:11:38| 42   3  47   7   1| 647M  394M  140M 2659M|5340B 2160B| 176k    0 |13.0     0 | 662   897 |1.39 1.14 1.16|1.0   0 2.0|   0     0 |keystone-manage      1913  42%5859k 460k|keystone-manage      1913 5859k 460k 42%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 26 21:11:39 ubuntu dstat.sh[494]: 26-02 21:11:39| 23  11  17  47   3| 659M  382M  141M 2659M|5204B 1998B|   0  1372k|   0  29.0 | 735  1762 |1.39 1.14 1.16|  0 3.0   0|   0     0 |python2              1630  14% 107k 117k|python3.6            7290  111k 231k1.5%|mysqld       184M|   0     0 |  16    7    0    6    0
