-- Logs begin at Wed 2020-04-01 16:57:42 UTC, end at Wed 2020-04-01 18:32:08 UTC. --
Apr 01 17:41:49 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 17:41:49 ubuntu dstat.sh[2636]: [286B blob data]
Apr 01 17:41:49 ubuntu dstat.sh[2636]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 17:41:49 ubuntu dstat.sh[2636]: 01-04 17:41:49| 16   5  52  26   1| 419M  581M 85.6M 2647M|   0     0 | 249k 3564k|12.0  35.4 | 791  1539 |1.43 1.42 1.33|2.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 3823 2393k2209k0.2%|mysqld       174M|   0     0 |  13    3    0    5    0
Apr 01 17:41:50 ubuntu dstat.sh[2636]: 01-04 17:41:50| 19  35  34   4   7| 419M  581M 85.6M 2647M|5920B 1944B|   0   128k|   0  12.0 |1341  3438 |1.43 1.42 1.33|3.0   0 371|   0     0 |bash                 3823 6.0%2536k  24k|bash                 3823 2536k  24k6.0%|mysqld       174M|   0     0 |  13    3    0    5    0
Apr 01 17:41:52 ubuntu dstat.sh[2636]: 01-04 17:41:51| 24  32  35   0   9| 427M  573M 85.6M 2647M|5225B 2160B|   0    20k|   0  5.00 |1823  5248 |1.43 1.42 1.33| 13   0 238|   0     0 |systemd              1     12%   0    0 |bash                 3823 1516k  13k3.5%|mysqld       174M|   0     0 |  13    3    0    5    0
Apr 01 17:41:52 ubuntu dstat.sh[2636]: 01-04 17:41:52| 22  24  50   0   4| 544M  455M 85.6M 2769M|3627B 1944B|   0     0 |   0     0 |1970  4912 |1.40 1.41 1.33|  0   0  57|   0     0 |systemd              1     20%   0    0 |bash                 3823  232k 656B  0%|mysqld       174M|   0     0 |  15    3    0    5    0
Apr 01 17:41:53 ubuntu dstat.sh[2636]: 01-04 17:41:53| 14  20  64   0   3| 545M  455M 85.6M 2769M|4936B 2160B|   0     0 |   0     0 |1229  2906 |1.40 1.41 1.33|1.0   0 265|   0     0 |bash                 3823 5.0% 500k  15k|bash                 3823  500k  15k5.0%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:41:54 ubuntu dstat.sh[2636]: 01-04 17:41:54| 37   8  47   8   1| 566M  433M 85.6M 2769M|4636B 1944B| 116k    0 |4.00     0 | 664  1080 |1.40 1.41 1.33|  0 1.0  33|   0     0 |keystone-manage      4039  37%5090k  81k|keystone-manage      4039 5090k  81k 37%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:41:55 ubuntu dstat.sh[2636]: 01-04 17:41:55|  2   1  30  65   1| 566M  433M 85.8M 2770M|3857B 2160B| 292k  268k|20.0  2.00 | 399   788 |1.40 1.41 1.33|  0 1.0   0|   0     0 |keystone-manage      4039 1.5% 111k   0 |keystone-manage      4039  111k   0 1.5%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:41:56 ubuntu dstat.sh[2636]: 01-04 17:41:56|  4   2  49  46   1| 566M  432M 85.8M 2770M|4061B 1944B| 340k    0 |55.0     0 | 376   720 |1.40 1.41 1.33|  0 1.0   0|   0     0 |keystone-manage      4039 1.0% 152k   0 |keystone-manage      4039  152k   0 1.0%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:41:57 ubuntu dstat.sh[2636]: 01-04 17:41:57|  6   1  50  44   0| 567M  431M 85.8M 2770M|5049B 2160B| 148k 1856k|24.0  65.0 | 422   732 |1.37 1.41 1.32|  0 2.0   0|   0     0 |keystone-manage      4039 4.0% 125k   0 |keystone-manage      4039  125k   0 4.0%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:41:58 ubuntu dstat.sh[2636]: 01-04 17:41:58|  5   2  49  43   1| 569M  429M 85.9M 2770M|6448B 1944B| 244k  612k|49.0  14.0 | 413   791 |1.37 1.41 1.32|  0 1.0   0|   0     0 |keystone-manage      4039 4.0% 425k   0 |keystone-manage      4039  425k   0 4.0%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:41:59 ubuntu dstat.sh[2636]: 01-04 17:41:59|  6   1  48  44   0| 570M  428M 86.0M 2770M|6914B 2160B| 176k    0 |20.0     0 | 458   794 |1.37 1.41 1.32|1.0 1.0   0|   0     0 |keystone-manage      4039 2.0% 245k   0 |keystone-manage      4039  245k   0 2.0%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:42:01 ubuntu dstat.sh[2636]: 01-04 17:42:00|  2   2  48  47   0| 569M  428M 86.0M 2770M|4606B 2160B|   0     0 |   0     0 | 312   528 |1.37 1.41 1.32|  0 4.0   0|   0     0 |etcd                 3729 1.0%   0    0 |python2              2939   14k 457B0.5%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:42:01 ubuntu dstat.sh[2636]: 01-04 17:42:01|  3   1  37  58   0| 571M  427M 86.1M 2770M|6507B 2160B| 216k  272k|43.0  2.00 | 370   708 |1.37 1.41 1.32|  0 1.0   0|   0     0 |keystone-manage      4039 1.0%  76k   0 |keystone-manage      4039   76k   0 1.0%|mysqld       174M|   0     0 |  15    5    0    6    0
Apr 01 17:42:02 ubuntu dstat.sh[2636]: 01-04 17:42:02|  9   3  47  39   3| 576M  421M 86.3M 2770M|4739B 2160B| 280k    0 |46.0     0 | 453   748 |1.34 1.40 1.32|2.0   0   0|   0     0 |keystone-manage      4039 7.0%1255k  46k|keystone-manage      4039 1255k  46k7.0%|mysqld       174M|   0     0 |  15    5    0    6    0
Apr 01 17:42:03 ubuntu dstat.sh[2636]: 01-04 17:42:03|  8   1  47  44   0| 580M  418M 86.3M 2770M|4455B 2160B|  32k 1584k|5.00  22.0 | 465   755 |1.34 1.40 1.32|  0 2.0 2.0|   0     0 |keystone-manage      4039 5.0% 672k   0 |keystone-manage      4039  672k   0 5.0%|mysqld       174M|   0     0 |  15    5    0    6    0
Apr 01 17:42:04 ubuntu dstat.sh[2636]: 01-04 17:42:04|  6   2  48  44   0| 582M  415M 86.3M 2770M|4306B 1998B|  32k   96k|4.00  12.0 | 428   710 |1.34 1.40 1.32|  0 2.0   0|   0     0 |keystone-manage      4039 5.0% 810k   0 |keystone-manage      4039  810k   0 5.0%|mysqld       174M|   0     0 |  15    5    0    6    0
Apr 01 17:42:08 ubuntu dstat.sh[2636]: 01-04 17:42:05|  3   2  14  79   0| 584M  413M 86.3M 2770M|3392B 2106B|  20k   92k|2.00  15.0 | 382   604 |1.34 1.40 1.32|  0 5.0   0|   0     0 |keystone-manage      4039 1.5% 360k   0 |keystone-manage      4039  360k   0 1.5%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:42:08 ubuntu dstat.sh[2636]: 01-04 17:42:06|  3   1   0  95   0| 584M  413M 86.3M 2770M|4529B 1998B|   0   232k|   0  41.0 | 438   562 |1.34 1.40 1.32|  0 6.0   0|   0     0 |etcd                 3729 1.0%   0    0 |python2              2939   14k   0   0%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 17:42:08 ubuntu dstat.sh[2636]: 01-04 17:42:07|  2   1   0  96   0| 584M  413M 86.3M 2770M|5609B 2106B|   0   184k|   0  24.0 | 396   544 |1.71 1.48 1.35|  0 6.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |                                        |mysqld       174M|   0     0 |  15    5    0    6    0
Apr 01 17:42:08 ubuntu dstat.sh[2636]: 01-04 17:42:08| 18   3  43  33   3| 587M  410M 86.3M 2771M|4867B 2160B|  56k  480k|12.0  5.00 | 536   760 |1.71 1.48 1.35|1.0   0   0|   0     0 |keystone-manage      4039  18% 806k   0 |keystone-manage      4039  806k   0  18%|mysqld       174M|   0     0 |  15    5    0    6    0
Apr 01 17:42:09 ubuntu dstat.sh[2636]: 01-04 17:42:09| 18   3  47  31   0| 597M  400M 86.3M 2771M|5637B 2160B| 528k    0 |32.0     0 | 588   858 |1.71 1.48 1.35|1.0   0   0|   0     0 |keystone-manage      4039  19%2785k 107k|keystone-manage      4039 2785k 107k 19%|mysqld       174M|   0     0 |  15    5    0    6    0
Apr 01 17:42:10 ubuntu dstat.sh[2636]: 01-04 17:42:10| 24   4  39  31   1| 609M  386M 86.4M 2772M|6599B 1944B| 112k  444k|12.0  2.00 | 553   729 |1.71 1.48 1.35|  0 1.0   0|   0     0 |keystone-manage      4039  25%3181k 412k|keystone-manage      4039 3181k 412k 25%|mysqld       174M|   0     0 |  15    5    0    6    0
Apr 01 17:42:11 ubuntu dstat.sh[2636]: 01-04 17:42:11| 19   9  19  52   1| 615M  380M 86.4M 2772M|4037B 1944B|  84k  732k|5.00  10.0 | 750  1293 |1.71 1.48 1.35|1.0 1.0   0|   0     0 |python2              1558  12%  83k  91k|keystone-manage      4039  496k  83k 11%|mysqld       177M|   0     0 |  15    7    0    6    0
Apr 01 17:42:12 ubuntu dstat.sh[2636]: 01-04 17:42:12|  9   3  45  42   0| 623M  372M 86.4M 2772M|4870B 2244B|   0   276k|   0  20.0 | 637  1093 |1.81 1.50 1.36|  0 1.0   0|   0     0 |python2              1558 3.5%  28k  30k|keystone-manage      4039   38k  53k3.0%|mysqld       184M|   0     0 |  15    7    0    6    0
Apr 01 17:42:13 ubuntu dstat.sh[2636]: 01-04 17:42:13|  2   2   4  92   0| 625M  370M 86.5M 2772M|4368B 1944B|   0  4776k|   0  49.0 | 373   712 |1.81 1.50 1.36|1.0 2.0 1.0|   0     0 |kworker/u4:0         269041.0%   0    0 |python2              2939   14k 458B  0%|mysqld       184M|   0     0 |  15    7    0    6    0
Apr 01 17:42:14 ubuntu dstat.sh[2636]: 01-04 17:42:14|  3   3   5  89   1| 625M  370M 86.5M 2772M|3950B 1944B|   0  3060k|   0  49.0 | 366   713 |1.81 1.50 1.36|1.0 3.0 1.0|   0     0 |keystone-manage      4039 1.5%   0    0 |python2              2939   14k 463B  0%|mysqld       186M|   0     0 |  15    7    0    6    0
