-- Logs begin at Tue 2020-03-31 02:09:46 UTC, end at Tue 2020-03-31 03:42:47 UTC. --
Mar 31 02:51:00 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 31 02:51:01 ubuntu dstat.sh[1285]: [286B blob data]
Mar 31 02:51:01 ubuntu dstat.sh[1285]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 31 02:51:01 ubuntu dstat.sh[1285]: 31-03 02:51:01| 17   5  55  21   1| 425M  726M 85.5M 2502M|   0     0 | 188k 3159k|10.7  36.7 | 768  1454 |1.58 1.35 1.24|2.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 4152 2506k2334k0.2%|mysqld       174M|   0     0 |  14    3    0    5    0
Mar 31 02:51:02 ubuntu dstat.sh[1285]: 31-03 02:51:02| 26  36  35   2   1| 422M  728M 85.5M 2503M|3649B 1836B| 304k  112k|4.00  11.0 |1488  4009 |1.58 1.35 1.24|1.0   0 424|   0     0 |bash                 4152 7.0%2085k  28k|bash                 4152 2085k  28k7.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Mar 31 02:51:03 ubuntu dstat.sh[1285]: 31-03 02:51:03| 20  30  40   9   2| 423M  727M 85.5M 2503M|3889B 2052B|   0    12k|   0  3.00 |1876  4103 |1.58 1.35 1.24|  0 1.0 212|   0     0 |systemd              1     10%   0    0 |bash                 4152 1686k  12k2.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Mar 31 02:51:04 ubuntu dstat.sh[1285]: 31-03 02:51:04| 19  21  43  16   1| 433M  718M 85.5M 2503M|4607B 1782B|   0    12k|   0  3.00 |1402  5313 |1.58 1.35 1.24| 12   0 118|   0     0 |systemd              1     11%   0    0 |bash                 4152  554k4892B1.5%|mysqld       174M|   0     0 |  14    3    0    5    0
Mar 31 02:51:05 ubuntu dstat.sh[1285]: 31-03 02:51:05| 14  14  72   0   1| 548M  602M 85.5M 2625M|8839B 2106B|   0     0 |   0     0 |1168  2535 |1.58 1.35 1.24|2.0   0  72|   0     0 |systemd              1    8.5%   0    0 |bash                 4152  313k4115B0.5%|mysqld       174M|   0     0 |  16    5    0    5    0
Mar 31 02:51:06 ubuntu dstat.sh[1285]: 31-03 02:51:06| 28  23  46   0   3| 559M  590M 85.5M 2625M|5371B 1728B|   0     0 |   0     0 |1174  2793 |1.54 1.34 1.23|2.0   0 244|   0     0 |keystone-manage      2694  21%2259k  81k|keystone-manage      2694 2259k  81k 21%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 02:51:07 ubuntu dstat.sh[1285]: 31-03 02:51:07| 17   3  22  59   0| 568M  581M 85.5M 2625M|4246B 1944B|   0   204k|   0  1.00 | 327   536 |1.54 1.34 1.23|  0 2.0   0|   0     0 |keystone-manage      2694  16%2718k   0 |keystone-manage      2694 2718k   0  16%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 02:51:08 ubuntu dstat.sh[1285]: 31-03 02:51:08|  2   1   0  96   1| 569M  581M 85.5M 2625M|3781B 1944B|   0     0 |   0     0 | 296   562 |1.54 1.34 1.23|  0 2.0 1.0|   0     0 |etcd                 2304 1.0%   0    0 |python2              1506   14k 455B  0%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 02:51:09 ubuntu dstat.sh[1285]: 31-03 02:51:09| 11   3  41  44   2| 572M  577M 85.8M 2626M|3192B 1944B| 932k   28k| 110  5.00 | 552   893 |1.54 1.34 1.23|  0 2.0   0|   0     0 |keystone-manage      2694  11% 865k   0 |keystone-manage      2694  865k   0  11%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 02:51:10 ubuntu dstat.sh[1285]: 31-03 02:51:10|  6   2  20  72   0| 575M  573M 85.9M 2626M|3766B 1890B| 520k 2444k|80.0  62.0 | 579   798 |1.54 1.34 1.23|  0 1.0   0|   0     0 |keystone-manage      2694 5.0% 617k   0 |keystone-manage      2694  617k   0 5.0%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 02:51:11 ubuntu dstat.sh[1285]: 31-03 02:51:11| 38   3  49  10   1| 590M  558M 85.9M 2627M|5907B 1944B| 188k    0 |18.0     0 | 566   652 |1.49 1.33 1.23|2.0   0   0|   0     0 |keystone-manage      2694  39%3618k  46k|keystone-manage      2694 3618k  46k 39%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 02:51:12 ubuntu dstat.sh[1285]: 31-03 02:51:12| 21   5  47  27   0| 603M  544M 86.0M 2627M|4864B 1782B| 592k  656k|43.0  3.00 | 485   754 |1.49 1.33 1.23|1.0   0 2.0|   0     0 |keystone-manage      2694  23%3440k 174k|keystone-manage      2694 3440k 174k 23%|mysqld       174M|   0     0 |  16    5    0    7    0
Mar 31 02:51:13 ubuntu dstat.sh[1285]: 31-03 02:51:13| 34  11  34  17   3| 618M  528M 86.1M 2629M|3397B 1944B| 176k 1092k|15.0  23.0 | 905  1325 |1.49 1.33 1.23|  0 1.0   0|   0     0 |keystone-manage      2694  31%3067k 428k|keystone-manage      2694 3067k 428k 31%|mysqld       178M|   0     0 |  16    7    0    7    0
Mar 31 02:51:14 ubuntu dstat.sh[1285]: 31-03 02:51:14|  9   5  44  39   2| 628M  518M 86.3M 2629M|5724B 1944B|   0  1044k|   0  74.0 | 858  1363 |1.49 1.33 1.23|  0 1.0   0|   0     0 |keystone-manage      2694 5.0%  38k  53k|keystone-manage      2694   38k  53k5.0%|mysqld       186M|   0     0 |  16    7    0    7    0
Mar 31 02:51:15 ubuntu dstat.sh[1285]: 31-03 02:51:15|  2   3  48  45   2| 628M  517M 86.5M 2629M|4569B 1944B|   0  1472k|   0   104 | 775  1154 |1.49 1.33 1.23|  0 1.0   0|   0     0 |kworker/1:1H         171  1.5%   0    0 |python2              1506   14k 451B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Mar 31 02:51:16 ubuntu dstat.sh[1285]: 31-03 02:51:16|  3   3  47  46   2| 628M  516M 86.7M 2629M|  11k 1944B|   0   908k|   0  66.0 | 627   953 |1.54 1.35 1.24|  0 1.0   0|   0     0 |mysqld               545  2.0%   0    0 |python2              1506   14k 464B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 31 02:51:17 ubuntu dstat.sh[1285]: 31-03 02:51:17|  2   2  48  47   0| 629M  515M 86.9M 2630M|5990B 1944B|   0  1188k|   0  84.0 | 559  1012 |1.54 1.35 1.24|  0 1.0   0|   0     0 |keystone-manage      2694 1.0%   0    0 |python2              1506   14k 463B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Mar 31 02:51:18 ubuntu dstat.sh[1285]: 31-03 02:51:18|  3   2  50  45   1| 629M  515M 87.1M 2630M|4463B 1728B|   0   828k|   0  58.0 | 451   889 |1.54 1.35 1.24|  0 1.0   0|   0     0 |mysqld               545  1.0%   0    0 |python2              1506   14k 456B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Mar 31 02:51:19 ubuntu dstat.sh[1285]: 31-03 02:51:19|  7   4  49  40   1| 629M  514M 87.2M 2630M|6231B 1944B|   0   680k|   0  70.0 | 545  1223 |1.54 1.35 1.24|  0 1.0   0|   0     0 |mysqld               545  7.0%   0    0 |python2              1506   14k 467B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
