-- Logs begin at Thu 2020-04-02 06:07:47 UTC, end at Thu 2020-04-02 07:43:41 UTC. --
Apr 02 06:49:22 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 06:49:23 ubuntu dstat.sh[2211]: [286B blob data]
Apr 02 06:49:23 ubuntu dstat.sh[2211]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 06:49:23 ubuntu dstat.sh[2211]: 02-04 06:49:22| 17   5  54  23   2| 429M  717M 88.9M 2497M|   0     0 | 192k 3135k|11.9  36.7 | 763  1424 |1.35 1.34 1.25|2.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 4414 2463k2292k0.2%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 06:49:24 ubuntu dstat.sh[2211]: 02-04 06:49:23| 21  41  37   0   0| 424M  721M 88.9M 2497M|5169B 1944B| 228k  108k|3.00  8.00 |1510  4235 |1.35 1.34 1.25|1.0   0 436|   0     0 |bash                 4414 7.5%1565k  28k|bash                 4414 1565k  28k7.5%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 06:49:25 ubuntu dstat.sh[2211]: 02-04 06:49:24| 26  35  38   0   0| 424M  721M 88.9M 2498M|4339B 1944B|   0    28k|   0  7.00 |1884  4389 |1.35 1.34 1.25|1.0   0 312|   0     0 |systemd              1    9.0%   0    0 |bash                 4414 2269k  20k4.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 06:49:26 ubuntu dstat.sh[2211]: 02-04 06:49:25| 26  31  42   0   1| 549M  596M 88.9M 2620M|3991B 1944B|   0  8192B|   0  2.00 |2544  8906 |1.32 1.34 1.25|  0   0 146|   0     0 |systemd              1     18%   0    0 |bash                 4414  763k5285B1.5%|mysqld       174M|   0     0 |  16    3    0    5    0
Apr 02 06:49:27 ubuntu dstat.sh[2211]: 02-04 06:49:26|  8  12  79   0   1| 549M  595M 88.9M 2620M|4211B 1944B|   0     0 |   0     0 | 782  1729 |1.32 1.34 1.25|1.0   0 149|   0     0 |bash                 4414 2.5% 299k7890B|bash                 4414  299k7890B2.5%|mysqld       174M|   0     0 |  16    5    0    5    0
Apr 02 06:49:28 ubuntu dstat.sh[2211]: 02-04 06:49:27| 22  15  18  45   1| 560M  585M 88.9M 2620M|3494B 1728B|   0    22M|   0   110 | 991  2164 |1.32 1.34 1.25|1.0   0 146|   0     0 |keystone-manage      3602  15%2149k  81k|keystone-manage      3602 2149k  81k 15%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 06:49:29 ubuntu dstat.sh[2211]: 02-04 06:49:28| 31   4  47  18   0| 573M  570M 89.4M 2621M|5129B 1944B|1408k   14M| 199  16.0 | 676  1207 |1.32 1.34 1.25|1.0 1.0   0|   0     0 |keystone-manage      3602  32%3862k   0 |keystone-manage      3602 3862k   0  32%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 06:49:30 ubuntu dstat.sh[2211]: 02-04 06:49:29| 42   5  48   4   1| 594M  548M 89.5M 2622M|9331B 1782B| 904k    0 |78.0     0 | 690   838 |1.32 1.34 1.25|1.0   0   0|   0     0 |keystone-manage      3602  46%5169k  81k|keystone-manage      3602 5169k  81k 46%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 06:49:31 ubuntu dstat.sh[2211]: 02-04 06:49:30| 50   8  39   3   1| 618M  522M 89.5M 2623M|6491B 2106B| 216k   12k|19.0  1.00 | 816  1199 |1.46 1.37 1.26|  0 2.0   0|   0     0 |keystone-manage      3602  45%5404k 568k|keystone-manage      3602 5404k 568k 45%|mysqld       178M|   0     0 |  16    7    0    7    0
Apr 02 06:49:32 ubuntu dstat.sh[2211]: 02-04 06:49:31| 11   6  32  49   2| 628M  512M 89.6M 2623M|6263B 1782B|   0  2008k|   0  57.0 | 603  1150 |1.46 1.37 1.26|  0 1.0 2.0|   0     0 |python2              1621 8.0%  64k  70k|python2              1621   64k  70k8.0%|mysqld       186M|   0     0 |  16    7    0    7    0
