-- Logs begin at Tue 2020-03-31 23:21:18 UTC, end at Wed 2020-04-01 01:09:00 UTC. --
Apr 01 00:06:19 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 00:06:20 ubuntu dstat.sh[2623]: [286B blob data]
Apr 01 00:06:20 ubuntu dstat.sh[2623]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 00:06:20 ubuntu dstat.sh[2623]: 01-04 00:06:20| 16   5  52  26   1| 417M  584M 85.1M 2646M|   0     0 | 244k 3490k|11.8  34.9 | 780  1303 |1.34 1.41 1.31|2.0   0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 3823 2348k2167k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 00:06:21 ubuntu dstat.sh[2623]: 01-04 00:06:21| 17  38  37   1   6| 417M  584M 85.1M 2646M|4388B 1944B|   0   116k|   0  8.00 |1446  3957 |1.34 1.41 1.31|1.0   0 418|   0     0 |bash                 3823 7.0%1543k  27k|bash                 3823 1543k  27k7.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 00:06:22 ubuntu dstat.sh[2623]: 01-04 00:06:22| 22  32  38   0   8| 417M  584M 85.1M 2646M|5201B 1998B|   0    20k|   0  5.00 |1283  4344 |1.34 1.41 1.31|1.0   0 237|   0     0 |systemd              1     11%   0    0 |bash                 3823 1720k  14k4.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 00:06:23 ubuntu dstat.sh[2623]: 01-04 00:06:23| 27  28  35   0  10| 419M  582M 85.1M 2646M|4613B 2148B|   0    16k|   0  4.00 |1826  5590 |1.31 1.40 1.31|1.0   0 204|   0     0 |systemd              1     15%   0    0 |bash                 3823 1196k  11k2.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 00:06:24 ubuntu dstat.sh[2623]: 01-04 00:06:24| 13  13  71   0   3| 543M  457M 85.1M 2768M|4503B 2160B|   0     0 |   0     0 |1402  3876 |1.31 1.40 1.31|1.0   0 108|   0     0 |systemd              1    6.0%   0    0 |bash                 3823  346k5606B1.0%|mysqld       173M|   0     0 |  15    5    0    5    0
Apr 01 00:06:25 ubuntu dstat.sh[2623]: 01-04 00:06:25| 28  21  45   0   6| 555M  445M 85.1M 2768M|4657B 1944B|   0     0 |   0     0 |1136  2476 |1.31 1.40 1.31|1.0   0 207|   0     0 |keystone-manage      4021  24%2850k  81k|keystone-manage      4021 2850k  81k 24%|mysqld       173M|   0     0 |  15    5    0    8    0
Apr 01 00:06:26 ubuntu dstat.sh[2623]: 01-04 00:06:26| 24   4  48  23   2| 570M  429M 85.9M 2769M|4466B 2160B|1708k  208k| 254  2.00 | 681  1485 |1.31 1.40 1.31|  0 1.0   0|   0     0 |keystone-manage      4021  26%3614k   0 |keystone-manage      4021 3614k   0  26%|mysqld       173M|   0     0 |  15    5    0    8    0
Apr 01 00:06:27 ubuntu dstat.sh[2623]: 01-04 00:06:27| 24   2  19  53   2| 584M  414M 85.9M 2770M|3882B 1944B| 316k 1492k|50.0  66.0 | 587   851 |1.31 1.40 1.31|1.0 1.0   0|   0     0 |keystone-manage      4021  26%3375k  46k|keystone-manage      4021 3375k  46k 26%|mysqld       173M|   0     0 |  15    5    0    8    0
Apr 01 00:06:28 ubuntu dstat.sh[2623]: 01-04 00:06:28| 38   3  35  20   5| 598M  400M 85.9M 2771M|4886B 2160B| 596k 1136k|44.0  37.0 | 703   939 |1.28 1.40 1.31|1.0 1.0 2.0|   0     0 |keystone-manage      4021  37%3682k 174k|keystone-manage      4021 3682k 174k 37%|mysqld       173M|   0     0 |  15    5    0    8    0
Apr 01 00:06:29 ubuntu dstat.sh[2623]: 01-04 00:06:29| 36   9  34  17   4| 613M  383M 85.9M 2771M|4672B 1944B| 180k 1340k|16.0  9.00 | 865  1420 |1.28 1.40 1.31|  0 1.0   0|   0     0 |keystone-manage      4021  31%3067k 428k|keystone-manage      4021 3067k 428k 31%|mysqld       178M|   0     0 |  15    7    0    8    0
Apr 01 00:06:30 ubuntu dstat.sh[2623]: 01-04 00:06:30|  8   5  41  44   3| 623M  373M 86.1M 2772M|4011B 1944B|   0   848k|   0  60.0 | 773  1252 |1.28 1.40 1.31|  0 1.0   0|   0     0 |keystone-manage      4021 5.5%  38k  53k|keystone-manage      4021   38k  53k5.5%|mysqld       186M|   0     0 |  15    7    0    8    0
Apr 01 00:06:31 ubuntu dstat.sh[2623]: 01-04 00:06:31|  2   4  43  48   4| 623M  373M 86.3M 2772M|3971B 2160B|   0  1036k|   0  77.0 | 655  1168 |1.28 1.40 1.31|  0 1.0   0|   0     0 |mysqld               1903 2.0%   0    0 |python2              2714   14k 463B0.5%|mysqld       186M|   0     0 |  15    7    0    8    0
Apr 01 00:06:32 ubuntu dstat.sh[2623]: 01-04 00:06:32|  2   2  43  54   1| 623M  372M 86.4M 2772M|4069B 1944B|   0   644k|   0  41.0 | 420   823 |1.28 1.40 1.31|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2714   14k 461B  0%|mysqld       186M|   0     0 |  15    7    0    8    0
Apr 01 00:06:33 ubuntu dstat.sh[2623]: 01-04 00:06:33|  3   3  44  47   3| 623M  371M 86.5M 2772M|4597B 2160B|   0  3608k|   0   119 | 569  1009 |1.34 1.41 1.31|  0 1.0   0|   0     0 |mysqld               1903 2.0%   0    0 |python2              2714   14k 464B  0%|mysqld       187M|   0     0 |  15    7    0    8    0
Apr 01 00:06:34 ubuntu dstat.sh[2623]: 01-04 00:06:34|  2   2  48  47   2| 623M  371M 86.7M 2772M|7033B 1944B|   0   900k|   0  63.0 | 578   972 |1.34 1.41 1.31|1.0   0   0|   0     0 |mysqld               1903 1.0%   0    0 |python2              2714   14k 449B0.5%|mysqld       187M|   0     0 |  15    7    0    8    0
Apr 01 00:06:35 ubuntu dstat.sh[2623]: 01-04 00:06:35|  2   2  49  46   2| 624M  371M 86.8M 2773M|5004B 2160B|   0   676k|   0  45.0 | 464   842 |1.34 1.41 1.31|  0 1.0   0|   0     0 |mysqld               1903 1.0%   0    0 |python2              2714   14k 461B  0%|mysqld       187M|   0     0 |  15    7    0    8    0
Apr 01 00:06:36 ubuntu dstat.sh[2623]: 01-04 00:06:36|  5   3  47  45   2| 624M  370M 87.1M 2773M|6699B 1944B|   0  1248k|   0   103 | 634  1227 |1.34 1.41 1.31|  0 1.0   0|   0     0 |mysqld               1903 3.0%   0    0 |python2              2714   14k 464B  0%|mysqld       188M|   0     0 |  15    7    0    8    0
Apr 01 00:06:37 ubuntu dstat.sh[2623]: 01-04 00:06:37| 12  11  36  41   1| 624M  369M 87.1M 2773M|6930B 2160B|   0   216k|   0  20.0 | 460   704 |1.34 1.41 1.31|  0 2.0   0|   0     0 |mysqld               1903  21%   0    0 |python2              2714   14k 463B0.5%|mysqld       188M|   0     0 |  15    7    0    8    0
Apr 01 00:06:38 ubuntu dstat.sh[2623]: 01-04 00:06:38|  8   9  40  43   1| 625M  368M 87.3M 2773M|6472B 2160B|   0   708k|   0  70.0 | 630  1393 |1.39 1.42 1.32|1.0 1.0 2.0|   0     0 |mysqld               1903  15%   0    0 |python2              2714   14k 468B  0%|mysqld       188M|   0     0 |  15    7    0    9    0
Apr 01 00:06:39 ubuntu dstat.sh[2623]: 01-04 00:06:39| 12   7  39  43   0| 625M  368M 87.4M 2773M|3779B 1944B|   0   408k|   0  41.0 | 498   940 |1.39 1.42 1.32|1.0 1.0   0|   0     0 |mysqld               1903  16%   0    0 |python2              2714   14k 452B  0%|mysqld       188M|   0     0 |  15    7    0    9    0
Apr 01 00:06:40 ubuntu dstat.sh[2623]: 01-04 00:06:40|  7   8  47  37   2| 626M  367M 87.6M 2773M|3690B 1782B|   0   852k|   0  86.0 | 601  1496 |1.39 1.42 1.32|  0 1.0   0|   0     0 |mysqld               1903  11%   0    0 |python2              2714   14k 450B  0%|mysqld       189M|   0     0 |  15    7    0    7    0
Apr 01 00:06:41 ubuntu dstat.sh[2623]: 01-04 00:06:41| 15  10  45  31   1| 626M  367M 87.9M 2773M|6519B 2322B|   0  1068k|   0  89.0 | 656  1297 |1.39 1.42 1.32|3.0   0   0|   0     0 |mysqld               1903  22%   0    0 |python2              2714   14k 464B0.5%|mysqld       189M|   0     0 |  15    7    0    7    0
Apr 01 00:06:42 ubuntu dstat.sh[2623]: 01-04 00:06:42| 15  14  46  25   1| 626M  366M 88.0M 2773M|5540B 2160B|   0   896k|   0  78.0 | 698  1247 |1.39 1.42 1.32|  0 1.0   0|   0     0 |mysqld               1903  26%   0    0 |python2              2714   14k 464B  0%|mysqld       189M|   0     0 |  15    7    0    7    0
Apr 01 00:06:43 ubuntu dstat.sh[2623]: 01-04 00:06:43| 14  20  32  35   1| 627M  365M 88.1M 2773M|4100B 1944B|   0  8704k|   0   171 | 630   941 |1.36 1.41 1.31|  0 2.0   0|   0     0 |mysqld               1903  30%   0    0 |python2              2714   14k 465B0.5%|mysqld       189M|   0     0 |  15    7    0    7    0
Apr 01 00:06:44 ubuntu dstat.sh[2623]: 01-04 00:06:44|  7   5  37  50   2| 627M  365M 88.3M 2773M|4366B 2160B|   0  1784k|   0  78.0 | 564  1167 |1.36 1.41 1.31|  0 1.0   0|   0     0 |mysqld               1903 8.0%   0    0 |python2              2714   14k 469B  0%|mysqld       190M|   0     0 |  15    7    0    7    0
Apr 01 00:06:45 ubuntu dstat.sh[2623]: 01-04 00:06:45|  8   6  39  45   3| 627M  365M 88.5M 2773M|4839B 2254B|   0  1072k|   0  83.0 | 649  1750 |1.36 1.41 1.31|  0 1.0   0|   0     0 |mysqld               1903  11%   0    0 |python2              2714   14k 469B  0%|mysqld       190M|   0     0 |  15    7    0    7    0
Apr 01 00:06:46 ubuntu dstat.sh[2623]: 01-04 00:06:46|  9  11  32  42   6| 628M  364M 88.6M 2773M|5946B 1944B|   0  1272k|   0  86.0 | 778  1498 |1.36 1.41 1.31|1.0 1.0   0|   0     0 |mysqld               1903  18%   0    0 |python2              2714   14k 458B  0%|mysqld       191M|   0     0 |  15    7    0    7    0
Apr 01 00:06:47 ubuntu dstat.sh[2623]: 01-04 00:06:47| 12   7  45  35   2| 628M  363M 88.8M 2773M|4395B 1944B|   0  1152k|   0  90.0 | 790  1599 |1.36 1.41 1.31|1.0   0   0|   0     0 |mysqld               1903  14%   0    0 |python2              2714   14k 452B0.5%|mysqld       191M|   0     0 |  15    7    0    7    0
Apr 01 00:06:48 ubuntu dstat.sh[2623]: 01-04 00:06:48|  5   2  48  43   2| 628M  363M 88.8M 2773M|4848B 2160B|   0   544k|   0  30.0 | 577  1133 |1.36 1.41 1.31|2.0 1.0 2.0|   0     0 |keystone-manage      4021 2.5%5657B3245B|python2              2714   14k 468B0.5%|mysqld       191M|   0     0 |  15    7    0    7    0
Apr 01 00:06:49 ubuntu dstat.sh[2623]: 01-04 00:06:49|  1   0  33  62   3| 628M  363M 88.8M 2773M|3600B 1944B|   0  1368k|   0  87.0 | 495   658 |1.49 1.44 1.32|  0 2.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2714   14k 456B  0%|mysqld       191M|   0     0 |  15    7    0    7    0
Apr 01 00:06:50 ubuntu dstat.sh[2623]: 01-04 00:06:50|  2   1  39  53   5| 628M  362M 88.9M 2774M|4002B 1944B|   0  5644k|   0  81.0 | 502  1011 |1.49 1.44 1.32|  0 1.0   0|   0     0 |mysqld               1903 1.5%   0    0 |python2              2714   14k 462B  0%|mysqld       191M|   0     0 |  15    7    0    7    0
Apr 01 00:06:51 ubuntu dstat.sh[2623]: 01-04 00:06:51|  3   4  44  44   4| 629M  295M 89.0M 2838M|5113B 1944B|   0  2648k|   0  69.0 | 582  1016 |1.49 1.44 1.32|1.0   0   0|   0     0 |mysqld               1903 5.0%   0    0 |python2              2714   14k 463B0.5%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 00:06:52 ubuntu dstat.sh[2623]: 01-04 00:06:52|  1   2  45  52   1| 630M  295M 89.0M 2838M|3998B 2160B|   0    34M|   0  35.0 | 306   596 |1.49 1.44 1.32|  0 4.0   0|   0     0 |beam.smp             3350 1.0%   0    0 |python2              2714   14k   0   0%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 00:06:53 ubuntu dstat.sh[2623]: 01-04 00:06:53|  2   2   2  94   1| 629M  295M 89.0M 2838M|5116B 2160B|   0    31M|   0  31.0 | 353  1256 |1.49 1.44 1.32|  0 1.0   0|   0     0 |mysqld               1903 1.0%   0    0 |python2              2714   14k 922B  0%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 00:06:54 ubuntu dstat.sh[2623]: 01-04 00:06:54|  3   2  46  48   2| 630M  294M 89.1M 2838M|4964B 1944B|   0  1168k|   0  84.0 | 660  1089 |1.78 1.50 1.34|1.0   0   0|   0     0 |mysqld               1903 1.5%   0    0 |python2              2714   14k 463B0.5%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 00:06:55 ubuntu dstat.sh[2623]: 01-04 00:06:55|  3   2  42  48   4| 630M  294M 89.2M 2838M|4209B 2160B|   0  1052k|   0  98.0 | 670   999 |1.78 1.50 1.34|2.0   0   0|   0     0 |mysqld               1903 1.5%   0    0 |python2              2714   14k 462B  0%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 00:06:56 ubuntu dstat.sh[2623]: 01-04 00:06:56|  4   3  44  43   5| 630M  293M 89.4M 2839M|3797B 1944B|   0  1108k|   0  98.0 | 752  1348 |1.78 1.50 1.34|1.0   0   0|   0     0 |mysqld               1903 4.0%   0    0 |python2              2714   14k 463B  0%|mysqld       193M|   0     0 |  15    7    0    7    0
Apr 01 00:06:57 ubuntu dstat.sh[2623]: 01-04 00:06:57|  7   5  42  43   5| 631M  292M 89.6M 2839M|4163B 1944B|   0  1232k|   0  95.0 | 668  1615 |1.78 1.50 1.34|  0 1.0   0|   0     0 |mysqld               1903 7.0%   0    0 |python2              2714   14k 459B  0%|mysqld       193M|   0     0 |  15    7    0    7    0
Apr 01 00:06:58 ubuntu dstat.sh[2623]: 01-04 00:06:58|  5   3  45  43   3| 631M  292M 89.8M 2839M|5167B 2160B|   0   824k|   0  68.0 | 622  1326 |1.78 1.50 1.34|  0 1.0 2.0|   0     0 |mysqld               1903 3.5%   0    0 |python2              2714   14k 468B1.0%|mysqld       193M|   0     0 |  15    7    0    7    0
