"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","12 Mar 2020 09:20:58 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
12-03 09:20:58,17.171,4.800,54.289,22.314,1.426,440578048,318963712,114753536,3013017600,0,0,210723.904,3263715.746,10.931,35.907,787.517,1552.174,1.810,1.470,1.290,2,1,25.385,0,0,13,3,0,4,0
12-03 09:20:59,15.534,27.184,37.864,2.913,16.505,441192448,318107648,114761728,3013111808,4477,2160,0,8306688,0,24,1408,3253,1.900,1.490,1.300,2,0,356,0,0,13,3,0,4,0
12-03 09:21:00,16.827,29.327,39.904,0,13.942,440856576,318361600,114761728,3013156864,6229,2160,0,28672,0,7,1147,2628,1.900,1.490,1.300,2,0,274,0,0,13,3,0,4,0
12-03 09:21:01,20,30.244,38.049,0,11.707,440987648,318214144,114761728,3013181440,4188,1944,0,16384,0,4,1835,3792,1.900,1.490,1.300,1,0,209,0,0,13,3,0,4,0
12-03 09:21:02,27.363,25.373,30.846,0,16.418,571883520,186925056,114761728,3141181440,6354,2160,0,0,0,0,2028,5653,1.900,1.490,1.300,0,0,79,0,0,15,3,0,4,0
12-03 09:21:03,3.535,5.556,87.879,0,3.030,572231680,186540032,114761728,3141230592,8031,2160,0,0,0,0,593,1283,1.900,1.490,1.300,2,0,62,0,0,15,5,0,4,0
12-03 09:21:04,25.238,19.048,41.429,1.429,12.857,583557120,175058944,114769920,3141341184,7330,2160,0,98304,0,2,1159,2631,1.910,1.500,1.310,1,0,235,0,0,15,5,0,8,0
12-03 09:21:05,28.218,4.455,45.545,18.317,3.465,595927040,162009088,114769920,3142000640,5887,1944,684032,0,47,0,594,793,1.910,1.500,1.310,0,1,0,0,0,15,5,0,7,0
12-03 09:21:06,22.705,3.865,45.411,22.705,5.314,610906112,146456576,114900992,3142381568,5742,2106,507904,0,73,0,574,845,1.910,1.500,1.310,2,0,0,0,0,15,5,0,7,0
12-03 09:21:07,22.843,1.015,48.731,26.904,0.508,616738816,140423168,114900992,3142512640,8711,2160,53248,221184,9,2,493,660,1.910,1.500,1.310,0,1,0,0,0,15,5,0,7,0
12-03 09:21:08,29.146,3.015,46.734,19.598,1.508,634486784,121634816,114909184,3143462912,6731,1998,618496,0,40,0,614,805,1.910,1.500,1.310,2,0,0,0,0,15,5,0,7,0
12-03 09:21:09,32.850,11.111,32.367,12.560,11.111,649125888,354553856,115032064,2904289280,7618,2160,151552,1748992,15,14,797,1107,2.480,1.630,1.350,2,2,4,0,0,15,7,0,7,0
12-03 09:21:10,3.015,3.015,3.015,88.442,2.513,649379840,354258944,115036160,2904326144,10680,1944,0,4235264,0,140,599,644,2.480,1.630,1.350,0,2,0,0,0,15,7,0,7,0
12-03 09:21:11,1.500,0.500,20.500,76,1.500,649138176,354488320,115036160,2904338432,7020,2160,0,602112,0,84,513,619,2.480,1.630,1.350,0,3,0,0,0,15,7,0,7,0
12-03 09:21:12,1.493,0.995,0,94.527,2.985,649166848,354390016,115040256,2904403968,7883,2160,0,839680,0,80,561,617,2.480,1.630,1.350,0,4,0,0,0,15,7,0,7,0
12-03 09:21:13,9.950,3.483,17.910,64.179,4.478,658243584,345128960,115105792,2904522752,10160,1944,90112,1835008,3,93,841,1351,2.480,1.630,1.350,0,1,2,0,0,15,7,0,7,0
12-03 09:21:14,2.538,2.538,48.223,43.655,3.046,658731008,344141824,115302400,2904825856,10032,2254,0,1499136,0,103,801,1302,2.440,1.630,1.350,0,1,0,0,0,15,7,0,7,0
12-03 09:21:15,3.941,2.956,46.798,43.350,2.956,659275776,342941696,115539968,2905214976,6982,2160,0,1601536,0,117,814,1387,2.440,1.630,1.350,0,1,0,0,0,15,7,0,7,0
12-03 09:21:16,3.030,1.515,46.970,45.960,2.525,659615744,342093824,115728384,2905505792,6385,1944,0,1343488,0,92,693,1194,2.440,1.630,1.350,1,1,0,0,0,15,7,0,7,0
12-03 09:21:17,2.956,2.463,46.305,47.291,0.985,659894272,341487616,115875840,2905686016,5196,2160,0,9175040,0,87,606,1069,2.440,1.630,1.350,0,1,0,0,0,15,7,0,7,0
12-03 09:21:18,8.911,9.406,40.594,35.644,5.446,660561920,340443136,116109312,2905829376,5550,1944,0,1081344,0,109,889,1702,2.440,1.630,1.350,0,2,0,0,0,15,7,0,7,0
12-03 09:21:19,8.416,11.881,34.158,35.149,10.396,661323776,339329024,116363264,2905923584,4713,2160,0,1122304,0,113,1043,2029,2.480,1.660,1.360,0,1,0,0,0,15,7,0,7,0
12-03 09:21:20,8.040,7.035,42.211,40.201,2.513,661786624,338505728,116617216,2906025984,4667,2160,0,1363968,0,118,1001,1637,2.480,1.660,1.360,1,1,0,0,0,15,7,0,7,0
