-- Logs begin at Thu 2020-04-02 10:55:05 UTC, end at Thu 2020-04-02 12:35:08 UTC. --
Apr 02 11:36:39 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 11:36:41 ubuntu dstat.sh[1785]: [286B blob data]
Apr 02 11:36:41 ubuntu dstat.sh[1785]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 11:36:41 ubuntu dstat.sh[1785]: 02-04 11:36:41| 17   5  55  22   1| 421M  752M 89.1M 2479M|   0     0 | 184k 3104k|10.3  36.5 | 778  1396 |1.41 1.23 1.18|1.0 1.0  27|   0     0 |systemd              1    0.4%   0    0 |bash                 4359 2481k2307k0.2%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 11:36:42 ubuntu dstat.sh[1785]: 02-04 11:36:42| 11  19  12  55   3| 423M  750M 89.1M 2479M|4289B 2214B| 280k   30M|4.00  41.0 | 792  1847 |1.41 1.23 1.18|3.0   0 191|   0     0 |bash                 4359 3.0%1411k  14k|bash                 4359 1411k  14k3.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 11:36:43 ubuntu dstat.sh[1785]: 02-04 11:36:43| 31  31  37   0   1| 424M  748M 89.1M 2480M|3121B 1944B|   0    20k|   0  5.00 |2476  5619 |1.41 1.23 1.18|2.0   0 261|   0     0 |systemd              1     12%   0    0 |bash                 4359 1803k  14k3.0%|mysqld       174M|   0     0 |  14    3    0    5    0
Apr 02 11:36:44 ubuntu dstat.sh[1785]: 02-04 11:36:44| 23  18  59   0   0| 546M  626M 89.1M 2602M|5268B 2160B|   0     0 |   0     0 |1819  5440 |1.38 1.23 1.18|  0   0  53|   0     0 |systemd              1     18%   0    0 |bash                 4359  232k 656B  0%|mysqld       174M|   0     0 |  16    3    0    5    0
Apr 02 11:36:45 ubuntu dstat.sh[1785]: 02-04 11:36:45| 26  23  49   0   3| 555M  616M 89.1M 2602M|4874B 1944B|   0     0 |   0     0 |1384  3319 |1.38 1.23 1.18|1.0   0 297|   0     0 |keystone-manage      3187 9.0%1681k  81k|keystone-manage      3187 1681k  81k9.0%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:36:46 ubuntu dstat.sh[1785]: 02-04 11:36:46| 29   5  48  18   1| 567M  604M 89.3M 2602M|4205B 2160B| 536k    0 |56.0     0 | 588   923 |1.38 1.23 1.18|  0 1.0   0|   0     0 |keystone-manage      3187  31%3514k   0 |keystone-manage      3187 3514k   0  31%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:36:47 ubuntu dstat.sh[1785]: 02-04 11:36:47| 10   1  41  42   4| 571M  600M 89.5M 2603M|5048B 1944B| 708k  384k| 109  2.00 | 734  1231 |1.38 1.23 1.18|  0 1.0   0|   0     0 |keystone-manage      3187  11% 785k   0 |keystone-manage      3187  785k   0  11%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:36:48 ubuntu dstat.sh[1785]: 02-04 11:36:48| 13   3  46  31   6| 580M  590M 89.6M 2603M|4777B 1944B| 440k    0 |64.0     0 | 531   980 |1.38 1.23 1.18|2.0   0   0|   0     0 |keystone-manage      3187  16%2013k  46k|keystone-manage      3187 2013k  46k 16%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:36:49 ubuntu dstat.sh[1785]: 02-04 11:36:49| 35   2  46  14   3| 592M  577M 89.6M 2604M|3782B 1944B| 660k    0 |53.0     0 | 635   812 |1.35 1.22 1.18|1.0   0   0|   0     0 |keystone-manage      3187  34%3254k  86k|keystone-manage      3187 3254k  86k 34%|mysqld       174M|   0     0 |  16    5    0    7    0
Apr 02 11:36:50 ubuntu dstat.sh[1785]: 02-04 11:36:50| 37   5  45  10   3| 613M  556M 89.7M 2605M|4167B 2254B| 192k    0 |16.0     0 | 568   751 |1.35 1.22 1.18|2.0   0   0|   0     0 |keystone-manage      3187  39%5208k 460k|keystone-manage      3187 5208k 460k 39%|mysqld       174M|   0     0 |  16    5    0    7    0
