-- Logs begin at Thu 2020-04-02 03:10:27 UTC, end at Thu 2020-04-02 04:49:36 UTC. --
Apr 02 03:51:19 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 03:51:20 ubuntu dstat.sh[1700]: [286B blob data]
Apr 02 03:51:20 ubuntu dstat.sh[1700]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 03:51:20 ubuntu dstat.sh[1700]: 02-04 03:51:19| 17   5  53  23   1| 421M  748M 87.8M 2484M|   0     0 | 188k 3193k|10.5  37.2 | 774  1391 |1.03 1.18 1.21|1.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 4273 2535k2358k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 03:51:21 ubuntu dstat.sh[1700]: 02-04 03:51:20| 20  38  39   1   2| 421M  747M 87.8M 2484M|2973B 1890B| 128k  116k|3.00  9.00 |1449  3900 |1.03 1.18 1.21|2.0   0 416|   0     0 |bash                 4273 7.5%1629k  27k|bash                 4273 1629k  27k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 03:51:22 ubuntu dstat.sh[1700]: 02-04 03:51:21| 32  29  37   0   3| 421M  747M 87.8M 2484M|4374B 1944B|   0    24k|   0  6.00 |1465  4065 |1.03 1.18 1.21|3.0   0 288|   0     0 |systemd              1    8.5%   0    0 |bash                 4273 2326k  18k4.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 03:51:23 ubuntu dstat.sh[1700]: 02-04 03:51:22| 28  30  41   0   2| 546M  621M 87.8M 2606M|3665B 1998B|   0  8192B|   0  2.00 |2395  8181 |1.03 1.18 1.21|  0   0 139|   0     0 |systemd              1     20%   0    0 |bash                 4273  695k4705B1.0%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 02 03:51:24 ubuntu dstat.sh[1700]: 02-04 03:51:23| 30  24  34   8   3| 558M  610M 87.8M 2606M|4823B 1782B|   0    32M|   0  36.0 |1434  3249 |1.03 1.18 1.21|1.0   0 295|   0     0 |keystone-manage      3097  14%2157k  81k|keystone-manage      3097 2157k  81k 14%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 03:51:25 ubuntu dstat.sh[1700]: 02-04 03:51:24| 33   4  48  14   2| 573M  593M 88.3M 2608M|3982B 1890B|1584k  984k| 223  1.00 | 714  1368 |1.03 1.18 1.21|1.0   0 2.0|   0     0 |keystone-manage      3097  36%4302k   0 |keystone-manage      3097 4302k   0  36%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 03:51:26 ubuntu dstat.sh[1700]: 02-04 03:51:25| 42   3  44   9   1| 591M  575M 88.3M 2608M|4045B 1986B| 736k  500k|56.0  2.00 | 641   844 |1.03 1.17 1.21|1.0   0   0|   0     0 |keystone-manage      3097  44%4334k  46k|keystone-manage      3097 4334k  46k 44%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 03:51:27 ubuntu dstat.sh[1700]: 02-04 03:51:26| 45   6  45   2   1| 616M  548M 88.3M 2609M|3597B 1986B| 216k    0 |19.0     0 | 679   893 |1.03 1.17 1.21|2.0   0   0|   0     0 |keystone-manage      3097  46%5790k 547k|keystone-manage      3097 5790k 547k 46%|mysqld       177M|   0     0 |  16    7    0    7    0
Apr 02 03:51:28 ubuntu dstat.sh[1700]: 02-04 03:51:27| 19   8  28  44   2| 625M  538M 88.5M 2610M|3817B 1674B|   0  2020k|   0  72.0 | 992  1715 |1.03 1.17 1.21|  0 1.0   0|   0     0 |python2              1500  13%  93k 102k|python3.6            8208   83k 173k1.5%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 03:51:29 ubuntu dstat.sh[1700]: 02-04 03:51:28|  2   2  48  48   1| 625M  538M 88.6M 2610M|4069B 1998B|   0   800k|   0  56.0 | 463   896 |1.03 1.17 1.21|  0 1.0   0|   0     0 |mysqld               970  1.0%   0    0 |python2              1806   14k 461B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
