-- Logs begin at Mon 2020-03-02 12:11:04 UTC, end at Mon 2020-03-02 14:08:23 UTC. --
Mar 02 13:15:55 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 02 13:15:56 ubuntu dstat.sh[12174]: [286B blob data]
Mar 02 13:15:56 ubuntu dstat.sh[12174]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 02 13:15:56 ubuntu dstat.sh[12174]: 02-03 13:15:56| 12   4  65  17   2| 450M  568M  132M 2570M|   0     0 | 114k 2057k|6.01  24.1 | 595   967 |1.51 1.39 1.28|1.0   0  20|   0     0 |systemd              1    0.3%   0    0 |bash                 157821635k1511k0.1%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 02 13:15:57 ubuntu dstat.sh[12174]: 02-03 13:15:57| 17  37  37   1   7| 449M  568M  132M 2570M|4605B 2160B| 228k  120k|3.00  9.00 |1357  3505 |1.51 1.39 1.28|2.0   0 367|   0     0 |bash                 157827.0%1475k  23k|bash                 157821475k  23k7.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 02 13:15:58 ubuntu dstat.sh[12174]: 02-03 13:15:58| 25  30  35   0  10| 451M  566M  132M 2571M|5969B 1944B|   0    33M|   0  47.0 |1436  4529 |1.51 1.39 1.28|3.0   0 215|   0     0 |systemd              1     10%   0    0 |bash                 157821514k  13k4.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 02 13:15:59 ubuntu dstat.sh[12174]: 02-03 13:15:59| 25  32  33   0  10| 456M  561M  132M 2571M|4896B 2202B|   0    16k|   0  4.00 |1675  5208 |1.51 1.39 1.28| 11   0 218|   0     0 |systemd              1     12%   0    0 |bash                 157821396k  11k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 02 13:16:00 ubuntu dstat.sh[12174]: 02-03 13:16:00| 11  12  73   0   4| 575M  442M  132M 2693M|5659B 2160B|   0     0 |   0     0 | 956  1905 |1.51 1.39 1.28|  0   0  23|   0     0 |systemd              1    9.0%   0    0 |bash                 15782 116k 392B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Mar 02 13:16:01 ubuntu dstat.sh[12174]: 02-03 13:16:01| 14  24  51   0  12| 576M  441M  132M 2693M|5048B 1944B|   0     0 |   0     0 |1352  2932 |1.47 1.39 1.28|1.0   0 268|   0     0 |bash                 157826.0% 571k  17k|bash                 15782 571k  17k6.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Mar 02 13:16:02 ubuntu dstat.sh[12174]: 02-03 13:16:02| 40   9  46   1   4| 596M  420M  132M 2693M|4196B 2160B| 108k  176k|2.00  2.00 | 737  1024 |1.47 1.39 1.28|  0 1.0  29|   0     0 |keystone-manage      13574 45%5115k  81k|keystone-manage      135745115k  81k 45%|mysqld       173M|   0     0 |  16    5    0    6    0
Mar 02 13:16:03 ubuntu dstat.sh[12174]: 02-03 13:16:03| 32   4  47  13   3| 616M  399M  132M 2694M|4692B 1890B| 952k    0 |89.0     0 | 709   935 |1.47 1.39 1.28|1.0   0   0|   0     0 |keystone-manage      13574 37%4703k  46k|keystone-manage      135744703k  46k 37%|mysqld       173M|   0     0 |  16    5    0    6    0
Mar 02 13:16:04 ubuntu dstat.sh[12174]: 02-03 13:16:04| 42   3  47   3   4| 631M  383M  132M 2695M|3396B 2214B| 576k    0 |42.0     0 | 607   792 |1.47 1.39 1.28|1.0   0   0|   0     0 |keystone-manage      13574 47%4185k 150k|keystone-manage      135744185k 150k 47%|mysqld       173M|   0     0 |  16    5    0    6    0
Mar 02 13:16:05 ubuntu dstat.sh[12174]: 02-03 13:16:05| 39  11  29  16   5| 655M  358M  132M 2696M|4824B 1944B| 184k 1312k|14.0  27.0 |1008  1584 |1.47 1.39 1.28|2.0   0   0|   0     0 |keystone-manage      13574 34%3187k 451k|keystone-manage      135743187k 451k 34%|mysqld       184M|   0     0 |  16    7    0    6    0
Mar 02 13:16:06 ubuntu dstat.sh[12174]: 02-03 13:16:06|  8   6  44  38   3| 658M  355M  132M 2696M|4353B 2254B|   0  1844k|   0   125 |1050  1784 |1.51 1.40 1.28|  0 1.0   0|   0     0 |keystone-manage      135744.5%  38k  53k|keystone-manage      13574  38k  53k4.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Mar 02 13:16:07 ubuntu dstat.sh[12174]: 02-03 13:16:07|  2   4  46  45   3| 658M  354M  132M 2697M|5586B 2160B|   0  1536k|   0   113 | 709  1456 |1.51 1.40 1.28|  0 1.0   0|   0     0 |mysqld               114552.0%   0    0 |python2              12298  14k 465B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Mar 02 13:16:08 ubuntu dstat.sh[12174]: 02-03 13:16:08|  2   1  48  47   2| 659M  353M  133M 2697M|6903B 2160B|   0  1740k|   0   115 | 644  1394 |1.51 1.40 1.28|  0 1.0   0|   0     0 |keystone-manage      135741.5%   0    0 |python2              12298  14k 471B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Mar 02 13:16:09 ubuntu dstat.sh[12174]: 02-03 13:16:09|  7   7  43  42   2| 659M  351M  133M 2697M|7425B 1944B|   0  1616k|   0   151 | 825  1736 |1.51 1.40 1.28|  0 1.0   0|   0     0 |mysqld               11455 10%   0    0 |python2              12298  14k 465B0.5%|mysqld       188M|   0     0 |  16    7    0    6    0
Mar 02 13:16:10 ubuntu dstat.sh[12174]: 02-03 13:16:10| 10  12  33  44   1| 660M  350M  133M 2697M|4828B 2160B|   0  1184k|   0   126 | 899  1699 |1.51 1.40 1.28|  0 1.0 2.0|   0     0 |mysqld               11455 19%   0    0 |python2              12298  14k 472B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Mar 02 13:16:11 ubuntu dstat.sh[12174]: 02-03 13:16:11|  8  11  38  43   1| 661M  350M  133M 2697M|7545B 2160B|   0   736k|   0  69.0 | 611  1123 |1.55 1.41 1.29|  0 1.0   0|   0     0 |mysqld               11455 15%   0    0 |python2              12298  14k 464B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
