-- Logs begin at Tue 2020-03-31 23:19:36 UTC, end at Wed 2020-04-01 00:56:05 UTC. --
Apr 01 00:02:23 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 00:02:24 ubuntu dstat.sh[1240]: [286B blob data]
Apr 01 00:02:24 ubuntu dstat.sh[1240]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 00:02:24 ubuntu dstat.sh[1240]: 01-04 00:02:24| 16   5  54  24   1| 422M  652M 87.5M 2576M|   0     0 | 198k 3133k|10.6  35.5 | 803  1410 |1.29 1.29 1.30|3.0   0  26|   0     0 |systemd              1    0.4%   0    0 |bash                 3536 2425k2250k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 00:02:25 ubuntu dstat.sh[1240]: 01-04 00:02:25| 21  33  33   4   8| 422M  651M 87.5M 2576M|5921B 2052B| 344k  112k|5.00  8.00 |1528  3913 |1.29 1.29 1.30|1.0   0 412|   0     0 |bash                 3536 7.5%1262k  26k|bash                 3536 1262k  26k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 00:02:26 ubuntu dstat.sh[1240]: 01-04 00:02:26| 28  30  39   0   3| 422M  651M 87.5M 2576M|5134B 1944B|   0    24k|   0  6.00 |2234  6474 |1.35 1.30 1.30|4.0   0 285|   0     0 |systemd              1    9.0%   0    0 |bash                 3536 2325k  18k4.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 00:02:27 ubuntu dstat.sh[1240]: 01-04 00:02:27| 30  26  37   0   8| 423M  650M 87.5M 2576M|4597B 2160B|   0    12k|   0  3.00 |1539  5922 |1.35 1.30 1.30|1.0   0 166|   0     0 |systemd              1     21%   0    0 |bash                 3536  875k7861B2.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 00:02:28 ubuntu dstat.sh[1240]: 01-04 00:02:28|  5   7  86   0   3| 547M  526M 87.5M 2698M|3318B 1944B|   0     0 |   0     0 | 745  1587 |1.35 1.30 1.30|1.0   0  20|   0     0 |etcd                 2335 3.5%   0    0 |bash                 3536  116k 392B0.5%|mysqld       173M|   0     0 |  16    3    0    6    0
Apr 01 00:02:29 ubuntu dstat.sh[1240]: 01-04 00:02:29| 23  22  47   0   9| 554M  518M 87.5M 2698M|5479B 2202B|   0     0 |   0     0 |1330  3132 |1.35 1.30 1.30|1.0   0 295|   0     0 |keystone-manage      2642 7.5%1431k  81k|keystone-manage      2642 1431k  81k7.5%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 00:02:30 ubuntu dstat.sh[1240]: 01-04 00:02:30| 37   3  42  17   2| 572M  500M 87.6M 2699M|5083B 1944B| 832k  164k|84.0  2.00 | 720  1004 |1.35 1.30 1.30|  0 1.0   0|   0     0 |keystone-manage      2642  37%4463k   0 |keystone-manage      2642 4463k   0  37%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 00:02:31 ubuntu dstat.sh[1240]: 01-04 00:02:31| 43   4  48   5   1| 590M  481M 87.7M 2700M|4842B 1944B| 552k    0 |60.0     0 | 646   857 |1.32 1.30 1.30|  0 1.0   0|   0     0 |keystone-manage      2642  46%4233k  46k|keystone-manage      2642 4233k  46k 46%|mysqld       173M|   0     0 |  16    5    0    8    0
Apr 01 00:02:32 ubuntu dstat.sh[1240]: 01-04 00:02:32| 42   5  45   6   2| 615M  454M 87.7M 2701M|4278B 2160B| 764k    0 |57.0     0 | 813  1043 |1.32 1.30 1.30|3.0   0   0|   0     0 |keystone-manage      2642  44%6459k 546k|keystone-manage      2642 6459k 546k 44%|mysqld       173M|   0     0 |  16    7    0    8    0
Apr 01 00:02:33 ubuntu dstat.sh[1240]: 01-04 00:02:33| 20   8  34  38   1| 626M  442M 87.8M 2702M|5057B 1944B|   0  1872k|   0  44.0 | 941  1608 |1.32 1.30 1.30|  0 1.0   0|   0     0 |python2              1570  13%  98k 107k|python3.6            7469   83k 174k1.0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 01 00:02:34 ubuntu dstat.sh[1240]: 01-04 00:02:34|  4   2  43  52   0| 627M  442M 87.9M 2702M|5581B 2160B|   0  3308k|   0  96.0 | 587   901 |1.32 1.30 1.30|1.0   0   0|   0     0 |mysqld               499  0.5%   0    0 |python2              1327   14k 464B  0%|mysqld       186M|   0     0 |  16    7    0    8    0
Apr 01 00:02:35 ubuntu dstat.sh[1240]: 01-04 00:02:35|  1   1  49  48   1| 627M  441M 88.1M 2702M|4832B 2202B|   0  1108k|   0  75.0 | 681  1107 |1.32 1.30 1.30|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1327   14k 436B  0%|mysqld       186M|   0     0 |  16    7    0    8    0
