"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","18 Mar 2020 17:16:52 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
18-03 17:16:52,17.745,4.979,54.524,21.511,1.241,440627200,274714624,114909184,3055468544,0,0,216240.964,3908523.394,11.293,38.240,822.694,1417.824,1.290,1.300,1.180,1,2,26.288,0,0,13,3,0,5,0
18-03 17:16:53,8.122,9.137,9.645,72.589,0.508,442802176,272424960,114913280,3055566848,6113,2160,0,15720448,0,20,817,2096,1.290,1.300,1.180,1,1,67,0,0,13,3,0,5,0
18-03 17:16:54,30.612,29.592,37.245,2.551,0,442142720,272973824,114921472,3055673344,4840,2160,0,73728,0,8,2059,6016,1.830,1.410,1.210,2,0,218,0,0,13,3,0,5,0
18-03 17:16:55,12.060,12.563,75.377,0,0,572796928,141979648,114921472,3183525888,5740,2160,0,0,0,0,967,2152,1.830,1.410,1.210,0,0,43,0,0,15,3,0,5,0
18-03 17:16:56,15.578,25.628,58.291,0,0.503,575750144,138997760,114921472,3183554560,5457,2160,0,0,0,0,1364,3103,1.830,1.410,1.210,1,0,294,0,0,15,5,0,7,0
18-03 17:16:57,34.826,4.975,47.761,11.940,0.498,595451904,118812672,114921472,3184017408,5588,1986,385024,0,16,0,670,854,1.830,1.410,1.210,0,1,1,0,0,15,5,0,7,0
18-03 17:16:58,3.046,0.508,21.320,74.619,0.508,595730432,118300672,114921472,3184238592,5193,2160,196608,561152,18,41,526,740,1.830,1.410,1.210,0,2,0,0,0,15,5,0,7,0
18-03 17:16:59,12.376,1.980,26.733,58.416,0.495,600678400,113065984,114929664,3184472064,6789,2160,237568,811008,34,25,637,869,1.850,1.420,1.220,0,1,0,0,0,15,5,0,7,0
18-03 17:17:00,11.354,6.550,32.314,47.598,2.183,609361920,360472576,115081216,2937774080,9484,2376,471040,1134592,58,18,707,1054,1.850,1.420,1.220,3,1,6,0,0,15,5,0,7,0
18-03 17:17:01,27.485,1.754,46.199,23.392,1.170,615956480,353783808,115081216,2937819136,3565,1728,32768,2904064,4,92,563,618,1.850,1.420,1.220,0,2,0,0,0,15,5,0,7,0
18-03 17:17:02,5,2.500,25.500,66,1,617672704,351600640,115089408,2938277888,5305,1944,458752,90112,34,17,549,733,1.850,1.420,1.220,0,3,0,0,0,15,5,0,7,0
18-03 17:17:03,3.535,1.010,36.364,58.586,0.505,619507712,349626368,115093504,2938396672,6277,2160,114688,20480,7,4,429,764,1.850,1.420,1.220,1,2,6,0,0,15,5,0,7,0
18-03 17:17:04,20.398,1.990,20.896,53.731,2.985,631029760,337821696,115105792,2938642432,4090,1890,36864,1024000,6,49,552,775,1.940,1.450,1.230,0,2,3,0,0,15,5,0,7,0
18-03 17:17:05,3.500,1.500,2,89,4,632348672,336453632,115105792,2938691584,4049,1998,0,524288,0,84,431,585,1.940,1.450,1.230,0,2,0,0,0,15,5,0,7,0
18-03 17:17:06,34.653,9.406,35.644,18.317,1.980,649609216,318140416,115167232,2939682816,4223,2160,192512,212992,15,16,808,1181,1.940,1.450,1.230,0,2,0,0,0,15,7,0,7,0
18-03 17:17:07,4.569,2.538,37.563,54.315,1.015,649687040,317952000,115195904,2939768832,4244,2106,0,1060864,0,18,424,722,1.940,1.450,1.230,0,1,0,0,0,15,7,0,7,0
18-03 17:17:08,9.901,3.465,43.564,42.574,0.495,658399232,308998144,115253248,2939953152,6528,1998,0,454656,0,29,565,1099,1.940,1.450,1.230,0,1,0,0,0,15,7,0,7,0
18-03 17:17:09,2.030,1.523,48.731,47.208,0.508,658501632,308563968,115408896,2940100608,4519,2160,0,1032192,0,74,625,1094,2.020,1.470,1.240,1,0,0,0,0,15,7,0,7,0
18-03 17:17:10,3.518,0.503,48.241,47.739,0,659116032,307671040,115515392,2940272640,4688,2160,0,827392,0,52,612,986,2.020,1.470,1.240,0,1,0,0,0,15,7,0,7,0
18-03 17:17:11,2.020,1.515,45.455,48.990,2.020,659460096,307134464,115597312,2940383232,5141,2106,0,552960,0,41,549,935,2.020,1.470,1.240,0,1,2,0,0,15,7,0,7,0
18-03 17:17:12,3.922,1.471,46.569,46.569,1.471,659705856,306614272,115687424,2940559360,4921,2092,0,778240,0,49,566,1087,2.020,1.470,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:13,2.513,1.508,49.246,46.734,0,659808256,306204672,115834880,2940719104,5857,2160,0,811008,0,63,591,1143,2.020,1.470,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:14,2.525,0.505,49.495,46.970,0.505,660160512,305573888,115937280,2940866560,5416,2160,0,679936,0,47,506,996,2.020,1.480,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:15,1.508,1.508,47.739,49.246,0,660213760,305291264,116031488,2941001728,4149,2160,0,593920,0,41,444,990,2.020,1.480,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:16,2.513,0.503,47.236,49.749,0,660451328,304939008,116084736,2941063168,5263,2160,0,401408,0,25,373,852,2.020,1.480,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:17,11.881,7.426,44.059,35.644,0.990,660725760,304496640,116191232,2941124608,4678,1944,0,589824,0,57,641,1263,2.020,1.480,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:18,6.599,5.584,39.086,48.223,0.508,661159936,303890432,116301824,2941181952,4351,2160,0,532480,0,55,679,1318,2.020,1.480,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:19,7,6.500,38.500,48,0,661405696,303480832,116408320,2941239296,4321,2160,0,569344,0,52,600,1170,1.940,1.470,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:20,6.965,6.468,35.323,50.249,0.995,661532672,303198208,116510720,2941292544,6459,2160,0,524288,0,47,629,1182,1.940,1.470,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:21,8.458,7.463,37.811,45.274,0.995,662007808,302592000,116600832,2941333504,4443,2160,0,528384,0,54,678,1354,1.940,1.470,1.240,1,1,2,0,0,15,7,0,6,0
18-03 17:17:22,5.025,3.518,44.221,46.734,0.503,662306816,302206976,116633600,2941386752,6825,2160,0,303104,0,15,422,730,1.940,1.470,1.240,0,2,0,0,0,15,7,0,6,0
18-03 17:17:23,2.020,0.505,49.495,47.475,0.505,662335488,302014464,116637696,2941546496,4975,1944,0,61440,0,4,340,664,1.940,1.470,1.240,0,1,0,0,0,15,7,0,6,0
18-03 17:17:24,9.645,9.137,33.503,44.162,3.553,662388736,301891584,116764672,2941489152,7119,2160,0,536576,0,54,685,1234,2.020,1.500,1.250,0,1,0,0,0,15,7,0,6,0
18-03 17:17:25,10.660,7.614,34.010,47.208,0.508,662818816,301252608,116924416,2941538304,6509,2160,0,966656,0,69,734,1191,2.020,1.500,1.250,0,1,0,0,0,15,7,0,6,0
18-03 17:17:26,8.458,5.473,43.284,41.791,0.995,662962176,300937216,117100544,2941534208,5325,1944,0,937984,0,84,725,1353,2.020,1.500,1.250,1,1,0,0,0,15,7,0,6,0
18-03 17:17:27,11.055,13.568,15.578,58.291,1.508,663617536,300068864,117260288,2941587456,5112,2160,0,999424,0,111,903,1369,2.020,1.500,1.250,0,4,2,0,0,15,7,0,6,0
18-03 17:17:28,6.533,4.523,39.698,49.246,0,663531520,300015616,117374976,2941612032,6214,2160,0,872448,0,80,687,1064,2.020,1.500,1.250,0,1,0,0,0,15,7,0,6,0
18-03 17:17:29,12.121,8.081,33.333,45.960,0.505,664358912,299028480,117522432,2941624320,5624,2160,0,1052672,0,73,980,1877,2.100,1.520,1.260,0,1,0,0,0,15,7,0,6,0
18-03 17:17:30,7.576,6.061,40.404,44.949,1.010,664596480,298618880,117673984,2941644800,8162,1944,0,839680,0,64,752,1200,2.100,1.520,1.260,0,1,0,0,0,15,7,0,6,0
18-03 17:17:31,10.945,10.448,41.294,36.816,0.498,665047040,298012672,117780480,2941689856,5237,2160,0,892928,0,64,794,1259,2.100,1.520,1.260,1,1,2,0,0,15,7,0,6,0
18-03 17:17:32,14.851,13.366,28.713,42.574,0.495,664961024,297975808,117846016,2941739008,4386,1998,0,598016,0,44,653,955,2.100,1.520,1.260,0,1,0,0,0,15,7,0,6,0
18-03 17:17:33,5.612,0.510,45.408,48.469,0,665202688,297369600,117977088,2941972480,5138,2106,0,937984,0,58,687,1390,2.100,1.520,1.260,0,1,0,0,0,15,7,0,6,0
18-03 17:17:34,1.990,4.478,15.920,77.114,0.498,666112000,228450304,118005760,3009003520,3324,2160,0,200704,0,15,398,754,2.090,1.530,1.260,0,1,0,0,0,15,7,0,6,0
18-03 17:17:35,1.515,1.010,10.101,87.374,0,666206208,228352000,118005760,3009007616,5230,1944,0,39919616,0,40,372,791,2.090,1.530,1.260,0,2,0,0,0,15,7,0,6,0
18-03 17:17:36,1.531,1.020,23.980,72.959,0.510,666419200,227774464,118022144,3009351680,4974,2160,0,29765632,0,70,830,1876,2.090,1.530,1.260,0,3,0,0,0,15,7,0,6,0
18-03 17:17:37,2.010,1.005,0,96.482,0.503,666267648,227905536,118026240,3009355776,4008,2160,0,1728512,0,122,557,707,2.090,1.530,1.260,0,2,0,0,0,15,7,0,6,0
18-03 17:17:38,2.010,1.508,36.181,60.302,0,666480640,227143680,118136832,3009781760,4343,2106,0,4616192,0,108,569,1177,2.090,1.530,1.260,0,1,0,0,0,15,7,0,6,0
18-03 17:17:39,3.015,1.508,47.739,46.231,1.508,666677248,226504704,118321152,3010023424,5839,1998,0,2023424,0,94,655,1357,2.010,1.520,1.260,0,1,0,0,0,15,7,0,6,0
18-03 17:17:40,3.571,3.061,48.469,44.898,0,666988544,225832960,118468608,3010224128,4962,2160,0,761856,0,66,551,1222,2.010,1.520,1.260,0,1,0,0,0,15,7,0,6,0
18-03 17:17:41,4.500,3,47,45,0.500,667279360,225361920,118562816,3010306048,9307,2160,0,536576,0,47,507,1103,2.010,1.520,1.260,1,1,2,0,0,15,7,0,6,0
18-03 17:17:42,7.035,5.025,47.739,40.201,0,667586560,224849920,118673408,3010396160,6076,2160,0,655360,0,52,506,1070,2.010,1.520,1.260,0,1,0,0,0,15,7,0,3,0
18-03 17:17:43,3.553,1.523,47.208,46.701,1.015,667844608,224284672,118800384,3010539520,11385,2160,0,1024000,0,72,704,1347,2.010,1.520,1.260,0,1,0,0,0,15,7,0,3,0
18-03 17:17:44,5.051,2.020,46.465,44.949,1.515,667971584,223842304,118943744,3010703360,4040,2160,0,851968,0,65,633,1263,2.010,1.530,1.270,0,1,0,0,0,15,7,0,3,0
18-03 17:17:45,9,7,38.500,43,2.500,668217344,223522816,119066624,3010650112,7242,1944,0,573440,0,53,723,1156,2.010,1.530,1.270,1,1,0,0,0,15,7,0,3,0
18-03 17:17:46,4.500,4.500,33,55.500,2.500,668143616,223399936,119128064,3010781184,6115,2160,0,450560,0,29,510,868,2.010,1.530,1.270,1,1,0,0,0,15,7,0,3,0
18-03 17:17:47,17.677,12.121,37.879,30.303,2.020,668467200,223014912,119226368,3010744320,7601,1944,0,524288,0,54,867,1415,2.010,1.530,1.270,1,1,0,0,0,15,7,0,3,0
18-03 17:17:48,10.101,8.586,33.333,43.939,4.040,668393472,223051776,119312384,3010691072,7341,2160,0,614400,0,44,784,1169,2.010,1.530,1.270,0,1,0,0,0,15,7,0,3,0
18-03 17:17:49,5,2.500,40.500,49,3,668565504,222793728,119410688,3010678784,6878,2160,0,598016,0,41,669,1243,2.090,1.550,1.280,0,1,0,0,0,15,7,0,3,0
18-03 17:17:50,4.523,1.508,42.211,51.759,0,668672000,222306304,119537664,3010908160,6999,1944,0,774144,0,58,676,1232,2.090,1.550,1.280,0,1,0,0,0,15,7,0,4,0
18-03 17:17:51,12.121,9.596,29.293,46.970,2.020,669097984,221786112,119689216,3010834432,5706,2148,0,983040,0,80,772,1581,2.090,1.550,1.280,1,1,2,0,0,15,7,0,3,0
18-03 17:17:52,11.616,9.596,46.465,31.818,0.505,669052928,221536256,119885824,3010928640,6490,1998,0,1191936,0,88,789,1436,2.090,1.550,1.280,1,1,0,0,0,15,7,0,3,0
18-03 17:17:53,20.297,19.802,47.525,11.881,0.495,669294592,221245440,119930880,3010928640,4725,2160,0,352256,0,27,624,899,2.090,1.550,1.280,1,1,0,0,0,15,7,0,3,0
18-03 17:17:54,12.690,10.660,48.223,28.426,0,669241344,221122560,120053760,3010981888,4630,2160,0,634880,0,43,592,991,2.080,1.560,1.280,0,1,0,0,0,15,7,0,3,0
18-03 17:17:55,17.677,13.131,44.444,24.242,0.505,669691904,220450816,120311808,3010936832,4274,1944,0,1232896,0,108,848,1775,2.080,1.560,1.280,1,1,0,0,0,15,7,0,3,0
18-03 17:17:56,11.443,10.448,47.264,30.846,0,669978624,219660288,120672256,3011067904,4304,2160,0,1781760,0,136,849,1681,2.080,1.560,1.280,0,1,0,0,0,15,7,0,3,0
18-03 17:17:57,9.645,7.614,44.670,37.056,1.015,670023680,219340800,120877056,3011129344,5975,2202,0,1003520,0,77,685,1345,2.080,1.560,1.280,0,1,0,0,0,15,7,0,1,0
18-03 17:17:58,17.085,17.588,34.673,29.648,1.005,670048256,219312128,120971264,3011039232,5595,1944,0,401408,0,36,708,1346,2.080,1.560,1.280,0,1,0,0,0,15,7,0,1,0
18-03 17:17:59,10.660,9.645,37.563,41.117,1.015,670371840,218959872,121061376,3010973696,5157,2160,0,688128,0,38,692,1470,1.990,1.550,1.280,0,1,0,0,0,15,7,0,1,0
18-03 17:18:00,6.566,2.525,38.384,52.525,0,670351360,218677248,121200640,3011133440,6551,2160,0,847872,0,56,622,1289,1.990,1.550,1.280,1,2,0,0,0,15,7,0,1,0
