"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","30 Mar 2020 21:50:20 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
30-03 21:50:20,14.854,4.321,50.780,28.594,1.451,439726080,610213888,89137152,2774458368,0,0,234882.043,3396305.923,11.032,33.097,740.314,1582.713,1.260,1.330,1.320,2,0,23.475,0,0,13,3,0,5,0
30-03 21:50:21,19.118,35.294,37.255,0.490,7.843,439775232,609783808,89149440,2774495232,4647,2160,0,114688,0,8,1448,3903,1.260,1.330,1.320,2,0,412,0,0,13,3,0,5,0
30-03 21:50:22,22.277,31.188,37.624,0,8.911,441397248,607932416,89149440,2774695936,4637,2160,0,24576,0,6,1309,3611,1.260,1.330,1.320,2,0,266,0,0,13,3,0,5,0
30-03 21:50:23,23.267,29.703,33.168,0,13.861,441618432,607727616,89149440,2774827008,4455,1944,0,12288,0,3,1308,5014,1.260,1.330,1.320,1,0,177,0,0,13,3,0,5,0
30-03 21:50:24,14.833,22.488,45.455,0,17.225,571580416,477327360,89149440,2902728704,3790,1782,0,0,0,0,1442,3358,1.240,1.330,1.320,2,0,204,0,0,15,5,0,5,0
30-03 21:50:25,33.333,14.762,44.286,0,7.619,591015936,457781248,89149440,2902839296,4095,2322,0,0,0,0,861,1675,1.240,1.330,1.320,1,0,110,0,0,15,5,0,7,0
30-03 21:50:26,14.141,2.020,34.848,43.434,5.556,597180416,450355200,89530368,2903719936,3357,2160,1208320,282624,156,2,682,1167,1.240,1.330,1.320,1,0,0,0,0,15,5,0,7,0
30-03 21:50:27,19.417,3.883,41.748,24.272,10.680,611074048,435724288,89849856,2904137728,3850,2052,712704,0,114,0,593,973,1.240,1.330,1.320,0,1,0,0,0,15,5,0,7,0
30-03 21:50:28,21.154,1.923,42.308,23.077,11.538,616157184,430575616,89849856,2904203264,3734,2052,57344,0,10,0,496,721,1.240,1.330,1.320,0,1,0,0,0,15,5,0,7,0
