-- Logs begin at Wed 2020-04-01 09:11:47 UTC, end at Wed 2020-04-01 11:05:37 UTC. --
Apr 01 09:59:28 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 09:59:29 ubuntu dstat.sh[1677]: [286B blob data]
Apr 01 09:59:29 ubuntu dstat.sh[1677]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 09:59:29 ubuntu dstat.sh[1677]: 01-04 09:59:29| 15   4  53  27   1| 421M  710M 86.6M 2521M|   0     0 | 163k 2746k|9.21  32.0 | 723  1246 |1.55 1.23 1.24|2.0   0  23|   0     0 |systemd              1    0.4%   0    0 |bash                 4237 2162k2010k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 09:59:30 ubuntu dstat.sh[1677]: 01-04 09:59:30| 12  28  36   1  23| 421M  709M 86.6M 2522M|4634B 1836B| 184k   96k|3.00  7.00 |1179  3000 |1.55 1.23 1.24|3.0   0 313|   0     0 |bash                 4237 8.0% 952k  19k|bash                 4237  952k  19k8.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 09:59:31 ubuntu dstat.sh[1677]: 01-04 09:59:31| 20  30  41   0  10| 422M  707M 86.6M 2522M|6397B 1944B|   0    24k|   0  6.00 |1275  3701 |1.55 1.23 1.24|2.0   0 251|   0     0 |systemd              1    5.5%   0    0 |bash                 4237 1894k  16k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 09:59:32 ubuntu dstat.sh[1677]: 01-04 09:59:32| 22  27  38   0  13| 422M  708M 86.6M 2522M|8746B 1944B|   0    16k|   0  4.00 |1342  4476 |1.55 1.23 1.24|2.0   0 208|   0     0 |systemd              1     13%   0    0 |bash                 4237 1418k  13k2.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 09:59:33 ubuntu dstat.sh[1677]: 01-04 09:59:33| 18  19  51   0  12| 546M  583M 86.6M 2644M|5486B 1944B|   0   196k|   0  2.00 |1130  4690 |1.55 1.23 1.24|2.0   0  90|   0     0 |systemd              1     15%   0    0 |bash                 4237  407k3695B1.5%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 09:59:34 ubuntu dstat.sh[1677]: 01-04 09:59:34| 19  24  42   0  15| 556M  574M 86.6M 2644M|4565B 1944B|  76k    0 |1.00     0 |1291  2742 |1.42 1.21 1.23|1.0   0 257|   0     0 |keystone-manage      3067  12%1897k  81k|keystone-manage      3067 1897k  81k 12%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 09:59:35 ubuntu dstat.sh[1677]: 01-04 09:59:35| 25   4  47  23   2| 569M  559M 87.0M 2645M|4520B 1728B| 956k  172k| 132  2.00 | 548  1039 |1.42 1.21 1.23|1.0   0   0|   0     0 |keystone-manage      3067  27%3444k   0 |keystone-manage      3067 3444k   0  27%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 09:59:36 ubuntu dstat.sh[1677]: 01-04 09:59:36| 28   4  47  17   3| 587M  540M 87.3M 2645M|4589B 1890B| 896k    0 | 129     0 | 689  1213 |1.42 1.21 1.23|1.0   0   0|   0     0 |keystone-manage      3067  33%4492k  46k|keystone-manage      3067 4492k  46k 33%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 09:59:37 ubuntu dstat.sh[1677]: 01-04 09:59:37| 46   3  47   3   2| 606M  520M 87.3M 2646M|3604B 2106B| 664k    0 |49.0     0 | 554   810 |1.42 1.21 1.23|1.0   0   0|   0     0 |keystone-manage      3067  47%4878k 228k|keystone-manage      3067 4878k 228k 47%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 09:59:38 ubuntu dstat.sh[1677]: 01-04 09:59:38| 35  11  31  20   3| 625M  500M 87.4M 2647M|3366B 2052B| 108k 1584k|10.0  29.0 |1076  1797 |1.42 1.21 1.23|  0 2.0 2.0|   0     0 |keystone-manage      3067  27%1909k 427k|keystone-manage      3067 1909k 427k 27%|mysqld       184M|   0     0 |  16    7    0    7    0
