"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","20 Feb 2020 22:02:51 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
20-02 22:02:51,5.177,1.616,87.465,5.448,0.294,480260096,644210688,140181504,2637213696,0,0,49328.179,885686.215,2.232,10.202,298.203,427.348,1.230,1.200,1.070,2,0,7.216,0,0,14,3,0,4,0
20-02 22:02:52,19.307,36.139,33.168,5.941,5.446,480321536,642420736,140181504,2638606336,5577,2970,1007616,131072,10,7,1633,3418,1.370,1.230,1.090,2,0,339,0,0,14,3,0,4,0
20-02 22:02:53,17,35.500,37,0,10.500,489660416,633073664,140181504,2638712832,7706,2970,0,24576,0,6,1634,3829,1.370,1.230,1.090,10,0,242,0,0,14,3,0,4,0
20-02 22:02:54,19.903,31.553,37.864,0,10.680,480886784,641810432,140181504,2638704640,5648,3186,0,16384,0,4,1262,2457,1.370,1.230,1.090,1,0,186,0,0,14,3,0,4,0
20-02 22:02:55,30.303,24.242,42.424,0,3.030,611266560,510930944,140181504,2766688256,6382,2862,0,0,0,0,1885,6901,1.370,1.230,1.090,0,0,80,0,0,16,3,0,4,0
20-02 22:02:56,10.396,24.257,46.535,11.386,7.426,612220928,509972480,140185600,2766688256,5973,2970,0,315392,0,28,1461,2585,1.370,1.230,1.090,2,4,232,0,0,16,5,0,4,0
20-02 22:02:57,5.500,7.500,0,84.500,2.500,612683776,509460480,140189696,2766716928,6093,3240,0,1044480,0,83,652,1081,1.980,1.360,1.130,1,2,53,0,0,16,5,0,7,0
20-02 22:02:58,39.409,7.882,25.123,25.616,1.970,634376192,487530496,140197888,2766934016,5775,2916,110592,450560,2,22,784,930,1.980,1.360,1.130,0,1,14,0,0,16,5,0,7,0
20-02 22:02:59,3.535,2.020,30.808,63.131,0.505,635301888,486289408,140197888,2767228928,7507,3240,290816,1626112,28,23,496,771,1.980,1.360,1.130,0,2,0,0,0,16,5,0,7,0
20-02 22:03:00,8.955,2.488,38.806,49.254,0.498,637816832,483749888,140197888,2767253504,7193,3334,106496,901120,14,28,507,757,1.980,1.360,1.130,0,1,0,0,0,16,5,0,7,0
20-02 22:03:01,5.556,1.515,46.465,46.465,0,639954944,481247232,140197888,2767564800,7684,3240,200704,0,24,0,482,771,1.980,1.360,1.130,0,1,0,0,0,16,5,0,7,0
20-02 22:03:02,22.222,3.030,47.475,27.273,0,654356480,466546688,140197888,2767802368,6049,3240,172032,0,15,0,545,784,1.910,1.350,1.130,1,0,0,0,0,16,5,0,7,0
20-02 22:03:03,30.500,4,44,21,0.500,663367680,456642560,140206080,2768621568,12071,3240,593920,413696,43,2,681,810,1.910,1.350,1.130,1,0,0,0,0,16,5,0,7,0
20-02 22:03:04,38.191,6.030,46.734,9.045,0,685326336,433467392,140267520,2769539072,11016,2916,188416,0,14,0,727,911,1.910,1.350,1.130,2,0,0,0,0,16,5,0,7,0
20-02 22:03:05,21.717,12.626,33.333,31.818,0.505,698613760,419680256,140328960,2769936384,7921,3240,0,1966080,0,38,709,1693,1.910,1.350,1.130,0,1,0,0,0,16,7,0,7,0
20-02 22:03:06,2.073,1.554,49.223,46.114,1.036,698589184,419303424,140472320,2770194432,5838,3240,0,1089536,0,70,696,1113,1.910,1.350,1.130,0,1,0,0,0,16,7,0,7,0
20-02 22:03:07,2.525,2.525,46.970,47.475,0.505,699592704,418029568,140595200,2770341888,6751,3240,0,1331200,0,95,678,1347,1.990,1.380,1.140,1,1,2,0,0,16,7,0,7,0
20-02 22:03:08,2.551,1.531,47.449,47.449,1.020,699432960,417755136,140709888,2770632704,5318,2970,0,991232,0,73,602,1071,1.990,1.380,1.140,1,1,0,0,0,16,7,0,6,0
20-02 22:03:09,3.535,2.020,47.475,45.455,1.515,699908096,417030144,140812288,2770751488,5283,3186,0,1077248,0,70,621,1109,1.990,1.380,1.140,0,1,0,0,0,16,7,0,6,0
20-02 22:03:10,2.985,2.985,46.269,44.776,2.985,699871232,416747520,140894208,2770989056,7412,2916,0,733184,0,55,557,936,1.990,1.380,1.140,2,0,0,0,0,16,7,0,6,0
