-- Logs begin at Thu 2020-02-20 16:06:31 UTC, end at Thu 2020-02-20 19:11:10 UTC. --
Feb 20 18:33:33 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 20 18:33:35 ubuntu dstat.sh[1434]: [286B blob data]
Feb 20 18:33:35 ubuntu dstat.sh[1434]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 20 18:33:35 ubuntu dstat.sh[1434]: 20-02 18:33:35|  6   2  87   5   0| 461M  606M  134M 2520M|   0     0 |  50k  898k|2.33  10.7 | 300   467 |1.43 1.31 1.09|1.0   0 7.5|   0     0 |systemd              1    0.1%   0    0 |bash                 4591  725k 658k0.1%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 18:33:36 ubuntu dstat.sh[1434]: 20-02 18:33:36| 18  37  34  10   2| 462M  604M  134M 2520M|6337B 2592B| 308k  156k|4.00  13.0 |1453  3771 |1.43 1.31 1.09|2.0   0 297|   0     0 |bash                 4591 4.5%2521k  19k|bash                 4591 2521k  19k4.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 18:33:37 ubuntu dstat.sh[1434]: 20-02 18:33:37| 24  38  35   0   3| 471M  595M  134M 2520M|5035B 2916B|   0    16k|   0  4.00 |2064  6059 |1.43 1.31 1.09| 14   0 232|   0     0 |systemd              1     13%   0    0 |bash                 4591 1418k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 20 18:33:38 ubuntu dstat.sh[1434]: 20-02 18:33:38| 24  22  53   0   2| 586M  479M  134M 2642M|5031B 2916B|   0     0 |   0     0 |1572  3661 |1.43 1.31 1.09|4.0   0  59|   0     0 |systemd              1     20%   0    0 |bash                 4591  369k1763B0.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 20 18:33:39 ubuntu dstat.sh[1434]: 20-02 18:33:39| 23  32  42   0   3| 596M  470M  134M 2643M|6562B 2916B|  52k    0 |1.00     0 |1477  3178 |1.43 1.31 1.09|1.0   0 293|   0     0 |keystone-manage      2842  12%1885k  81k|keystone-manage      2842 1885k  81k 12%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 18:33:40 ubuntu dstat.sh[1434]: 20-02 18:33:40| 30   3   5  62   1| 608M  458M  134M 2643M|6493B 2634B|   0  1276k|   0  70.0 | 655   766 |1.48 1.33 1.10|  0 2.0   0|   0     0 |keystone-manage      2842  31%3231k   0 |keystone-manage      2842 3231k   0  31%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 18:33:41 ubuntu dstat.sh[1434]: 20-02 18:33:41|  4   1   5  90   1| 608M  457M  134M 2643M|7024B 2916B| 160k   16M|14.0  48.0 | 541   764 |1.48 1.33 1.10|  0 3.0   0|   0     0 |etcd                 2534 1.0%   0    0 |keystone-manage      2842  169k   0 0.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 18:33:42 ubuntu dstat.sh[1434]: 20-02 18:33:42|  8   2  44  45   1| 611M  454M  134M 2643M|6698B 2916B| 180k   18M|24.0  20.0 | 575   802 |1.48 1.33 1.10|1.0   0   0|   0     0 |keystone-manage      2842 8.5% 613k   0 |keystone-manage      2842  613k   0 8.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 18:33:43 ubuntu dstat.sh[1434]: 20-02 18:33:43| 22   3  48  27   1| 626M  439M  134M 2643M|5554B 2916B| 312k    0 |31.0     0 | 663  1014 |1.48 1.33 1.10|  0 1.0 2.0|   0     0 |keystone-manage      2842  22%3637k  46k|keystone-manage      2842 3637k  46k 22%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 18:33:44 ubuntu dstat.sh[1434]: 20-02 18:33:44| 33   3  47  15   1| 638M  425M  134M 2644M|6111B 2916B| 596k    0 |44.0     0 | 689   887 |1.48 1.33 1.10|1.0   0   0|   0     0 |keystone-manage      2842  35%2988k 107k|keystone-manage      2842 2988k 107k 35%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 20 18:33:45 ubuntu dstat.sh[1434]: 20-02 18:33:45| 40   7  43  11   0| 660M  403M  134M 2645M|5741B 2916B| 184k    0 |14.0     0 | 838  1267 |1.44 1.32 1.10|2.0   0   0|   0     0 |keystone-manage      2842  39%4635k 466k|keystone-manage      2842 4635k 466k 39%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 20 18:33:46 ubuntu dstat.sh[1434]: 20-02 18:33:46| 16   8  33  43   1| 669M  393M  134M 2645M|6450B 2916B|   0  1824k|   0  71.0 | 822  1503 |1.44 1.32 1.10|  0 1.0 2.0|   0     0 |python2              2175  12%  85k  93k|python2              2175   85k  93k 12%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 20 18:33:47 ubuntu dstat.sh[1434]: 20-02 18:33:47|  4   1  47  48   0| 669M  392M  135M 2646M|6431B 2916B|   0  1200k|   0  85.0 | 688  1260 |1.44 1.32 1.10|  0 1.0   0|   0     0 |mysqld               688  1.0%   0    0 |python2              1827   14k 454B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 20 18:33:48 ubuntu dstat.sh[1434]: 20-02 18:33:48|  2   1  49  48   0| 670M  392M  135M 2646M|5306B 2916B|   0   640k|   0  47.0 | 441  1004 |1.44 1.32 1.10|  0 1.0   0|   0     0 |mysqld               688  0.5%   0    0 |python2              1827   14k 453B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
