-- Logs begin at Wed 2020-04-01 19:51:08 UTC, end at Wed 2020-04-01 21:17:55 UTC. --
Apr 01 20:33:19 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 20:33:20 ubuntu dstat.sh[2659]: [286B blob data]
Apr 01 20:33:20 ubuntu dstat.sh[2659]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 20:33:20 ubuntu dstat.sh[2659]: 01-04 20:33:20| 17   5  54  23   2| 418M  580M 86.2M 2649M|   0     0 | 260k 3701k|12.6  36.9 | 822  1442 |1.09 1.20 1.18|1.0 1.0  27|   0     0 |systemd              1    0.4%   0    0 |bash                 3856 2506k2314k0.2%|mysqld       174M|   0     0 |  13    3    0    5    0
Apr 01 20:33:21 ubuntu dstat.sh[2659]: 01-04 20:33:21| 22  37  35   6   1| 418M  579M 86.2M 2649M|6268B 2202B|4096B  124k|1.00  11.0 |1600  3914 |1.09 1.20 1.18|2.0   0 396|   0     0 |bash                 3856 6.5%2303k  26k|bash                 3856 2303k  26k6.5%|mysqld       174M|   0     0 |  13    3    0    5    0
Apr 01 20:33:22 ubuntu dstat.sh[2659]: 01-04 20:33:22| 29  30  39   0   3| 419M  578M 86.2M 2649M|7335B 2160B|   0    24k|   0  6.00 |1966  5499 |1.09 1.20 1.18|1.0   0 244|   0     0 |systemd              1     12%   0    0 |bash                 3856 1825k  15k3.0%|mysqld       174M|   0     0 |  13    3    0    5    0
Apr 01 20:33:23 ubuntu dstat.sh[2659]: 01-04 20:33:23| 25  21  55   0   0| 543M  453M 86.2M 2771M|5241B 2160B|   0     0 |   0     0 |1510  6966 |1.17 1.22 1.19|  0   0  78|   0     0 |systemd              1     18%   0    0 |bash                 3856  232k 656B0.5%|mysqld       174M|   0     0 |  15    3    0    5    0
Apr 01 20:33:24 ubuntu dstat.sh[2659]: 01-04 20:33:24| 11  20  62   7   1| 544M  453M 86.2M 2771M|4376B 2202B|   0    68k|   0  9.00 |1242  2740 |1.17 1.22 1.19|1.0   0 240|   0     0 |bash                 3856 3.5% 410k  13k|bash                 3856  410k  13k3.5%|mysqld       174M|   0     0 |  15    5    0    5    0
Apr 01 20:33:25 ubuntu dstat.sh[2659]: 01-04 20:33:25|  3   3  49  46   0| 544M  453M 86.2M 2771M|4772B 1998B|   0  1068k|   0  17.0 | 469   852 |1.17 1.22 1.19|  0 1.0  19|   0     0 |rcu_sched            8    0.5%   0    0 |mysql                4025   59k 731B0.5%|mysqld       174M|   0     0 |  15    7    0    5    0
Apr 01 20:33:28 ubuntu dstat.sh[2659]: 01-04 20:33:26|  1   1  11  87   1| 544M  453M 86.2M 2771M|4814B 2106B|   0   700k|   0  39.0 | 378   628 |1.17 1.22 1.19|1.0 4.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2919   14k 458B0.5%|mysqld       174M|   0     0 |  15    7    0    5    0
Apr 01 20:33:28 ubuntu dstat.sh[2659]: 01-04 20:33:27|  2   1   0  98   0| 544M  453M 86.2M 2771M|4111B 2160B|   0    32k|   0  8.00 | 317   529 |1.17 1.22 1.19|  0 5.0   0|   0     0 |mysqld               1941 0.5%   0    0 |python2              2919   14k   0   0%|mysqld       174M|   0     0 |  15    7    0    5    0
Apr 01 20:33:28 ubuntu dstat.sh[2659]: 01-04 20:33:28|  2   2   0  96   0| 544M  452M 86.2M 2771M|5339B 1944B|   0    44k|   0  9.00 | 362   603 |1.47 1.28 1.21|1.0 6.0  11|   0     0 |etcd                 3755 1.0%   0    0 |bash                 3856  138k2507B  0%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 01 20:33:29 ubuntu dstat.sh[2659]: 01-04 20:33:29| 33   8  40  19   0| 564M  432M 86.2M 2772M|3873B 2160B| 140k  136k|9.00  7.00 | 587   933 |1.47 1.28 1.21|1.0   0  27|   0     0 |keystone-manage      4063  35%5131k  81k|keystone-manage      4063 5131k  81k 35%|mysqld       174M|   0     0 |  15    5    0    7    0
