-- Logs begin at Tue 2020-02-25 16:51:37 UTC, end at Wed 2020-02-26 20:08:04 UTC. --
Feb 26 19:09:25 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 26 19:09:29 ubuntu dstat.sh[13909]: [286B blob data]
Feb 26 19:09:29 ubuntu dstat.sh[13909]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 26 19:09:29 ubuntu dstat.sh[13909]: 26-02 19:09:29|  1   0  98   1   0| 453M  561M  111M 2576M|   0     0 |6038B   99k|0.37  1.08 |  79    85 |1.67 1.19 1.07|4.0 1.0 0.8|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 16422  68k  63k0.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 19:09:30 ubuntu dstat.sh[13909]: 26-02 19:09:30| 13  14   5  64   4| 452M  562M  111M 2577M|4390B 1944B|   0    16M|   0  23.0 |1269  3030 |1.67 1.19 1.07|1.0 1.0  54|   0     0 |systemd              1    8.5%   0    0 |bash                 16422 386k1561B0.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 19:09:31 ubuntu dstat.sh[13909]: 26-02 19:09:31| 27  29  39   0   4| 454M  561M  111M 2577M|6548B 2160B| 228k   16k|3.00  4.00 |1511  4593 |1.61 1.19 1.07|1.0   0 208|   0     0 |systemd              1     12%   0    0 |bash                 164221418k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 19:09:32 ubuntu dstat.sh[13909]: 26-02 19:09:32| 34  27  32   6   1| 591M  422M  111M 2699M|6994B 2160B| 176k    0 |10.0     0 |2204  5433 |1.61 1.19 1.07|4.0   0 142|   0     0 |apt-get              15071 14%   0    0 |bash                 16422 429k4379B1.0%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 26 19:09:33 ubuntu dstat.sh[13909]: 26-02 19:09:33| 42  29   8  20   1| 596M  418M  111M 2699M|6197B 2160B|  56k    0 |4.00     0 |1013  2567 |1.61 1.19 1.07|1.0 1.0 273|   0     0 |keystone-manage      15392 15%2178k  81k|keystone-manage      153922178k  81k 15%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 26 19:09:34 ubuntu dstat.sh[13909]: 26-02 19:09:34| 61  13  14  12   1| 606M  407M  111M 2699M|4822B 2160B| 216k    0 |36.0     0 | 767  1211 |1.61 1.19 1.07|  0 1.0  21|   0     0 |keystone-manage      15392 41%4249k   0 |keystone-manage      153924249k   0  41%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 26 19:09:35 ubuntu dstat.sh[13909]: 26-02 19:09:35| 33   4  48  12   3| 620M  393M  111M 2700M|  10k 1944B| 112k    0 |8.00     0 | 515   706 |1.61 1.19 1.07|  0 4.0   0|   0     0 |keystone-manage      15392 36%3637k  46k|keystone-manage      153923637k  46k 36%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 26 19:09:36 ubuntu dstat.sh[13909]: 26-02 19:09:36| 15   3  34  48   0| 627M  385M  111M 2700M|  13k 2160B| 556k  472k|38.0  2.00 | 510   763 |1.56 1.19 1.07|2.0   0   0|   0     0 |keystone-manage      15392 15%1969k 107k|keystone-manage      153921969k 107k 15%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 26 19:09:37 ubuntu dstat.sh[13909]: 26-02 19:09:37| 39   7  44  10   1| 650M  361M  111M 2701M|6735B 2160B|  88k    0 |8.00     0 | 713  1002 |1.56 1.19 1.07|2.0   0   0|   0     0 |keystone-manage      15392 39%5127k 451k|keystone-manage      153925127k 451k 39%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 26 19:09:38 ubuntu dstat.sh[13909]: 26-02 19:09:38| 11   7  42  39   2| 651M  360M  111M 2701M|7371B 2160B|   0   800k|   0  7.00 | 474  1019 |1.56 1.19 1.07|  0 1.0   0|   0     0 |python2              147257.0%  49k  54k|python3.6            20359  42k  89k0.5%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 26 19:09:39 ubuntu dstat.sh[13909]: 26-02 19:09:39|  8   4  41  47   0| 658M  352M  111M 2702M|8323B 2160B|  80k  348k|1.00  24.0 | 553  1034 |1.56 1.19 1.07|  0 2.0   0|   0     0 |keystone-manage      153924.5%  38k  53k|keystone-manage      15392  38k  53k4.5%|mysqld       184M|   0     0 |  16    7    0    6    0
Feb 26 19:09:40 ubuntu dstat.sh[13909]: 26-02 19:09:40|  3   2  44  50   1| 661M  350M  111M 2702M|5006B 2160B|   0  1600k|   0  44.0 | 448   760 |1.56 1.19 1.07|  0 1.0   0|   0     0 |keystone-manage      153921.5%   0    0 |python2              14677  14k 463B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 26 19:09:41 ubuntu dstat.sh[13909]: 26-02 19:09:41|  2   2  47  46   3| 660M  350M  111M 2702M|4516B 1944B|   0  1600k|   0  40.0 | 432   709 |1.60 1.20 1.07|  0 1.0   0|   0     0 |etcd                 150221.0%   0    0 |python2              14677  14k 463B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 26 19:09:42 ubuntu dstat.sh[13909]: 26-02 19:09:42|  3   2  46  46   3| 660M  350M  111M 2702M|5022B 2160B|   0   384k|   0  31.0 | 536   880 |1.60 1.20 1.07|  0 1.0   0|   0     0 |mysqld               131891.0%   0    0 |python2              14677  14k 462B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 26 19:09:43 ubuntu dstat.sh[13909]: 26-02 19:09:43|  3   2  40  53   1| 660M  350M  111M 2702M|5807B 2160B|   0   240k|   0  14.0 | 461   738 |1.60 1.20 1.07|1.0 1.0   0|   0     0 |etcd                 150221.0%   0    0 |python2              14677  14k 468B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 26 19:09:44 ubuntu dstat.sh[13909]: 26-02 19:09:44|  1   2  48  48   1| 660M  349M  111M 2702M|4233B 2160B|   0   364k|   0  12.0 | 420   776 |1.60 1.20 1.07|  0 1.0 2.0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              14677  14k 468B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 26 19:09:45 ubuntu dstat.sh[13909]: 26-02 19:09:45|  2   2  38  57   1| 660M  349M  111M 2702M|5861B 1944B|   0  1236k|   0  34.0 | 461   921 |1.60 1.20 1.07|  0 1.0   0|   0     0 |jbd2/vda1-8          305  0.5%   0    0 |python2              14677  14k 463B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 26 19:09:46 ubuntu dstat.sh[13909]: 26-02 19:09:46|  3   1  48  49   0| 660M  349M  111M 2702M|6872B 2160B|   0   628k|   0  37.0 | 504   887 |1.55 1.20 1.07|  0 1.0   0|   0     0 |mysqld               131890.5%   0    0 |python2              14677  14k 458B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 26 19:09:47 ubuntu dstat.sh[13909]: 26-02 19:09:47|  3   1  45  49   3| 660M  349M  111M 2702M|4217B 2160B|   0   448k|   0  37.0 | 537   997 |1.55 1.20 1.07|  0 1.0   0|   0     0 |kworker/1:1H         171  1.0%   0    0 |python2              14677  14k 450B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 26 19:09:48 ubuntu dstat.sh[13909]: 26-02 19:09:48|  2   2  47  48   1| 661M  348M  112M 2702M|5255B 2160B|   0   560k|   0  37.0 | 448   860 |1.55 1.20 1.07|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              14677  14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 26 19:09:49 ubuntu dstat.sh[13909]: 26-02 19:09:49|  2   1  48  49   0| 661M  348M  112M 2702M|4158B 1944B|   0   376k|   0  28.0 | 395   776 |1.55 1.20 1.07|  0 1.0   0|   0     0 |mysqld               131890.5%   0    0 |python2              14677  14k 452B  0%|mysqld       187M|   0     0 |  16    7    0    5    0
Feb 26 19:09:50 ubuntu dstat.sh[13909]: 26-02 19:09:50|  2   2  43  51   1| 661M  348M  112M 2703M|6978B 2160B|   0   540k|   0  38.0 | 475   862 |1.55 1.20 1.07|1.0 1.0   0|   0     0 |beam.smp             145081.0%   0    0 |python2              14677  14k 462B0.5%|mysqld       187M|   0     0 |  16    7    0    5    0
