-- Logs begin at Sun 2020-02-23 20:47:50 UTC, end at Sun 2020-02-23 22:04:11 UTC. --
Feb 23 21:26:26 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 23 21:26:27 ubuntu dstat.sh[1875]: [286B blob data]
Feb 23 21:26:27 ubuntu dstat.sh[1875]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 23 21:26:27 ubuntu dstat.sh[1875]: 23-02 21:26:27| 19   5  56  19   1| 450M  406M  112M 2742M|   0     0 | 240k 4051k|12.4  40.0 | 914  1638 |1.18 1.14 1.06|1.0   0  29|   0     0 |systemd              1    0.4%   0    0 |bash                 3623 2759k2520k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 23 21:26:28 ubuntu dstat.sh[1875]: 23-02 21:26:28| 25  36  37   1   1| 450M  405M  112M 2742M|7524B 2106B|   0  8400k|   0  21.0 |1546  5189 |1.18 1.14 1.06|2.0   0 256|   0     0 |systemd              1     10%   0    0 |bash                 3623 2108k  16k3.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 23 21:26:29 ubuntu dstat.sh[1875]: 23-02 21:26:29| 25  30  39   4   2| 451M  404M  112M 2742M|5957B 1998B|   0    25M|   0  31.0 |1739  6425 |1.17 1.14 1.06|4.0   0 212|   0     0 |systemd              1     11%   0    0 |bash                 3623 1412k  12k3.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 23 21:26:30 ubuntu dstat.sh[1875]: 23-02 21:26:30| 19  32  48   0   2| 576M  279M  112M 2864M|5078B 1944B|   0     0 |   0     0 |1728  3738 |1.17 1.14 1.06|2.0   0 243|   0     0 |systemd              1    8.5%   0    0 |bash                 3623  477k  11k4.0%|mysqld       173M|   0     0 |  15    5    0    4    0
Feb 23 21:26:31 ubuntu dstat.sh[1875]: 23-02 21:26:31| 38  13  47   0   1| 594M  261M  112M 2864M|4628B 2160B|   0     0 |   0     0 | 839  1714 |1.17 1.14 1.06|  0   0  97|   0     0 |keystone-manage      3273  35%4330k  81k|keystone-manage      3273 4330k  81k 35%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 23 21:26:32 ubuntu dstat.sh[1875]: 23-02 21:26:32| 36   4  48  11   1| 617M  237M  112M 2866M|4971B 1944B|1188k    0 | 123     0 | 697  1009 |1.17 1.14 1.06|1.0   0   0|   0     0 |keystone-manage      3273  39%5493k  46k|keystone-manage      3273 5493k  46k 39%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 23 21:26:33 ubuntu dstat.sh[1875]: 23-02 21:26:33| 43   3  47   6   0| 637M  215M  112M 2866M|4754B 2160B| 632k  428k|46.0  2.00 | 652   861 |1.17 1.14 1.06|1.0 1.0   0|   0     0 |keystone-manage      3273  44%5193k 174k|keystone-manage      3273 5193k 174k 44%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 23 21:26:34 ubuntu dstat.sh[1875]: 23-02 21:26:34| 10   3  15  73   0| 642M  210M  112M 2867M|4229B 1944B|  40k  452k|5.00  89.0 | 535   734 |1.23 1.15 1.06|  0 1.0   0|   0     0 |keystone-manage      3273  10%1061k 191k|keystone-manage      3273 1061k 191k 10%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 23 21:26:35 ubuntu dstat.sh[1875]: 23-02 21:26:35| 24  10  30  35   1| 656M  195M  112M 2867M|4337B 1944B|  96k 1632k|7.00  63.0 | 930  1642 |1.23 1.15 1.06|2.0   0 2.0|   0     0 |keystone-manage      3273  16%1120k 263k|keystone-manage      3273 1120k 263k 16%|mysqld       184M|   0     0 |  15    7    0    6    0
Feb 23 21:26:36 ubuntu dstat.sh[1875]: 23-02 21:26:36|  7   2  47  44   0| 659M  191M  113M 2868M|3835B 1944B|   0  1896k|   0   125 | 832  1332 |1.23 1.15 1.06|  0 1.0   0|   0     0 |keystone-manage      3273 3.5%  36k  25k|keystone-manage      3273   36k  25k3.5%|mysqld       186M|   0     0 |  15    7    0    6    0
Feb 23 21:26:37 ubuntu dstat.sh[1875]: 23-02 21:26:37|  4   3  48  45   1| 659M  191M  113M 2868M|7679B 2160B|   0  2116k|   0   152 | 983  1479 |1.23 1.15 1.06|  0 1.0   0|   0     0 |mysqld               1142 2.0%   0    0 |python2              2427   14k 465B  0%|mysqld       187M|   0     0 |  15    7    0    6    0
Feb 23 21:26:38 ubuntu dstat.sh[1875]: 23-02 21:26:38|  5   4  47  44   1| 660M  189M  113M 2869M|4311B 1986B|   0  2008k|   0   157 |1067  1763 |1.23 1.15 1.06|  0 1.0   0|   0     0 |mysqld               1142 4.5%   0    0 |python2              2427   14k 466B0.5%|mysqld       187M|   0     0 |  15    7    0    6    0
Feb 23 21:26:39 ubuntu dstat.sh[1875]: 23-02 21:26:39| 14   9  31  45   1| 661M  188M  114M 2869M|5537B 2160B|   0  1612k|   0   143 | 917  1881 |1.29 1.17 1.07|  0 1.0   0|   0     0 |mysqld               1142  19%   0    0 |python2              2427   14k 460B  0%|mysqld       188M|   0     0 |  15    7    0    6    0
Feb 23 21:26:40 ubuntu dstat.sh[1875]: 23-02 21:26:40| 11  12  30  47   0| 661M  187M  114M 2869M|5350B 1944B|   0  1240k|   0   119 | 811  1606 |1.29 1.17 1.07|  0 1.0   0|   0     0 |mysqld               1142  20%   0    0 |python2              2427   14k 457B  0%|mysqld       189M|   0     0 |  15    7    0    6    0
Feb 23 21:26:41 ubuntu dstat.sh[1875]: 23-02 21:26:41| 14  12  38  36   1| 662M  186M  114M 2869M|4548B 1944B|   0  1688k|   0   144 | 755  1771 |1.29 1.17 1.07|3.0   0   0|   0     0 |mysqld               1142  23%   0    0 |python2              2427   14k 463B  0%|mysqld       189M|   0     0 |  15    7    0    6    0
Feb 23 21:26:42 ubuntu dstat.sh[1875]: 23-02 21:26:42| 10   7  45  39   0| 663M  185M  114M 2869M|6426B 2160B|   0  1924k|   0   160 | 986  2510 |1.29 1.17 1.07|1.0   0   0|   0     0 |mysqld               1142  12%   0    0 |python2              2427   14k 455B0.5%|mysqld       190M|   0     0 |  15    7    0    6    0
