-- Logs begin at Thu 2020-03-12 13:52:45 UTC, end at Thu 2020-03-12 15:17:28 UTC. --
Mar 12 14:39:43 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 12 14:39:44 ubuntu dstat.sh[1916]: [286B blob data]
Mar 12 14:39:44 ubuntu dstat.sh[1916]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 12 14:39:44 ubuntu dstat.sh[1916]: 12-03 14:39:43| 16   5  54  23   2| 419M  302M  111M 2875M|   0     0 | 190k 3416k|10.1  34.7 | 733  1263 |0.94 1.09 1.14|2.0 2.0  24|   0     0 |systemd              1    0.4%   0    0 |bash                 3709 2367k2213k0.2%|mysqld       174M|   0     0 |  13    3    0    4    0
Mar 12 14:39:46 ubuntu dstat.sh[1916]: 12-03 14:39:44| 14  21  30  33   1| 420M  301M  111M 2875M|4589B 2160B|   0   248k|   0  40.0 |1053  2660 |1.19 1.14 1.16|2.0 3.0 277|   0     0 |bash                 3709 4.5% 638k  17k|bash                 3709  638k  17k4.5%|mysqld       174M|   0     0 |  13    3    0    4    0
Mar 12 14:39:46 ubuntu dstat.sh[1916]: 12-03 14:39:45|  5   9   3  82   1| 420M  301M  111M 2875M|5547B 1944B|4096B  880k|1.00  80.0 | 574   982 |1.19 1.14 1.16|2.0 2.0  80|   0     0 |bash                 3709 1.5% 730k5267B|bash                 3709  730k5267B1.5%|mysqld       174M|   0     0 |  13    3    0    4    0
Mar 12 14:39:47 ubuntu dstat.sh[1916]: 12-03 14:39:46|  8  11   7  74   1| 420M  301M  111M 2875M|4242B 1728B|   0  9456k|   0   115 | 846  1354 |1.19 1.14 1.16|1.0 1.0 116|   0     0 |bash                 3709 2.0% 868k8585B|bash                 3709  868k8585B2.0%|mysqld       174M|   0     0 |  13    3    0    4    0
Mar 12 14:39:48 ubuntu dstat.sh[1916]: 12-03 14:39:47| 26  33  36   2   4| 420M  300M  111M 2875M|5134B 1944B|   0    25M|   0  54.0 |1461  4115 |1.19 1.14 1.16|2.0   0 267|   0     0 |systemd              1     10%   0    0 |bash                 3709 2027k  17k3.0%|mysqld       174M|   0     0 |  13    3    0    4    0
Mar 12 14:39:49 ubuntu dstat.sh[1916]: 12-03 14:39:48| 23  25  52   0   1| 546M  175M  111M 2997M|5164B 1944B|   0     0 |   0     0 |1996  6256 |1.19 1.14 1.16|  0   0  80|   0     0 |systemd              1     19%   0    0 |bash                 3709  232k 656B0.5%|mysqld       174M|   0     0 |  15    3    0    4    0
Mar 12 14:39:50 ubuntu dstat.sh[1916]: 12-03 14:39:49| 27  26  44   0   2| 556M  165M  111M 2997M|4195B 1944B|   0     0 |   0     0 |1392  3498 |1.25 1.15 1.16|1.0   0 298|   0     0 |keystone-manage      3319  15%2134k  81k|keystone-manage      3319 2134k  81k 15%|mysqld       174M|   0     0 |  15    5    0    7    0
Mar 12 14:39:51 ubuntu dstat.sh[1916]: 12-03 14:39:50| 39   7  46   9   1| 569M  150M  111M 2998M|5333B 1944B| 712k  248k|55.0  3.00 | 724   924 |1.25 1.15 1.16|  0 1.0   0|   0     0 |keystone-manage      3319  43%3719k   0 |keystone-manage      3319 3719k   0  43%|mysqld       174M|   0     0 |  15    5    0    7    0
Mar 12 14:39:52 ubuntu dstat.sh[1916]: 12-03 14:39:51| 42   5  47   6   0| 587M  132M  111M 2998M|4806B 1770B| 480k    0 |69.0     0 | 605   902 |1.25 1.15 1.16|1.0   0   0|   0     0 |keystone-manage      3319  44%4241k  46k|keystone-manage      3319 4241k  46k 44%|mysqld       174M|   0     0 |  15    5    0    7    0
Mar 12 14:39:53 ubuntu dstat.sh[1916]: 12-03 14:39:52| 42   7  47   3   1| 612M  106M  111M 3000M|  10k 1944B| 668k    0 |50.0     0 | 742   884 |1.25 1.15 1.16|2.0   0   0|   0     0 |keystone-manage      3319  46%6030k 365k|keystone-manage      3319 6030k 365k 46%|mysqld       174M|   0     0 |  15    5    0    7    0
