-- Logs begin at Wed 2020-03-04 20:14:22 UTC, end at Thu 2020-03-05 01:17:14 UTC. --
Mar 05 00:25:36 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 05 00:25:36 ubuntu dstat.sh[12898]: [286B blob data]
Mar 05 00:25:36 ubuntu dstat.sh[12898]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 05 00:25:36 ubuntu dstat.sh[12898]: 05-03 00:25:36|  3   1  91   4   0| 449M  596M  136M 2541M|   0     0 |  29k  526k|1.53  6.44 | 193   280 |1.66 1.37 1.25|1.0   0 5.2|   0     0 |systemd              1    0.1%   0    0 |bash                 16199 423k 391k0.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 05 00:25:37 ubuntu dstat.sh[12898]: 05-03 00:25:37| 15  35  39   0  11| 449M  596M  136M 2542M|5036B 1944B| 292k  120k|4.00  6.00 |1388  3312 |1.66 1.37 1.25|1.0   0 350|   0     0 |bash                 161998.0% 736k  22k|bash                 16199 736k  22k8.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 05 00:25:38 ubuntu dstat.sh[12898]: 05-03 00:25:38| 15  27  27  27   4| 450M  595M  136M 2542M|3188B 1944B|   0  1456k|   0  72.0 |1146  2595 |1.66 1.37 1.25|2.0 1.0 249|   0     0 |bash                 161994.0%2109k  17k|bash                 161992109k  17k4.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 05 00:25:39 ubuntu dstat.sh[12898]: 05-03 00:25:39| 22  28  40   8   4| 450M  595M  136M 2542M|6401B 2160B|   0   584k|   0  53.0 |1424  4921 |1.66 1.37 1.25|2.0   0 170|   0     0 |systemd              1     11%   0    0 |bash                 161991183k  10k2.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Mar 05 00:25:40 ubuntu dstat.sh[12898]: 05-03 00:25:40| 31  30  37   0   2| 574M  470M  136M 2664M|3992B 2160B|   0  4096B|   0  1.00 |1976  5269 |1.66 1.37 1.25|2.0   0 125|   0     0 |systemd              1     22%   0    0 |bash                 16199 566k4109B1.5%|mysqld       173M|   0     0 |  16    3    0    4    0
Mar 05 00:25:41 ubuntu dstat.sh[12898]: 05-03 00:25:41| 23  29  46   0   1| 580M  464M  136M 2664M|6260B 2160B|   0     0 |   0     0 |1463  3295 |1.61 1.36 1.24|2.0   0 298|   0     0 |keystone-manage      143036.0%1209k  81k|keystone-manage      143031209k  81k6.0%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 05 00:25:42 ubuntu dstat.sh[12898]: 05-03 00:25:42| 37   5  47  11   1| 597M  446M  136M 2664M|5660B 2160B| 636k  204k|43.0  2.00 | 689   919 |1.61 1.36 1.24|1.0   0 1.0|   0     0 |keystone-manage      14303 39%4232k   0 |keystone-manage      143034232k   0  39%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 05 00:25:43 ubuntu dstat.sh[12898]: 05-03 00:25:43| 41   4  47   7   2| 617M  426M  136M 2665M|5153B 1890B| 428k    0 |49.0     0 | 702   847 |1.61 1.36 1.24|1.0   0   0|   0     0 |keystone-manage      14303 44%4565k  46k|keystone-manage      143034565k  46k 44%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 05 00:25:44 ubuntu dstat.sh[12898]: 05-03 00:25:44| 36   5  47  10   1| 638M  404M  136M 2666M|9562B 2214B| 656k   33M|47.0  33.0 | 766   866 |1.61 1.36 1.24|1.0   0   0|   0     0 |keystone-manage      14303 39%5565k 228k|keystone-manage      143035565k 228k 39%|mysqld       173M|   0     0 |  16    5    0    7    0
Mar 05 00:25:45 ubuntu dstat.sh[12898]: 05-03 00:25:45| 37  13  27  21   1| 657M  383M  136M 2667M|5102B 2160B| 100k 1784k|8.00  55.0 |1219  1932 |1.61 1.36 1.24|1.0   0   0|   0     0 |keystone-manage      14303 27%1662k 426k|keystone-manage      143031662k 426k 27%|mysqld       186M|   0     0 |  16    7    0    7    0
Mar 05 00:25:46 ubuntu dstat.sh[12898]: 05-03 00:25:46|  3   4  47  45   2| 657M  382M  136M 2667M|3534B 2160B|   0  1820k|   0   132 | 892  1401 |1.64 1.37 1.25|1.0 1.0   0|   0     0 |mysqld               121802.0%   0    0 |python2              12976  14k 465B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Mar 05 00:25:47 ubuntu dstat.sh[12898]: 05-03 00:25:47|  4   2  45  43   5| 658M  381M  136M 2668M|6507B 1944B|   0  1820k|   0   128 | 901  1375 |1.64 1.37 1.25|  0 1.0   0|   0     0 |mysqld               121802.0%   0    0 |python2              12976  14k 465B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 05 00:25:48 ubuntu dstat.sh[12898]: 05-03 00:25:48|  4   2  45  40   9| 658M  380M  136M 2668M|3527B 2160B|   0  1468k|   0   110 | 778  1293 |1.64 1.37 1.25|  0 1.0   0|   0     0 |mysqld               121803.0%   0    0 |python2              12976  14k 461B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 05 00:25:49 ubuntu dstat.sh[12898]: 05-03 00:25:49|  3   1  42  52   3| 658M  380M  136M 2668M|4200B 2160B|   0    72k|   0  13.0 | 424   749 |1.64 1.37 1.25|  0 3.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              12976  14k 462B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 05 00:25:51 ubuntu dstat.sh[12898]: 05-03 00:25:50|  2   1   0  95   3| 658M  380M  136M 2668M|5503B 2160B|   0   248k|   0  52.0 | 475   566 |1.64 1.37 1.25|  0 6.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              12976  14k 451B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 05 00:25:51 ubuntu dstat.sh[12898]: 05-03 00:25:51|  2   2  17  79   1| 659M  380M  136M 2668M|4738B 1944B|   0   720k|   0  76.0 | 538   680 |1.67 1.38 1.25|  0 1.0 2.0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              12976  14k 456B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 05 00:25:52 ubuntu dstat.sh[12898]: 05-03 00:25:52|  7   8  39  46   2| 659M  379M  136M 2669M|6584B 2160B|   0  2944k|   0  71.0 | 687  1010 |1.67 1.38 1.25|1.0 1.0   0|   0     0 |mysqld               12180 12%   0    0 |python2              12976  14k 469B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 05 00:25:53 ubuntu dstat.sh[12898]: 05-03 00:25:53| 22  22  10  45   1| 659M  379M  137M 2669M|4923B 2202B|   0  2684k|   0   124 | 799  1529 |1.67 1.38 1.25|  0 1.0   0|   0     0 |mysqld               12180 40%   0    0 |python2              12976  14k 466B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Mar 05 00:25:54 ubuntu dstat.sh[12898]: 05-03 00:25:54| 10  10  40  38   2| 659M  378M  137M 2669M|4219B 2160B|   0  1056k|   0   108 | 825  1781 |1.67 1.38 1.25|2.0   0   0|   0     0 |mysqld               12180 18%   0    0 |python2              12976  14k 467B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Mar 05 00:25:55 ubuntu dstat.sh[12898]: 05-03 00:25:55| 13  12  29  43   3| 660M  377M  137M 2669M|5379B 1944B|   0   832k|   0  93.0 | 784  1604 |1.67 1.38 1.25|  0 1.0   0|   0     0 |mysqld               12180 22%   0    0 |python2              12976  14k 465B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Mar 05 00:25:56 ubuntu dstat.sh[12898]: 05-03 00:25:56|  7   7  34  49   4| 660M  377M  137M 2669M|4144B 2160B|   0  3548k|   0   121 | 720  1353 |1.62 1.38 1.25|  0 1.0   0|   0     0 |mysqld               12180 11%   0    0 |python2              12976  14k 465B  0%|mysqld       189M|   0     0 |  16    7    0    7    0
Mar 05 00:25:57 ubuntu dstat.sh[12898]: 05-03 00:25:57| 12  11  33  36   9| 660M  377M  137M 2669M|5928B 1944B|   0   932k|   0  90.0 | 782  1903 |1.62 1.38 1.25|1.0 1.0   0|   0     0 |mysqld               12180 21%   0    0 |python2              12976  14k 471B0.5%|mysqld       189M|   0     0 |  16    7    0    7    0
Mar 05 00:25:58 ubuntu dstat.sh[12898]: 05-03 00:25:58| 12  15  29  42   2| 661M  376M  137M 2669M|6498B 2160B|   0  1240k|   0   106 | 803  1675 |1.62 1.38 1.25|1.0 1.0   0|   0     0 |mysqld               12180 23%   0    0 |python2              12976  14k 455B  0%|mysqld       189M|   0     0 |  16    7    0    7    0
Mar 05 00:25:59 ubuntu dstat.sh[12898]: 05-03 00:25:59| 12  11  42  35   1| 661M  375M  137M 2669M|5030B 2160B|   0  1088k|   0  86.0 | 782  1556 |1.62 1.38 1.25|  0 1.0   0|   0     0 |mysqld               12180 18%   0    0 |python2              12976  14k 446B  0%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 05 00:26:00 ubuntu dstat.sh[12898]: 05-03 00:26:00| 11  15  37  36   0| 662M  375M  137M 2669M|6091B 2202B|   0   964k|   0  69.0 | 770  1397 |1.62 1.38 1.25|  0 2.0   0|   0     0 |mysqld               12180 21%   0    0 |python2              12976  14k 461B0.5%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 05 00:26:01 ubuntu dstat.sh[12898]: 05-03 00:26:01| 19  18  29  35   0| 662M  374M  137M 2669M|5099B 1944B|   0   416k|   0  32.0 | 604   931 |1.73 1.40 1.26|1.0 2.0 2.0|   0     0 |mysqld               12180 35%   0    0 |python2              12976  14k 466B0.5%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 05 00:26:02 ubuntu dstat.sh[12898]: 05-03 00:26:02| 13  14  37  35   1| 662M  374M  137M 2669M|4201B 2160B|   0   784k|   0  60.0 | 778  1302 |1.73 1.40 1.26|1.0 1.0 2.0|   0     0 |mysqld               12180 23%   0    0 |python2              12976  14k 477B  0%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 05 00:26:03 ubuntu dstat.sh[12898]: 05-03 00:26:03|  7   1  41  51   1| 662M  374M  138M 2669M|4606B 2160B|  52k 1104k|1.00  55.0 | 640  1342 |1.73 1.40 1.26|  0 1.0   0|   0     0 |keystone-manage      143032.5%6713B4263B|python2              12976  14k 480B0.5%|mysqld       190M|   0     0 |  16    7    0    7    0
Mar 05 00:26:04 ubuntu dstat.sh[12898]: 05-03 00:26:04|  3   4  48  45   1| 663M  307M  138M 2733M|4855B 2160B|   0  1652k|   0  28.0 | 457   857 |1.73 1.40 1.26|  0 1.0   0|   0     0 |mysqld               121803.0%   0    0 |python2              12976  14k 463B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Mar 05 00:26:05 ubuntu dstat.sh[12898]: 05-03 00:26:05|  1   1  48  50   1| 663M  307M  138M 2733M|4082B 2160B|   0    22M|   0  22.0 | 315   610 |1.73 1.40 1.26|  0 2.0   0|   0     0 |systemd-journal      8520 0.5%   0    0 |python2              12976  14k 454B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Mar 05 00:26:06 ubuntu dstat.sh[12898]: 05-03 00:26:06|  1   1  48  50   0| 664M  307M  138M 2733M|3802B 1944B|   0    36M|   0  36.0 | 306   613 |1.75 1.41 1.27|  0 2.0   0|   0     0 |rsyslogd             5543 0.5%   0    0 |python2              12976  14k 464B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Mar 05 00:26:07 ubuntu dstat.sh[12898]: 05-03 00:26:07|  4   1  43  52   1| 664M  306M  138M 2734M|4336B 2160B|   0  6692k|   0  62.0 | 442   901 |1.75 1.41 1.27|  0 1.0   0|   0     0 |mysqld               121801.0%   0    0 |python2              12976  14k 463B0.5%|mysqld       192M|   0     0 |  16    7    0    6    0
