-- Logs begin at Fri 2020-02-21 08:47:49 UTC, end at Fri 2020-02-21 10:15:39 UTC. --
Feb 21 09:27:15 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 09:27:15 ubuntu dstat.sh[1260]: [286B blob data]
Feb 21 09:27:15 ubuntu dstat.sh[1260]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 09:27:15 ubuntu dstat.sh[1260]: 21-02 09:27:15| 19   5  58  17   1| 457M  577M  135M 2551M|   0     0 | 195k 3325k|9.13  38.8 | 878  1537 |1.35 1.16 1.05|2.0 1.0  28|   0     0 |systemd              1    0.4%   0    0 |bash                 4437 2660k2443k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 09:27:16 ubuntu dstat.sh[1260]: 21-02 09:27:16| 11  24   1  59   4| 457M  577M  135M 2551M|5334B 2808B|   0  2996k|   0   148 |1315  2477 |1.35 1.16 1.05|  0 6.0 275|   0     0 |bash                 4437 5.0% 449k  17k|bash                 4437  449k  17k5.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 09:27:17 ubuntu dstat.sh[1260]: 21-02 09:27:17| 24  35  33   7   2| 458M  576M  135M 2551M|9562B 3282B| 148k  556k|3.00  19.0 |1537  3866 |1.35 1.16 1.05|2.0   0 290|   0     0 |systemd              1    5.0%   0    0 |bash                 4437 2397k  18k4.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 09:27:18 ubuntu dstat.sh[1260]: 21-02 09:27:18| 28  34  38   0   1| 458M  576M  135M 2551M|5781B 2916B|   0    16k|   0  4.00 |1888  6208 |1.35 1.16 1.05|1.0   0 214|   0     0 |systemd              1     17%   0    0 |bash                 4437 1534k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 09:27:19 ubuntu dstat.sh[1260]: 21-02 09:27:19| 14  14  71   0   1| 583M  451M  135M 2673M|6000B 2916B|   0     0 |   0     0 |1009  2239 |1.32 1.16 1.05|  0   0  45|   0     0 |systemd              1    9.5%   0    0 |bash                 4437  116k 392B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 21 09:27:20 ubuntu dstat.sh[1260]: 21-02 09:27:20| 16  22  61   0   1| 582M  451M  135M 2673M|5692B 2916B|   0     0 |   0     0 |1304  2873 |1.32 1.16 1.05|1.0   0 266|   0     0 |bash                 4437 5.5% 568k  17k|bash                 4437  568k  17k5.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 09:27:21 ubuntu dstat.sh[1260]: 21-02 09:27:21| 42   9  47   1   1| 604M  429M  135M 2673M|  12k 3186B| 160k    0 |7.00     0 | 841  1105 |1.32 1.16 1.05|  0 1.0  30|   0     0 |keystone-manage      2667  45%5168k  81k|keystone-manage      2667 5168k  81k 45%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 09:27:22 ubuntu dstat.sh[1260]: 21-02 09:27:22| 14   2  28  57   0| 609M  423M  135M 2674M|  15k 2970B| 548k   33M|64.0  41.0 | 639   899 |1.32 1.16 1.05|1.0   0   0|   0     0 |keystone-manage      2667  13%1259k   0 |keystone-manage      2667 1259k   0  13%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 09:27:23 ubuntu dstat.sh[1260]: 21-02 09:27:23| 46   5  47   3   0| 630M  402M  135M 2675M|6684B 3240B| 732k    0 |55.0     0 | 645   986 |1.32 1.16 1.05|1.0   0   0|   0     0 |keystone-manage      2667  47%5068k 153k|keystone-manage      2667 5068k 153k 47%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 09:27:24 ubuntu dstat.sh[1260]: 21-02 09:27:24| 46   9  42   4   1| 655M  375M  135M 2676M|7753B 3240B| 184k    0 |14.0     0 | 901  1449 |1.30 1.16 1.05|3.0   0 2.0|   0     0 |keystone-manage      2667  44%5678k 493k|keystone-manage      2667 5678k 493k 44%|mysqld       177M|   0     0 |  16    7    0    6    0
