-- Logs begin at Fri 2020-02-28 04:45:45 UTC, end at Fri 2020-02-28 06:19:48 UTC. --
Feb 28 05:38:35 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 28 05:38:36 ubuntu dstat.sh[1872]: [286B blob data]
Feb 28 05:38:36 ubuntu dstat.sh[1872]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 28 05:38:36 ubuntu dstat.sh[1872]: 28-02 05:38:36| 15   4  53  26   2| 451M  428M  113M 2721M|   0     0 | 195k 3020k|9.36  30.2 | 662  1156 |1.36 1.37 1.32|3.0   0  21|   0     0 |systemd              1    0.3%   0    0 |bash                 3615 2047k1879k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 28 05:38:37 ubuntu dstat.sh[1872]: 28-02 05:38:37| 21  36  39   1   3| 451M  427M  113M 2721M|9496B 1944B|   0    88k|   0  8.00 |1548  4214 |1.36 1.37 1.32|2.0   0 415|   0     0 |bash                 3615 7.0%1348k  26k|bash                 3615 1348k  26k7.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 28 05:38:38 ubuntu dstat.sh[1872]: 28-02 05:38:38| 10  19  44  25   1| 451M  427M  113M 2721M|5640B 1944B|   0    12k|   0  3.00 | 810  1908 |1.36 1.37 1.32|  0 1.0 176|   0     0 |bash                 3615 2.5%1476k  12k|bash                 3615 1476k  12k2.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 28 05:38:39 ubuntu dstat.sh[1872]: 28-02 05:38:39| 22  19  42  18   0| 451M  427M  113M 2722M|5404B 1944B|   0    60k|   0  5.00 | 953  4220 |1.33 1.36 1.32|2.0   0 153|   0     0 |systemd              1    9.0%   0    0 |bash                 3615 1177k  10k2.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 28 05:38:40 ubuntu dstat.sh[1872]: 28-02 05:38:40| 27  29  43   0   1| 577M  301M  113M 2844M|4163B 1986B|   0  8192B|   0  2.00 |1726  6511 |1.33 1.36 1.32|  0   0 140|   0     0 |systemd              1     20%   0    0 |bash                 3615  571k4342B1.0%|mysqld       173M|   0     0 |  15    3    0    4    0
Feb 28 05:38:41 ubuntu dstat.sh[1872]: 28-02 05:38:41|  4   6  89   0   2| 577M  301M  113M 2844M|4839B 1944B|   0     0 |   0     0 | 491   990 |1.33 1.36 1.32|2.0   0  42|   0     0 |etcd                 2961 2.5%   0    0 |bash                 3615  188k3283B1.0%|mysqld       173M|   0     0 |  15    5    0    4    0
Feb 28 05:38:42 ubuntu dstat.sh[1872]: 28-02 05:38:42| 30  22  44   1   2| 588M  290M  113M 2844M|5288B 1944B|   0   104k|   0  2.00 |1336  2926 |1.33 1.36 1.32|1.0   0 253|   0     0 |keystone-manage      3267  19%2263k  81k|keystone-manage      3267 2263k  81k 19%|mysqld       173M|   0     0 |  15    5    0    7    0
Feb 28 05:38:43 ubuntu dstat.sh[1872]: 28-02 05:38:43| 31   5  48  16   0| 603M  273M  113M 2845M|3778B 1944B| 852k    0 |71.0     0 | 625   933 |1.33 1.36 1.32|1.0   0   0|   0     0 |keystone-manage      3267  34%4165k   0 |keystone-manage      3267 4165k   0  34%|mysqld       173M|   0     0 |  15    5    0    7    0
Feb 28 05:38:44 ubuntu dstat.sh[1872]: 28-02 05:38:44| 40   4  48   8   1| 622M  253M  113M 2845M|4034B 1986B| 800k    0 |79.0     0 | 601   948 |1.30 1.36 1.31|  0 1.0   0|   0     0 |keystone-manage      3267  41%4740k  81k|keystone-manage      3267 4740k  81k 41%|mysqld       173M|   0     0 |  15    5    0    7    0
Feb 28 05:38:45 ubuntu dstat.sh[1872]: 28-02 05:38:45| 42   3  48   7   1| 646M  228M  113M 2846M|5065B 1944B| 208k    0 |18.0     0 | 533   834 |1.30 1.36 1.31|1.0   0   0|   0     0 |keystone-manage      3267  44%5898k 491k|keystone-manage      3267 5898k 491k 44%|mysqld       173M|   0     0 |  15    5    0    7    0
