"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","18 Mar 2020 23:07:06 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
18-03 23:07:06,15.230,4.304,58.260,20.886,1.321,441835520,882597888,147107840,2444124160,0,0,163720.453,2497031.044,7.571,31.885,730.915,1236.480,1.410,1.310,1.220,2,0,22.609,0,0,14,3,0,4,0
18-03 23:07:07,20.690,34.483,36.453,2.463,5.911,442175488,881676288,147111936,2444423168,4873,2160,172032,126976,3,9,1513,3785,1.410,1.310,1.220,1,0,419,0,0,14,3,0,4,0
18-03 23:07:08,24.257,32.178,38.119,0,5.446,442695680,881123328,147111936,2444521472,4796,2160,0,24576,0,6,1414,5517,1.410,1.310,1.220,2,0,271,0,0,14,3,0,4,0
18-03 23:07:09,24.378,22.886,39.303,10.448,2.985,443318272,880418816,147111936,2444636160,4670,1944,0,34500608,0,35,2188,4533,1.410,1.310,1.220,1,0,131,0,0,14,3,0,4,0
18-03 23:07:10,10.945,10.448,77.612,0,0.995,575111168,748064768,147111936,2572656640,4901,2160,0,0,0,0,898,1901,1.370,1.310,1.220,3,0,40,0,0,16,5,0,4,0
18-03 23:07:11,29.557,21.675,42.857,0,5.911,585170944,737943552,147111936,2572701696,4575,2202,0,0,0,0,1360,3119,1.370,1.310,1.220,1,0,273,0,0,16,5,0,6,0
18-03 23:07:12,25.123,3.448,46.798,23.153,1.478,596934656,725495808,147120128,2573348864,6697,1944,610304,200704,39,2,642,889,1.370,1.310,1.220,2,0,0,0,0,16,5,0,6,0
18-03 23:07:13,34.975,4.926,45.320,11.823,2.956,617050112,704675840,147128320,2573930496,4870,2160,475136,8216576,52,19,744,1051,1.370,1.310,1.220,1,0,2,0,0,16,5,0,7,0
18-03 23:07:14,27.363,3.980,46.766,19.403,2.488,627765248,693084160,147136512,2574733312,4328,2160,589824,229376,42,2,673,852,1.370,1.310,1.220,1,0,0,0,0,16,5,0,7,0
18-03 23:07:15,43.284,7.960,36.318,9.950,2.488,650276864,669040640,147259392,2575872000,4712,1944,270336,12288,15,1,1000,1458,1.580,1.350,1.240,0,2,0,0,0,16,7,0,6,0
18-03 23:07:16,11.881,6.436,42.079,37.129,2.475,660389888,658403328,147410944,2576240640,7073,2160,0,2408448,0,102,798,1591,1.580,1.350,1.240,0,1,0,0,0,16,7,0,6,0
18-03 23:07:17,3.518,0.503,45.226,50.754,0,660582400,657969152,147492864,2576371712,4656,2160,0,937984,0,65,527,1059,1.580,1.350,1.240,0,1,0,0,0,16,7,0,6,0
