-- Logs begin at Wed 2020-02-19 21:09:38 UTC, end at Wed 2020-02-19 23:07:22 UTC. --
Feb 19 22:08:16 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 19 22:08:18 ubuntu dstat.sh[1457]: [286B blob data]
Feb 19 22:08:18 ubuntu dstat.sh[1457]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 19 22:08:18 ubuntu dstat.sh[1457]: 19-02 22:08:18| 13   4  56  25   2| 460M  602M  134M 2525M|   0     0 | 126k 2271k|5.85  27.2 | 660  1119 |1.38 1.55 1.44|  0 1.0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 4539 1811k1642k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 22:08:19 ubuntu dstat.sh[1457]: 19-02 22:08:19| 23  31  34   6   6| 460M  600M  134M 2525M|5147B 3132B| 172k  160k|2.00  12.0 |1456  3606 |1.38 1.55 1.44|1.0   0 231|   0     0 |systemd              1     12%   0    0 |bash                 4539 1523k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 22:08:20 ubuntu dstat.sh[1457]: 19-02 22:08:20| 31  32  36   0   2| 585M  475M  134M 2648M|5572B 2862B|   0  8192B|   0  2.00 |1594  5282 |1.35 1.54 1.44|  0   0 153|   0     0 |systemd              1     20%   0    0 |bash                 4539  862k5825B1.0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 19 22:08:21 ubuntu dstat.sh[1457]: 19-02 22:08:21| 19  26  53   0   3| 590M  470M  134M 2648M|4773B 2970B|   0     0 |   0     0 |1417  3192 |1.35 1.54 1.44|3.0   0 294|   0     0 |bash                 4539 5.5% 601k  18k|keystone-manage      2869  606k  42k4.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 22:08:22 ubuntu dstat.sh[1457]: 19-02 22:08:22| 32   6  47  14   1| 607M  452M  134M 2648M|5362B 2916B| 304k    0 |14.0     0 | 618   828 |1.35 1.54 1.44|  0 1.0 1.0|   0     0 |keystone-manage      2869  36%4634k  38k|keystone-manage      2869 4634k  38k 36%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 22:08:23 ubuntu dstat.sh[1457]: 19-02 22:08:23|  7   2  12  77   2| 608M  451M  134M 2648M|5160B 2916B| 220k 4720k|27.0  55.0 | 615   877 |1.35 1.54 1.44|  0 2.0   0|   0     0 |keystone-manage      2869 5.0% 197k   0 |keystone-manage      2869  197k   0 5.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 22:08:24 ubuntu dstat.sh[1457]: 19-02 22:08:24|  6   2   0  90   1| 610M  449M  134M 2648M|5970B 2916B|  52k 4008k|9.00  39.0 | 547   984 |1.35 1.54 1.44|  0 2.0   0|   0     0 |keystone-manage      2869 4.0% 380k   0 |keystone-manage      2869  380k   0 4.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 22:08:25 ubuntu dstat.sh[1457]: 19-02 22:08:25|  8   2  19  64   7| 615M  444M  134M 2649M|5819B 2916B| 284k   26M|28.0  26.0 | 581   987 |1.40 1.54 1.44|2.0   0   0|   0     0 |keystone-manage      2869  10%1069k  46k|keystone-manage      2869 1069k  46k 10%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 22:08:26 ubuntu dstat.sh[1457]: 19-02 22:08:26| 35   4  45   8   8| 628M  431M  134M 2649M|5115B 2904B|  76k    0 |11.0     0 | 635   960 |1.40 1.54 1.44|  0 1.0   0|   0     0 |keystone-manage      2869  39%3180k   0 |keystone-manage      2869 3180k   0  39%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 22:08:27 ubuntu dstat.sh[1457]: 19-02 22:08:27| 20   4  46  26   5| 640M  418M  134M 2649M|7388B 3228B| 556k    0 |38.0     0 | 632  1045 |1.40 1.54 1.44|2.0   0   0|   0     0 |keystone-manage      2869  21%3129k 107k|keystone-manage      2869 3129k 107k 21%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 22:08:28 ubuntu dstat.sh[1457]: 19-02 22:08:28| 44   8  35   5   7| 659M  398M  135M 2650M|5554B 2808B| 184k  964k|14.0  5.00 | 754  1557 |1.40 1.54 1.44|1.0 1.0   0|   0     0 |keystone-manage      2869  41%3965k 494k|keystone-manage      2869 3965k 494k 41%|mysqld       177M|   0     0 |  16    7    0    6    0
Feb 19 22:08:29 ubuntu dstat.sh[1457]: 19-02 22:08:29| 10   7  39  35   9| 668M  388M  135M 2651M|4470B 3024B|   0  1660k|   0   116 | 620  1360 |1.40 1.54 1.44|  0 1.0   0|   0     0 |keystone-manage      2869 8.0%  38k  53k|keystone-manage      2869   38k  53k8.0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 22:08:30 ubuntu dstat.sh[1457]: 19-02 22:08:30|  2   2  47  44   4| 669M  387M  135M 2651M|5868B 3348B|   0   880k|   0  64.0 | 638  1135 |1.45 1.55 1.45|  0 1.0 2.0|   0     0 |conntrackd           171731.5%   0    0 |python2              2189   14k 475B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 19 22:08:31 ubuntu dstat.sh[1457]: 19-02 22:08:31|  3   2  48  45   3| 669M  386M  135M 2651M|8064B 2916B|   0  1348k|   0  94.0 | 730  1227 |1.45 1.55 1.45|  0 1.0   0|   0     0 |mysqld               717  1.5%   0    0 |python2              2189   14k 464B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 22:08:32 ubuntu dstat.sh[1457]: 19-02 22:08:32|  3   2  47  43   5| 670M  385M  135M 2652M|  10k 3240B|   0  1128k|   0  83.0 | 744  1164 |1.45 1.55 1.45|  0 1.0   0|   0     0 |mysqld               717  1.5%   0    0 |python2              2189   14k 465B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 22:08:33 ubuntu dstat.sh[1457]: 19-02 22:08:33|  4   3  46  46   2| 670M  385M  135M 2652M|7823B 3240B|   0  1064k|   0  84.0 | 811  1241 |1.45 1.55 1.45|  0 1.0   0|   0     0 |mysqld               717  2.5%   0    0 |python2              2189   14k 464B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 19 22:08:34 ubuntu dstat.sh[1457]: 19-02 22:08:34|  7   4  40  47   3| 670M  384M  135M 2652M|5266B 3240B|   0   560k|   0  56.0 | 652  1270 |1.45 1.55 1.45|  0 1.0   0|   0     0 |mysqld               717  8.5%   0    0 |python2              2189   14k 451B0.5%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 19 22:08:35 ubuntu dstat.sh[1457]: 19-02 22:08:35|  8  10  36  46   2| 672M  383M  135M 2652M|5719B 3240B|   0  1684k|   0  61.0 | 603  1051 |1.41 1.54 1.45|1.0 1.0   0|   0     0 |mysqld               717   15%   0    0 |python2              2189   14k 471B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 19 22:08:36 ubuntu dstat.sh[1457]: 19-02 22:08:36|  5   5  44  44   2| 671M  384M  135M 2652M|9739B 3132B|   0  1832k|   0  73.0 | 600  1107 |1.41 1.54 1.45|2.0 1.0   0|   0     0 |mysqld               717  7.5%   0    0 |python2              2189   14k 452B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
