"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","10 Mar 2020 19:42:59 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","lis","act","syn","tim","clo"
10-03 19:42:59,15.956,4.578,55.202,22.805,1.458,441556992,562466816,144998400,2749718528,0,0,178839.392,3125623.459,8.029,34.744,784.145,1379.843,1.120,1.160,1.150,2,0,23.893,0,0,14,3,0,4,0
10-03 19:43:00,22.772,33.168,38.614,1.980,3.465,441278464,562122752,145010688,2750087168,5350,2040,233472,126976,3,9,1689,3954,1.120,1.160,1.150,2,0,410,0,0,14,3,0,4,0
10-03 19:43:01,26.263,27.273,40.909,0.505,5.051,441602048,561594368,145010688,2750263296,3337,1890,0,20480,0,5,1533,5833,1.110,1.150,1.150,2,0,239,0,0,14,3,0,4,0
10-03 19:43:02,26.866,26.866,35.821,0,10.448,442773504,560377856,145010688,2750263296,4823,1986,0,12288,0,3,1313,6503,1.110,1.150,1.150,1,0,163,0,0,14,3,0,4,0
10-03 19:43:03,5.941,8.416,80.693,0,4.950,571977728,430809088,145010688,2878316544,3798,1944,0,0,0,0,1018,2831,1.110,1.150,1.150,3,0,29,0,0,16,5,0,4,0
10-03 19:43:04,11.504,23.894,40.708,0,23.894,573775872,428978176,145010688,2878341120,3914,1566,0,0,0,0,1249,2718,1.110,1.150,1.150,2,0,283,0,0,16,5,0,6,0
10-03 19:43:05,35.821,6.468,44.279,9.453,3.980,595361792,407068672,145018880,2878623744,5841,2106,196608,147456,11,2,501,664,1.110,1.150,1.150,0,1,1,0,0,16,5,0,6,0
10-03 19:43:06,32.512,3.941,47.291,14.286,1.970,616067072,385544192,145022976,2879344640,5566,1890,688128,0,73,0,654,809,1.100,1.150,1.150,1,0,0,0,0,16,5,0,6,0
10-03 19:43:07,42,3.500,47,6,1.500,636518400,363991040,145039360,2880241664,4602,1944,638976,0,44,0,669,742,1.100,1.150,1.150,1,0,2,0,0,16,5,0,6,0
10-03 19:43:08,32.512,10.345,33.005,13.793,10.345,656986112,342114304,145186816,2881318912,4858,1998,139264,1437696,12,28,896,1469,1.100,1.150,1.150,3,0,0,0,0,16,7,0,6,0
10-03 19:43:09,7.576,4.040,44.444,42.424,1.515,659681280,338935808,145317888,2881671168,3073,1674,0,1437696,0,92,486,1064,1.100,1.150,1.150,0,1,0,0,0,16,7,0,6,0
10-03 19:43:10,1.990,0.995,49.751,47.264,0,659759104,338731008,145367040,2881744896,3883,1998,0,524288,0,33,299,651,1.100,1.150,1.150,0,2,0,0,0,16,7,0,6,0
10-03 19:43:11,3.046,0.508,50.254,46.193,0,659980288,337932288,145481728,2882183168,4783,1944,0,1392640,0,100,450,1041,1.170,1.160,1.150,0,1,0,0,0,16,7,0,6,0
10-03 19:43:12,1.980,1.980,49.505,45.545,0.990,660373504,337252352,145612800,2882334720,6294,1944,0,1241088,0,83,444,949,1.170,1.160,1.150,0,1,0,0,0,16,7,0,6,0
10-03 19:43:13,3.518,1.005,50.754,44.724,0,660815872,336314368,145731584,2882686976,6488,1944,0,1236992,0,88,458,1010,1.170,1.160,1.150,0,1,0,0,0,16,7,0,6,0
10-03 19:43:14,9.694,7.653,36.224,45.918,0.510,661467136,335396864,145874944,2882805760,6844,1944,0,1134592,0,118,606,1609,1.170,1.160,1.150,1,1,0,0,0,16,7,0,6,0
10-03 19:43:15,7.500,9.500,40,41,2,661975040,334573568,146067456,2882928640,3881,1944,0,1294336,0,130,837,2054,1.170,1.160,1.150,0,1,0,0,0,16,7,0,6,0
