-- Logs begin at Wed 2020-04-01 08:29:10 UTC, end at Wed 2020-04-01 10:03:10 UTC. --
Apr 01 09:11:11 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 09:11:12 ubuntu dstat.sh[2684]: [286B blob data]
Apr 01 09:11:12 ubuntu dstat.sh[2684]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 09:11:12 ubuntu dstat.sh[2684]: 01-04 09:11:11| 17   5  58  19   1| 418M  583M 85.0M 2646M|   0     0 | 260k 3688k|12.5  36.7 | 838  1494 |1.47 1.24 1.13|2.0   0  27|   0     0 |systemd              1    0.4%   0    0 |bash                 3870 2511k2318k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 09:11:12 ubuntu dstat.sh[2684]: 01-04 09:11:12| 20  37  39   1   3| 420M  580M 85.0M 2646M|8651B 1944B|   0   316k|   0  12.0 |1480  3920 |1.47 1.24 1.13|2.0   0 439|   0     0 |bash                 3870 7.0%1820k  27k|bash                 3870 1820k  27k7.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 09:11:13 ubuntu dstat.sh[2684]: 01-04 09:11:13| 23  33  40   0   5| 419M  582M 85.0M 2646M|4377B 1944B|   0    20k|   0  5.00 |1839  5153 |1.47 1.24 1.13|1.0   0 256|   0     0 |systemd              1     11%   0    0 |bash                 3870 1940k  17k3.0%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 01 09:11:15 ubuntu dstat.sh[2684]: 01-04 09:11:14| 29  28  39   0   4| 508M  492M 85.0M 2733M|3116B 2106B|   0  8192B|   0  2.00 |2704  8789 |1.47 1.24 1.13|3.0   0 143|   0     0 |systemd              1     20%   0    0 |bash                 3870  763k5285B1.0%|mysqld       173M|   0     0 |  15    3    0    5    0
Apr 01 09:11:16 ubuntu dstat.sh[2684]: 01-04 09:11:15|  7  13  78   0   2| 544M  456M 85.0M 2769M|5306B 1944B|   0     0 |   0     0 | 862  1946 |1.43 1.24 1.13|1.0   0 153|   0     0 |bash                 3870 3.0% 299k7890B|bash                 3870  299k7890B3.0%|mysqld       173M|   0     0 |  15    5    0    5    0
Apr 01 09:11:16 ubuntu dstat.sh[2684]: 01-04 09:11:16| 36  14  45   0   5| 561M  439M 85.0M 2769M|4142B 1944B|   0     0 |   0     0 | 862  1895 |1.43 1.24 1.13|1.0   0 146|   0     0 |keystone-manage      4082  31%4282k  81k|keystone-manage      4082 4282k  81k 31%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 09:11:17 ubuntu dstat.sh[2684]: 01-04 09:11:17| 30   4  47  18   2| 578M  421M 85.6M 2770M|3500B 1944B|1684k  264k| 229  2.00 | 722  1250 |1.43 1.24 1.13|1.0   0   0|   0     0 |keystone-manage      4082  32%3676k  46k|keystone-manage      4082 3676k  46k 32%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 09:11:18 ubuntu dstat.sh[2684]: 01-04 09:11:18| 45   4  47   3   2| 596M  402M 85.6M 2771M|3568B 1944B| 668k    0 |55.0     0 | 567   816 |1.43 1.24 1.13|1.0   0   0|   0     0 |keystone-manage      4082  47%4953k 107k|keystone-manage      4082 4953k 107k 47%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 01 09:11:20 ubuntu dstat.sh[2684]: 01-04 09:11:19| 42  11  39   9   1| 622M  374M 85.7M 2772M|3734B 1944B| 196k 1496k|17.0  28.0 | 966  1564 |1.43 1.24 1.13|2.0   0   0|   0     0 |keystone-manage      4082  35%3707k 529k|keystone-manage      4082 3707k 529k 35%|mysqld       184M|   0     0 |  15    7    0    7    0
Apr 01 09:11:20 ubuntu dstat.sh[2684]: 01-04 09:11:20|  7   2  47  44   0| 623M  372M 85.9M 2772M|3613B 1944B|   0  1448k|   0  97.0 | 646  1210 |1.56 1.27 1.14|  0 1.0   0|   0     0 |python2              1595 2.5%  13k  15k|python2              1595   13k  15k2.5%|mysqld       186M|   0     0 |  15    7    0    7    0
