-- Logs begin at Tue 2020-02-25 15:42:35 UTC, end at Wed 2020-02-26 20:25:32 UTC. --
Feb 26 19:08:27 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 26 19:08:27 ubuntu dstat.sh[13435]: [286B blob data]
Feb 26 19:08:27 ubuntu dstat.sh[13435]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 26 19:08:27 ubuntu dstat.sh[13435]: 26-02 19:08:27|  1   0  98   1   0| 454M  636M  135M 2486M|   0     0 |4836B   83k|0.28  1.03 |  77    80 |1.15 1.09 1.04|1.0   0 0.8|   0     0 |rcu_sched            8    0.0%   0    0 |bash                 16851  64k  59k0.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 19:08:28 ubuntu dstat.sh[13435]: 26-02 19:08:28| 17  37  34   4   7| 454M  636M  135M 2486M|3873B 2160B| 308k   18M|4.00  26.0 |1339  3356 |1.15 1.09 1.04|1.0   0 356|   0     0 |bash                 168518.0% 831k  22k|bash                 16851 831k  22k8.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 19:08:29 ubuntu dstat.sh[13435]: 26-02 19:08:29| 14  31  33  12  11| 454M  635M  135M 2486M|4223B 1944B|  52k   15M|1.00  23.0 |1082  2375 |1.15 1.09 1.04|3.0   0 251|   0     0 |bash                 168515.0%2113k  17k|bash                 168512113k  17k5.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 19:08:30 ubuntu dstat.sh[13435]: 26-02 19:08:30| 21  30  35   0  14| 454M  636M  135M 2486M|5676B 2160B|   0    12k|   0  3.00 |1308  3894 |1.14 1.08 1.04|1.0   0 181|   0     0 |systemd              1     11%   0    0 |bash                 168511111k  11k2.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 19:08:31 ubuntu dstat.sh[13435]: 26-02 19:08:31| 29  22  30   0  19| 455M  634M  135M 2487M|4755B 1944B|   0  4096B|   0  1.00 |1416  4836 |1.14 1.08 1.04|1.0   0  89|   0     0 |systemd              1     22%   0    0 |bash                 16851 423k2342B1.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 26 19:08:32 ubuntu dstat.sh[13435]: 26-02 19:08:32| 14  25  52   0   9| 579M  510M  135M 2609M|4536B 2160B|   0     0 |   0     0 |1550  4028 |1.14 1.08 1.04|3.0   0 208|   0     0 |systemd              1    4.5%   0    0 |bash                 16851 466k  11k4.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 26 19:08:33 ubuntu dstat.sh[13435]: 26-02 19:08:33| 32  16  41   2   9| 590M  499M  135M 2609M|3880B 2202B|   0   128k|   0  2.00 | 908  1811 |1.14 1.08 1.04|1.0   0 107|   0     0 |keystone-manage      14838 31%2365k  81k|keystone-manage      148382365k  81k 31%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 26 19:08:34 ubuntu dstat.sh[13435]: 26-02 19:08:34| 31   5  44  12   8| 612M  476M  135M 2610M|4063B 2052B| 796k    0 |71.0     0 | 565   864 |1.14 1.08 1.04|1.0   0   0|   0     0 |keystone-manage      14838 38%5617k  46k|keystone-manage      148385617k  46k 38%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 26 19:08:35 ubuntu dstat.sh[13435]: 26-02 19:08:35| 46   4  46   1   3| 634M  453M  135M 2610M|5318B 2052B| 572k    0 |41.0     0 | 554   764 |1.12 1.08 1.04|1.0   0   0|   0     0 |keystone-manage      14838 48%5879k 124k|keystone-manage      148385879k 124k 48%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 26 19:08:36 ubuntu dstat.sh[13435]: 26-02 19:08:36| 41  14  35   8   1| 660M  426M  135M 2611M|4450B 2160B| 176k 1328k|13.0  28.0 |1067  1797 |1.12 1.08 1.04|2.0   0   0|   0     0 |keystone-manage      14838 35%3366k 530k|keystone-manage      148383366k 530k 35%|mysqld       184M|   0     0 |  16    7    0    7    0
Feb 26 19:08:37 ubuntu dstat.sh[13435]: 26-02 19:08:37|  6   3  47  43   3| 662M  424M  135M 2612M|6027B 2202B|   0  1580k|   0   108 | 830  1261 |1.12 1.08 1.04|  0 1.0   0|   0     0 |jbd2/vda1-8          291  1.5%   0    0 |python2              145429629B  10k1.5%|mysqld       186M|   0     0 |  16    7    0    7    0
Feb 26 19:08:38 ubuntu dstat.sh[13435]: 26-02 19:08:38|  3   2  48  47   1| 662M  423M  135M 2612M|5346B 2160B|   0  1196k|   0  86.0 | 698  1140 |1.12 1.08 1.04|  0 1.0   0|   0     0 |mysqld               127131.5%   0    0 |python2              13497  14k 464B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Feb 26 19:08:39 ubuntu dstat.sh[13435]: 26-02 19:08:39|  4   1  50  46   0| 663M  422M  135M 2612M|5169B 2160B|   0  1132k|   0  82.0 | 645  1111 |1.12 1.08 1.04|  0 1.0   0|   0     0 |keystone-manage      148381.0%   0    0 |python2              13497  14k 446B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Feb 26 19:08:40 ubuntu dstat.sh[13435]: 26-02 19:08:40|  3   2  46  49   1| 663M  422M  136M 2612M|5705B 2160B|   0   788k|   0  59.0 | 471   979 |1.19 1.10 1.04|  0 1.0   0|   0     0 |mysqld               127130.5%   0    0 |python2              13497  14k 462B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
Feb 26 19:08:41 ubuntu dstat.sh[13435]: 26-02 19:08:41|  3   2  43  50   2| 663M  421M  136M 2613M|5262B 2160B|   0   784k|   0  53.0 | 495   951 |1.19 1.10 1.04|  0 1.0   0|   0     0 |mysqld               127131.0%   0    0 |python2              13497  14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Feb 26 19:08:42 ubuntu dstat.sh[13435]: 26-02 19:08:42|  7   7  43  43   1| 663M  420M  136M 2613M|3817B 1944B|   0   848k|   0  86.0 | 701  1337 |1.19 1.10 1.04|1.0 1.0   0|   0     0 |mysqld               12713 13%   0    0 |python2              13497  14k 453B0.5%|mysqld       188M|   0     0 |  16    7    0    7    0
Feb 26 19:08:43 ubuntu dstat.sh[13435]: 26-02 19:08:43|  8   7  45  39   1| 664M  419M  136M 2613M|4661B 2160B|   0   852k|   0  85.0 | 818  1549 |1.19 1.10 1.04|  0 1.0 2.0|   0     0 |mysqld               12713 11%   0    0 |python2              13497  14k 469B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Feb 26 19:08:44 ubuntu dstat.sh[13435]: 26-02 19:08:44|  7   6  42  43   2| 664M  419M  136M 2613M|7275B 2160B|   0  2904k|   0   103 | 665   993 |1.19 1.10 1.04|1.0   0   0|   0     0 |mysqld               12713 11%   0    0 |python2              13497  14k 469B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Feb 26 19:08:45 ubuntu dstat.sh[13435]: 26-02 19:08:45|  6   5  43  44   4| 665M  419M  136M 2613M|9256B 2160B|   0   616k|   0  60.0 | 715  1250 |1.34 1.13 1.05|  0 1.0   0|   0     0 |mysqld               127137.0%   0    0 |python2              13497  14k 469B0.5%|mysqld       189M|   0     0 |  16    7    0    7    0
Feb 26 19:08:46 ubuntu dstat.sh[13435]: 26-02 19:08:46| 12  10  37  38   5| 665M  418M  136M 2613M|  15k 2160B|   0  1432k|   0   123 | 934  1635 |1.34 1.13 1.05|  0 1.0   0|   0     0 |mysqld               12713 18%   0    0 |python2              13497  14k 468B  0%|mysqld       189M|   0     0 |  16    7    0    7    0
Feb 26 19:08:47 ubuntu dstat.sh[13435]: 26-02 19:08:47|  8   9  40  39   5| 665M  418M  136M 2613M|4552B 1944B|   0   516k|   0  49.0 | 606  1049 |1.34 1.13 1.05|  0 1.0   0|   0     0 |mysqld               12713 16%   0    0 |python2              13497  14k 463B  0%|mysqld       189M|   0     0 |  16    7    0    7    0
Feb 26 19:08:48 ubuntu dstat.sh[13435]: 26-02 19:08:48| 13  11  39  34   3| 666M  417M  136M 2613M|6039B 2160B|   0  1172k|   0   101 | 828  1584 |1.34 1.13 1.05|1.0 1.0   0|   0     0 |mysqld               12713 22%   0    0 |python2              13497  14k 472B0.5%|mysqld       189M|   0     0 |  16    7    0    7    0
Feb 26 19:08:49 ubuntu dstat.sh[13435]: 26-02 19:08:49| 13  10  38  39   1| 666M  417M  136M 2613M|  11k 1944B|   0  1032k|   0  86.0 | 680  1266 |1.34 1.13 1.05|  0 1.0   0|   0     0 |mysqld               12713 18%   0    0 |python2              13497  14k 467B  0%|mysqld       190M|   0     0 |  16    7    0    7    0
