-- Logs begin at Wed 2020-02-19 17:04:14 UTC, end at Wed 2020-02-19 19:11:16 UTC. --
Feb 19 18:02:55 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 19 18:02:55 ubuntu dstat.sh[1386]: [286B blob data]
Feb 19 18:02:55 ubuntu dstat.sh[1386]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 19 18:02:55 ubuntu dstat.sh[1386]: 19-02 18:02:55| 13   4  55  26   2| 459M  704M  135M 2426M|   0     0 | 134k 2264k|6.13  27.3 | 649  1072 |1.47 1.35 1.34|2.0   0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 4428 1806k1638k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 18:02:56 ubuntu dstat.sh[1386]: 19-02 18:02:56| 16  31  38   2  14| 460M  702M  135M 2427M|6141B 3240B| 900k  120k|9.00  7.00 |1390  3072 |1.47 1.35 1.34|1.0   0 317|   0     0 |bash                 4428 7.5% 785k  20k|bash                 4428  785k  20k7.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 18:02:57 ubuntu dstat.sh[1386]: 19-02 18:02:57| 10  16  27  44   4| 459M  703M  135M 2427M|5501B 3240B|   0  1100k|   0   105 | 951  1652 |1.47 1.35 1.34|1.0 2.0 140|   0     0 |bash                 4428 2.5%1344k9966B|bash                 4428 1344k9966B2.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 18:02:58 ubuntu dstat.sh[1386]: 19-02 18:02:58| 23  31  34   3   9| 459M  703M  135M 2427M|6791B 2916B|   0    34M|   0  71.0 |1738  4539 |1.47 1.35 1.34|2.0   0 209|   0     0 |systemd              1     11%   0    0 |bash                 4428 1504k  13k3.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 19 18:02:59 ubuntu dstat.sh[1386]: 19-02 18:02:59| 30  31  38   0   1| 459M  703M  135M 2427M|6105B 3240B|   0  8192B|   0  2.00 |2165  5613 |1.47 1.35 1.34|2.0   0 155|   0     0 |systemd              1     22%   0    0 |bash                 4428  887k7098B1.5%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 19 18:03:00 ubuntu dstat.sh[1386]: 19-02 18:03:00|  5   5  89   0   1| 585M  577M  135M 2549M|7317B 3240B|   0     0 |   0     0 | 870  1874 |1.68 1.39 1.36|6.0   0  26|   0     0 |etcd                 2488 3.5%   0    0 |bash                 4428  145k1472B0.5%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 19 18:03:01 ubuntu dstat.sh[1386]: 19-02 18:03:01| 25  30  43   1   1| 593M  568M  135M 2549M|  25k 3240B|   0   136k|   0  2.00 |1434  3294 |1.68 1.39 1.36|1.0   0 288|   0     0 |keystone-manage      2795  13%1685k  81k|keystone-manage      2795 1685k  81k 13%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 18:03:02 ubuntu dstat.sh[1386]: 19-02 18:03:02| 35   7  44   7   7| 608M  553M  135M 2550M|  17k 2862B| 496k    0 |44.0     0 | 888  1182 |1.68 1.39 1.36|3.0   0   0|   0     0 |keystone-manage      2795  42%4080k   0 |keystone-manage      2795 4080k   0  42%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 18:03:03 ubuntu dstat.sh[1386]: 19-02 18:03:03| 18   4  40  29   8| 619M  542M  135M 2550M|7544B 3294B| 316k  696k|34.0  74.0 | 733   812 |1.68 1.39 1.36|  0 2.0   0|   0     0 |keystone-manage      2795  20%2301k  46k|keystone-manage      2795 2301k  46k 20%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 19 18:03:04 ubuntu dstat.sh[1386]: 19-02 18:03:04| 34   3  30   5  28| 629M  531M  135M 2551M|5701B 2970B| 604k   60k|45.0  11.0 | 648   838 |1.68 1.39 1.36|3.0   0   0|   0     0 |keystone-manage      2795  43%2746k   0 |keystone-manage      2795 2746k   0  43%|mysqld       173M|   0     0 |  16    5    0    6    0
