-- Logs begin at Thu 2020-04-02 11:29:54 UTC, end at Thu 2020-04-02 13:00:31 UTC. --
Apr 02 12:11:23 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 12:11:23 ubuntu dstat.sh[1699]: [286B blob data]
Apr 02 12:11:23 ubuntu dstat.sh[1699]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 12:11:23 ubuntu dstat.sh[1699]: 02-04 12:11:23| 17   5  54  22   2| 425M  733M 87.1M 2496M|   0     0 | 187k 3154k|10.7  36.5 | 755  1325 |1.13 1.25 1.23|3.0   0  27|   0     0 |systemd              1    0.5%   0    0 |bash                 4211 2493k2318k0.2%|mysqld       174M|   0     0 |  14    3    0    6    0
Apr 02 12:11:24 ubuntu dstat.sh[1699]: 02-04 12:11:24| 21  38  36   3   3| 419M  737M 87.1M 2496M|4321B 1944B| 280k  124k|4.00  8.00 |1434  3779 |1.13 1.25 1.23|3.0   0 420|   0     0 |bash                 4211 7.0%1374k  27k|bash                 4211 1374k  27k7.0%|mysqld       174M|   0     0 |  14    3    0    6    0
Apr 02 12:11:25 ubuntu dstat.sh[1699]: 02-04 12:11:25| 28  32  39   0   2| 420M  737M 87.1M 2496M|3951B 2160B|   0    20k|   0  5.00 |1763  4894 |1.13 1.25 1.23|2.0   0 249|   0     0 |systemd              1     13%   0    0 |bash                 4211 2010k  16k3.5%|mysqld       174M|   0     0 |  14    3    0    6    0
Apr 02 12:11:26 ubuntu dstat.sh[1699]: 02-04 12:11:26| 29  33  36   0   2| 421M  736M 87.1M 2496M|5648B 1944B|   0    16k|   0  4.00 |1737  5939 |1.13 1.25 1.23|1.0   0 201|   0     0 |systemd              1     17%   0    0 |bash                 4211 1094k9863B2.5%|mysqld       174M|   0     0 |  14    3    0    6    0
Apr 02 12:11:27 ubuntu dstat.sh[1699]: 02-04 12:11:27| 12  20  36  30   2| 545M  611M 87.1M 2618M|2964B 1944B|   0    19M|   0   114 |1578  3477 |1.13 1.25 1.23|3.0 1.0 176|   0     0 |systemd              1    4.0%   0    0 |bash                 4211  415k8282B3.0%|mysqld       174M|   0     0 |  16    5    0    6    0
Apr 02 12:11:28 ubuntu dstat.sh[1699]: 02-04 12:11:28| 34  18  44   2   2| 560M  597M 87.1M 2618M|6341B 2160B|   0    15M|   0  18.0 |1011  2031 |1.12 1.25 1.23|1.0   0 138|   0     0 |keystone-manage      3092  32%3502k  81k|keystone-manage      3092 3502k  81k 32%|mysqld       174M|   0     0 |  16    5    0    8    0
Apr 02 12:11:29 ubuntu dstat.sh[1699]: 02-04 12:11:29| 36   5  46  14   0| 583M  572M 87.7M 2619M|4353B 1944B|1744k  268k| 237  2.00 | 772  1297 |1.12 1.25 1.23|1.0   0   0|   0     0 |keystone-manage      3092  39%5829k  46k|keystone-manage      3092 5829k  46k 39%|mysqld       174M|   0     0 |  16    5    0    8    0
Apr 02 12:11:30 ubuntu dstat.sh[1699]: 02-04 12:11:30| 44   4  47   3   1| 604M  550M 87.7M 2620M|4096B 1944B| 680k    0 |50.0     0 | 603   760 |1.12 1.25 1.23|1.0   0   0|   0     0 |keystone-manage      3092  46%5381k 228k|keystone-manage      3092 5381k 228k 46%|mysqld       174M|   0     0 |  16    5    0    8    0
Apr 02 12:11:31 ubuntu dstat.sh[1699]: 02-04 12:11:31| 30  10  23  37   1| 615M  538M 87.7M 2621M|4258B 1944B| 108k 1324k|10.0  11.0 | 699  1147 |1.12 1.25 1.23|  0 1.0   0|   0     0 |keystone-manage      3092  22%1872k 375k|keystone-manage      3092 1872k 375k 22%|mysqld       178M|   0     0 |  16    7    0    8    0
Apr 02 12:11:32 ubuntu dstat.sh[1699]: 02-04 12:11:32|  9   4  46  42   0| 624M  528M 87.8M 2622M|6045B 2038B|   0   564k|   0  38.0 | 638  1111 |1.12 1.25 1.23|  0 1.0   0|   0     0 |keystone-manage      3092 4.0%  38k  53k|keystone-manage      3092   38k  53k4.0%|mysqld       186M|   0     0 |  16    7    0    8    0
