-- Logs begin at Thu 2020-02-27 20:32:15 UTC, end at Thu 2020-02-27 22:11:14 UTC. --
Feb 27 21:20:52 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 27 21:20:52 ubuntu dstat.sh[32767]: [286B blob data]
Feb 27 21:20:52 ubuntu dstat.sh[32767]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 27 21:20:52 ubuntu dstat.sh[32767]: 27-02 21:20:52| 15   5  52  25   3| 451M  578M  140M 2551M|   0     0 | 159k 2485k|7.37  30.7 | 697  1211 |1.47 1.41 1.36|1.0   0  22|   0     0 |systemd              1    0.4%   0    0 |bash                 3272 2174k2004k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 27 21:20:53 ubuntu dstat.sh[32767]: 27-02 21:20:53| 20  34  40   1   5| 451M  578M  140M 2551M|4795B 2160B| 308k   33M|4.00  43.0 |1536  4019 |1.47 1.41 1.36|2.0   0 410|   0     0 |bash                 3272 7.5%1525k  26k|bash                 3272 1525k  26k7.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 27 21:20:54 ubuntu dstat.sh[32767]: 27-02 21:20:54| 28  30  39   1   3| 451M  577M  140M 2552M|4838B 2160B|   0    24k|   0  6.00 |1947  5809 |1.51 1.42 1.37|1.0   0 265|   0     0 |systemd              1     11%   0    0 |bash                 3272 2126k  17k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Feb 27 21:20:55 ubuntu dstat.sh[32767]: 27-02 21:20:55| 28  33  38   0   2| 479M  549M  140M 2577M|4615B 2160B|   0    12k|   0  3.00 |2466  8525 |1.51 1.42 1.37|1.0   0 180|   0     0 |systemd              1     19%   0    0 |bash                 3272  898k7632B1.5%|mysqld       173M|   0     0 |  16    3    0    5    0
Feb 27 21:20:56 ubuntu dstat.sh[32767]: 27-02 21:20:56| 13  23  60   0   3| 576M  452M  140M 2674M|5877B 2160B|   0     0 |   0     0 |1595  3269 |1.51 1.42 1.37|1.0   0 259|   0     0 |bash                 3272 5.0% 497k  15k|bash                 3272  497k  15k5.0%|mysqld       173M|   0     0 |  16    7    0    6    0
Feb 27 21:20:57 ubuntu dstat.sh[32767]: 27-02 21:20:57| 40   8  47   4   1| 597M  430M  140M 2674M|5015B 2052B| 112k    0 |3.00     0 | 807  1177 |1.51 1.42 1.37|1.0 1.0  38|   0     0 |keystone-manage      1733  39%5082k  81k|keystone-manage      1733 5082k  81k 39%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 27 21:20:58 ubuntu dstat.sh[32767]: 27-02 21:20:58|  9   2  42  47   1| 600M  427M  140M 2674M|4763B 2052B| 580k  248k|48.0  2.00 | 543   773 |1.51 1.42 1.37|1.0   0   0|   0     0 |keystone-manage      1733 8.5% 704k   0 |keystone-manage      1733  704k   0 8.5%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 27 21:20:59 ubuntu dstat.sh[32767]: 27-02 21:20:59| 26   3  47  22   1| 617M  409M  140M 2675M|5783B 2202B| 284k    0 |29.0     0 | 510   821 |1.47 1.41 1.36|2.0   0   0|   0     0 |keystone-manage      1733  26%4037k  46k|keystone-manage      1733 4037k  46k 26%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 27 21:21:00 ubuntu dstat.sh[32767]: 27-02 21:21:00| 33   3  48  15   2| 627M  398M  140M 2676M|4987B 2160B| 572k    0 |41.0     0 | 574   811 |1.47 1.41 1.36|1.0   0   0|   0     0 |keystone-manage      1733  35%2722k 107k|keystone-manage      1733 2722k 107k 35%|mysqld       173M|   0     0 |  16    5    0    7    0
Feb 27 21:21:01 ubuntu dstat.sh[32767]: 27-02 21:21:01| 36   4  44   9   6| 646M  379M  140M 2676M|4014B 1944B| 228k    0 |14.0     0 | 623   940 |1.47 1.41 1.36|2.0   0   0|   0     0 |keystone-manage      1733  40%4647k 438k|keystone-manage      1733 4647k 438k 40%|mysqld       173M|   0     0 |  16    7    0    7    0
Feb 27 21:21:02 ubuntu dstat.sh[32767]: 27-02 21:21:02| 16   6  29  42   7| 650M  374M  140M 2677M|5766B 2160B|   0   960k|   0  7.00 | 492  1217 |1.47 1.41 1.36|  0 1.0 2.0|   0     0 |python2              1550  13%  69k  76k|python3.6            7209   56k 116k1.0%|mysqld       177M|   0     0 |  16    7    0    7    0
Feb 27 21:21:03 ubuntu dstat.sh[32767]: 27-02 21:21:03|  6   2  45  45   2| 657M  367M  140M 2677M|6945B 2160B|   0   488k|   0  22.0 | 514   879 |1.47 1.41 1.36|2.0   0   0|   0     0 |keystone-manage      1733 4.0%  38k  53k|keystone-manage      1733   38k  53k4.0%|mysqld       184M|   0     0 |  16    7    0    7    0
