-- Logs begin at Thu 2020-04-02 03:02:29 UTC, end at Thu 2020-04-02 04:35:20 UTC. --
Apr 02 03:46:54 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 03:46:54 ubuntu dstat.sh[2644]: [286B blob data]
Apr 02 03:46:54 ubuntu dstat.sh[2644]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 03:46:54 ubuntu dstat.sh[2644]: 02-04 03:46:54| 16   5  55  23   1| 424M  587M 86.0M 2635M|   0     0 | 248k 3443k|11.9  35.1 | 768  1361 |2.25 1.49 1.33|1.0 1.0  25|   0     0 |systemd              1    0.4%   0    0 |bash                 3825 2376k2195k0.2%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 03:46:55 ubuntu dstat.sh[2644]: 02-04 03:46:55| 21  38  38   1   1| 422M  589M 86.0M 2635M|3559B 1944B|4096B  128k|1.00  11.0 |1421  3959 |2.25 1.49 1.33|2.0   0 421|   0     0 |bash                 3825 6.5%2349k  28k|bash                 3825 2349k  28k6.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 03:46:56 ubuntu dstat.sh[2644]: 02-04 03:46:56| 27  31  40   0   2| 423M  588M 86.0M 2635M|4234B 1944B|   0    24k|   0  6.00 |1492  4583 |2.25 1.49 1.33|3.0   0 262|   0     0 |systemd              1     11%   0    0 |bash                 3825 1841k  16k3.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Apr 02 03:46:57 ubuntu dstat.sh[2644]: 02-04 03:46:57| 26  32  36   3   3| 549M  462M 86.0M 2758M|4062B 1944B|   0  8024k|   0  19.0 |2174  6104 |2.25 1.49 1.33|1.0   0 175|   0     0 |systemd              1     19%   0    0 |bash                 3825  476k6486B2.5%|mysqld       173M|   0     0 |  15    5    0    5    0
Apr 02 03:46:58 ubuntu dstat.sh[2644]: 02-04 03:46:58| 35  20  45   0   1| 563M  448M 86.0M 2758M|5298B 1944B|   0     0 |   0     0 |1098  2376 |2.25 1.49 1.33|2.0   0 198|   0     0 |keystone-manage      4042  27%3483k  81k|keystone-manage      4042 3483k  81k 27%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 03:46:59 ubuntu dstat.sh[2644]: 02-04 03:46:59| 22   4  48  26   1| 577M  432M 86.6M 2759M|5579B 2160B|1808k    0 | 260     0 | 732  1314 |2.15 1.48 1.32|2.0   0   0|   0     0 |keystone-manage      4042  25%3527k  46k|keystone-manage      4042 3527k  46k 25%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 03:47:00 ubuntu dstat.sh[2644]: 02-04 03:47:00| 44   4  47   5   1| 597M  411M 86.7M 2760M|  10k 1782B| 668k  492k|55.0  2.00 | 724   943 |2.15 1.48 1.32|1.0   0 2.0|   0     0 |keystone-manage      4042  45%4925k 107k|keystone-manage      4042 4925k 107k 45%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 03:47:01 ubuntu dstat.sh[2644]: 02-04 03:47:01| 29   3  48  20   0| 612M  395M 86.7M 2760M|7695B 2106B|  92k  876k|8.00  29.0 | 576   734 |2.15 1.48 1.32|  0 2.0   0|   0     0 |keystone-manage      4042  29%3696k 412k|keystone-manage      4042 3696k 412k 29%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 03:47:02 ubuntu dstat.sh[2644]: 02-04 03:47:02|  2   1  48  50   0| 612M  395M 86.7M 2760M|4437B 1986B|   0   432k|   0  74.0 | 387   591 |2.15 1.48 1.32|  0 2.0   0|   0     0 |irqbalance           878  0.5%   0    0 |python2              2819   14k 474B  0%|mysqld       173M|   0     0 |  15    5    0    7    0
Apr 02 03:47:03 ubuntu dstat.sh[2644]: 02-04 03:47:03| 20   7  32  41   1| 618M  389M 86.7M 2761M|3440B 1890B| 104k 2236k|9.00  42.0 | 722  1218 |2.15 1.48 1.32|1.0 1.0   0|   0     0 |python2              1542  11%  83k  91k|keystone-manage      4042  957k  83k 11%|mysqld       177M|   0     0 |  15    7    0    7    0
Apr 02 03:47:04 ubuntu dstat.sh[2644]: 02-04 03:47:04|  9   5  43  43   1| 628M  379M 86.8M 2761M|3154B 1782B|   0   932k|   0  70.0 | 717  1277 |2.06 1.47 1.32|  0 1.0   0|   0     0 |keystone-manage      4042 5.0%  38k  53k|keystone-manage      4042   38k  53k5.0%|mysqld       186M|   0     0 |  15    7    0    7    0
Apr 02 03:47:05 ubuntu dstat.sh[2644]: 02-04 03:47:05|  3   2  49  44   1| 628M  378M 87.0M 2761M|4678B 1944B|   0  1208k|   0  88.0 | 661  1135 |2.06 1.47 1.32|  0 1.0   0|   0     0 |mysqld               1924 1.5%   0    0 |python2              2819 4355B   0   0%|mysqld       186M|   0     0 |  15    7    0    7    0
Apr 02 03:47:06 ubuntu dstat.sh[2644]: 02-04 03:47:06|  3   3  47  45   2| 628M  377M 87.2M 2761M|5475B 1944B|   0  8996k|   0  92.0 | 632  1034 |2.06 1.47 1.32|  0 1.0   0|   0     0 |mysqld               1924 1.5%   0    0 |python2              2819 9908B 469B  0%|mysqld       187M|   0     0 |  15    7    0    7    0
Apr 02 03:47:07 ubuntu dstat.sh[2644]: 02-04 03:47:07|  3   2  46  45   5| 629M  376M 87.4M 2762M|4500B 1944B|   0  1204k|   0  86.0 | 692  1123 |2.06 1.47 1.32|  0 1.0   0|   0     0 |beam.smp             3378 2.5%   0    0 |python2              2819   14k 468B0.5%|mysqld       187M|   0     0 |  15    7    0    7    0
Apr 02 03:47:08 ubuntu dstat.sh[2644]: 02-04 03:47:08|  3   1  49  46   2| 629M  376M 87.6M 2762M|5878B 1944B|   0  3624k|   0   112 | 654  1110 |2.06 1.47 1.32|  0 1.0   0|   0     0 |kworker/1:1H         287  1.0%   0    0 |python2              2819   14k 469B  0%|mysqld       187M|   0     0 |  15    7    0    7    0
