-- Logs begin at Thu 2020-04-02 05:26:41 UTC, end at Thu 2020-04-02 06:57:41 UTC. --
Apr 02 06:09:17 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 06:09:18 ubuntu dstat.sh[2712]: [286B blob data]
Apr 02 06:09:18 ubuntu dstat.sh[2712]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 06:09:18 ubuntu dstat.sh[2712]: 02-04 06:09:18| 17   5  54  23   2| 420M  583M 84.5M 2645M|   0     0 | 256k 3412k|12.4  36.0 | 765  1385 |1.61 1.55 1.32|3.0   0  26|   0     0 |systemd              1    0.4%   0    0 |bash                 3941 2480k2291k0.2%|mysqld       174M|   0     0 |  13    3    0    5    0
Apr 02 06:09:19 ubuntu dstat.sh[2712]: 02-04 06:09:19| 20  38  38   1   3| 419M  584M 84.5M 2645M|4390B 1944B|4096B  108k|1.00  8.00 |1489  3889 |1.61 1.55 1.32|3.0   0 410|   0     0 |bash                 3941 7.0%1546k  27k|bash                 3941 1546k  27k7.0%|mysqld       174M|   0     0 |  13    3    0    6    0
Apr 02 06:09:20 ubuntu dstat.sh[2712]: 02-04 06:09:20| 26  35  39   0   1| 419M  583M 84.5M 2645M|2789B 1728B|   0    28k|   0  7.00 |1602  4402 |1.64 1.56 1.32|1.0   0 283|   0     0 |systemd              1    9.0%   0    0 |bash                 3941 2137k  18k4.0%|mysqld       174M|   0     0 |  13    3    0    5    0
Apr 02 06:09:21 ubuntu dstat.sh[2712]: 02-04 06:09:21| 30  33  35   1   1| 478M  525M 84.5M 2702M|4849B 1944B|   0  8032k|   0  21.0 |2046  5790 |1.64 1.56 1.32|2.0   0 170|   0     0 |systemd              1     22%   0    0 |bash                 3941  887k7098B1.5%|mysqld       174M|   0     0 |  15    3    0    5    0
Apr 02 06:09:22 ubuntu dstat.sh[2712]: 02-04 06:09:22|  5  10  84   0   1| 544M  458M 84.5M 2768M|3846B 1890B|   0     0 |   0     0 | 672  1391 |1.64 1.56 1.32|1.0   0  98|   0     0 |bash                 3941 1.5% 238k5502B|bash                 3941  238k5502B1.5%|mysqld       174M|   0     0 |  15    5    0    5    0
Apr 02 06:09:23 ubuntu dstat.sh[2712]: 02-04 06:09:23| 36  18  45   0   1| 555M  446M 84.5M 2768M|4602B 1998B|   0     0 |   0     0 |1171  2428 |1.64 1.56 1.32|1.0   0 200|   0     0 |keystone-manage      4111  26%2862k  81k|keystone-manage      4111 2862k  81k 26%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 02 06:09:24 ubuntu dstat.sh[2712]: 02-04 06:09:24| 33   5  45  16   0| 579M  421M 85.1M 2769M|6843B 1944B|1856k  212k| 267  2.00 | 793  1403 |1.64 1.56 1.32|  0 1.0   0|   0     0 |keystone-manage      4111  36%5371k  46k|keystone-manage      4111 5371k  46k 36%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 02 06:09:25 ubuntu dstat.sh[2712]: 02-04 06:09:25| 45   3  48   4   1| 597M  402M 85.2M 2770M|8369B 1944B| 624k  204k|49.0  2.00 | 709   806 |1.59 1.55 1.32|1.0   0   0|   0     0 |keystone-manage      4111  46%5012k 124k|keystone-manage      4111 5012k 124k 46%|mysqld       174M|   0     0 |  15    5    0    7    0
Apr 02 06:09:26 ubuntu dstat.sh[2712]: 02-04 06:09:26| 43  12  36   9   1| 622M  376M 85.2M 2771M|7803B 1944B| 196k 1652k|17.0  32.0 |1053  1716 |1.59 1.55 1.32|1.0 1.0   0|   0     0 |keystone-manage      4111  34%3382k 531k|keystone-manage      4111 3382k 531k 34%|mysqld       186M|   0     0 |  15    7    0    7    0
Apr 02 06:09:27 ubuntu dstat.sh[2712]: 02-04 06:09:27|  4   2  47  46   1| 624M  373M 85.4M 2771M|3804B 1728B|   0  1268k|   0  93.0 | 711  1135 |1.59 1.55 1.32|  0 1.0   0|   0     0 |mysqld               1993 1.0%   0    0 |python2              2804   14k 483B  0%|mysqld       186M|   0     0 |  15    7    0    7    0
