-- Logs begin at Thu 2020-04-02 00:41:43 UTC, end at Thu 2020-04-02 02:13:08 UTC. --
Apr 02 01:23:43 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 02 01:23:43 ubuntu dstat.sh[1767]: [286B blob data]
Apr 02 01:23:43 ubuntu dstat.sh[1767]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 02 01:23:43 ubuntu dstat.sh[1767]: 02-04 01:23:43| 17   5  54  22   2| 422M  751M 88.1M 2480M|   0     0 | 183k 3010k|10.2  36.0 | 740  1323 |1.40 1.28 1.24|2.0   0  26|   0     0 |systemd              1    0.5%   0    0 |bash                 4323 2464k2291k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 01:23:44 ubuntu dstat.sh[1767]: 02-04 01:23:44| 22  39  34   5   1| 420M  752M 88.1M 2480M|  16k 1998B| 308k 8148k|4.00  28.0 |1408  3796 |1.40 1.28 1.24|3.0   0 428|   0     0 |bash                 4323 7.0%1646k  27k|bash                 4323 1646k  27k7.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 01:23:45 ubuntu dstat.sh[1767]: 02-04 01:23:45| 29  32  39   0   1| 420M  752M 88.1M 2480M|9106B 1944B|   0    24k|   0  6.00 |1696  5600 |1.40 1.28 1.24|2.0   0 281|   0     0 |systemd              1     10%   0    0 |bash                 4323 2137k  18k3.5%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 02 01:23:46 ubuntu dstat.sh[1767]: 02-04 01:23:46| 33  30  35   0   3| 515M  657M 88.1M 2572M|4801B 1728B|   0    31M|   0  33.0 |2207  7871 |1.40 1.28 1.24|4.0   0 148|   0     0 |systemd              1     21%   0    0 |bash                 4323  768k5722B1.5%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 02 01:23:47 ubuntu dstat.sh[1767]: 02-04 01:23:47| 15  25  52   0   8| 548M  623M 88.1M 2602M|4460B 1728B|   0  2048k|   0  2.00 |1470  3359 |1.29 1.25 1.23|1.0   0 295|   0     0 |bash                 4323 6.0% 600k  18k|bash                 4323  600k  18k6.0%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 01:23:48 ubuntu dstat.sh[1767]: 02-04 01:23:48| 37   4  46   9   2| 568M  603M 88.3M 2603M|6402B 1944B| 904k    0 | 104     0 | 713  1021 |1.29 1.25 1.23|1.0   0 1.0|   0     0 |keystone-manage      3163  40%5279k  81k|keystone-manage      3163 5279k  81k 40%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 01:23:49 ubuntu dstat.sh[1767]: 02-04 01:23:49| 40   4  46   9   2| 587M  583M 88.5M 2603M|3497B 1728B| 724k  364k| 101  2.00 | 626   924 |1.29 1.25 1.23|3.0   0   0|   0     0 |keystone-manage      3163  41%4169k  46k|keystone-manage      3163 4169k  46k 41%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 01:23:50 ubuntu dstat.sh[1767]: 02-04 01:23:50| 46   3  47   3   1| 607M  562M 88.5M 2605M|4320B 1944B| 660k    0 |48.0     0 | 769   834 |1.29 1.25 1.23|1.0   0   0|   0     0 |keystone-manage      3163  47%5443k 354k|keystone-manage      3163 5443k 354k 47%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 02 01:23:51 ubuntu dstat.sh[1767]: 02-04 01:23:51| 31  11  36  22   1| 625M  543M 88.7M 2606M|3823B 1944B| 108k 2324k|10.0  74.0 |1095  2016 |1.29 1.25 1.23|  0 1.0   0|   0     0 |keystone-manage      3163  22%1344k 301k|keystone-manage      3163 1344k 301k 22%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 01:23:52 ubuntu dstat.sh[1767]: 02-04 01:23:52|  3   1  47  47   2| 625M  542M 88.9M 2606M|5710B 2160B|   0  1396k|   0   100 | 689  1144 |1.35 1.27 1.24|1.0 1.0   0|   0     0 |jbd2/vda1-8          301  1.0%   0    0 |python2              1860   14k 464B0.5%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 02 01:23:53 ubuntu dstat.sh[1767]: 02-04 01:23:53|  3   2  40  55   1| 626M  541M 89.1M 2606M|5275B 1986B|   0  8976k|   0  86.0 | 554  1073 |1.35 1.27 1.24|  0 1.0 2.0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              1860   14k 469B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
Apr 02 01:23:54 ubuntu dstat.sh[1767]: 02-04 01:23:54|  3   2  48  47   1| 626M  540M 89.4M 2606M|7573B 1944B|   0  1488k|   0   109 | 615  1233 |1.35 1.27 1.24|  0 1.0   0|   0     0 |mysqld               1037 1.0%   0    0 |python2              1860   14k 464B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Apr 02 01:23:55 ubuntu dstat.sh[1767]: 02-04 01:23:55|  5   5  47  42   2| 627M  539M 89.7M 2607M|4456B 1944B|   0  1564k|   0   130 | 899  1590 |1.35 1.27 1.24|2.0 1.0   0|   0     0 |mysqld               1037 7.0%   0    0 |python2              1860   14k 464B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Apr 02 01:23:56 ubuntu dstat.sh[1767]: 02-04 01:23:56| 12  11  36  41   1| 629M  536M 90.0M 2607M|4087B 1944B|   0  1268k|   0   129 |1025  1859 |1.35 1.27 1.24|  0 1.0   0|   0     0 |mysqld               1037  18%   0    0 |python2              1860   14k 467B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Apr 02 01:23:57 ubuntu dstat.sh[1767]: 02-04 01:23:57|  8   9  37  45   1| 628M  537M 90.2M 2607M|3691B 1944B|   0  3332k|   0   116 | 824  1328 |1.40 1.28 1.24|  0 1.0   0|   0     0 |mysqld               1037  13%   0    0 |python2              1860   14k 470B0.5%|mysqld       189M|   0     0 |  16    7    0    7    0
Apr 02 01:23:58 ubuntu dstat.sh[1767]: 02-04 01:23:58| 11  11  31  45   2| 628M  536M 90.4M 2607M|5152B 1674B|   0  1328k|   0   115 | 982  1670 |1.40 1.28 1.24|  0 1.0   0|   0     0 |mysqld               1037  20%   0    0 |python2              1860   14k 466B  0%|mysqld       189M|   0     0 |  16    7    0    7    0
Apr 02 01:23:59 ubuntu dstat.sh[1767]: 02-04 01:23:59| 10   7  38  44   2| 629M  535M 90.8M 2607M|4056B 1998B|   0  1664k|   0   150 |1048  2019 |1.40 1.28 1.24|  0 1.0   0|   0     0 |mysqld               1037  14%   0    0 |python2              1860   14k 453B  0%|mysqld       190M|   0     0 |  16    7    0    7    0
Apr 02 01:24:00 ubuntu dstat.sh[1767]: 02-04 01:24:00| 11   8  37  43   2| 629M  534M 90.9M 2607M|3333B 1728B|   0  1244k|   0  91.0 | 756  1769 |1.40 1.28 1.24|1.0   0   0|   0     0 |mysqld               1037  12%   0    0 |python2              1860   14k 464B0.5%|mysqld       190M|   0     0 |  16    7    0    7    0
Apr 02 01:24:01 ubuntu dstat.sh[1767]: 02-04 01:24:01| 10  10  36  42   3| 630M  533M 91.2M 2607M|6260B 1728B|   0  9724k|   0   141 | 881  1772 |1.40 1.28 1.24|  0 1.0   0|   0     0 |mysqld               1037  16%   0    0 |python2              1860   14k 464B  0%|mysqld       190M|   0     0 |  16    7    0    7    0
Apr 02 01:24:02 ubuntu dstat.sh[1767]: 02-04 01:24:02| 11   9  40  40   2| 631M  466M 91.4M 2671M|5546B 1944B|   0  2200k|   0   103 |1036  2028 |1.53 1.31 1.25|  0 1.0   0|   0     0 |mysqld               1037  12%   0    0 |keystone-manage      3163   10k6267B4.0%|mysqld       192M|   0     0 |  16    7    0    7    0
Apr 02 01:24:03 ubuntu dstat.sh[1767]: 02-04 01:24:03|  2   0  39  59   1| 632M  466M 91.4M 2671M|4642B 1566B|   0    42M|   0  44.0 | 386   781 |1.53 1.31 1.25|  0 2.0 2.0|   0     0 |kworker/1:1H         304  0.5%   0    0 |python2              1860   14k 459B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Apr 02 01:24:04 ubuntu dstat.sh[1767]: 02-04 01:24:04|  1   3  41  54   2| 631M  465M 91.5M 2672M|3232B 2106B|   0    28M|   0   136 | 668  1491 |1.53 1.31 1.25|  0 1.0   0|   0     0 |mysqld               1037 2.0%   0    0 |python2              1860   14k 465B0.5%|mysqld       192M|   0     0 |  16    7    0    7    0
Apr 02 01:24:05 ubuntu dstat.sh[1767]: 02-04 01:24:05|  4   3  49  45   0| 632M  464M 91.7M 2672M|4748B 1944B|   0  1348k|   0   100 | 684  1355 |1.53 1.31 1.25|  0 1.0   0|   0     0 |keystone-manage      3163 2.0%3060B1683B|python2              1860   14k 454B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Apr 02 01:24:06 ubuntu dstat.sh[1767]: 02-04 01:24:06|  3   2  50  45   0| 632M  464M 91.8M 2672M|4095B 1944B|   0   776k|   0  62.0 | 450  1066 |1.53 1.31 1.25|  0 1.0   0|   0     0 |mysqld               1037 3.5%   0    0 |python2              1860   14k 452B  0%|mysqld       192M|   0     0 |  16    7    0    7    0
Apr 02 01:24:07 ubuntu dstat.sh[1767]: 02-04 01:24:07|  1   1  10  88   1| 633M  462M 91.9M 2672M|4590B 1944B|   0  3212k|   0   103 | 460   678 |1.57 1.32 1.26|  0 2.0   0|   0     0 |mysqld               1037 0.5%   0    0 |python2              1860   14k 463B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 02 01:24:08 ubuntu dstat.sh[1767]: 02-04 01:24:08|  2   1   0  97   0| 633M  462M 91.9M 2672M|5209B 1944B|   0  5428k|   0   139 | 509   610 |1.57 1.32 1.26|  0 4.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1860   14k   0 0.5%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 02 01:24:09 ubuntu dstat.sh[1767]: 02-04 01:24:09|  1   2   0  97   0| 632M  463M 91.9M 2672M|3871B 1944B|   0  3008k|   0   168 | 582   543 |1.57 1.32 1.26|  0 3.0   0|   0     0 |mysqld               1037 0.5%   0    0 |python2              1860   14k 890B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 02 01:24:10 ubuntu dstat.sh[1767]: 02-04 01:24:10|  7   6  41  46   1| 633M  462M 92.0M 2673M|4043B 1944B|   0    16M|   0   113 | 614  1313 |1.57 1.32 1.26|  0 2.0   0|   0     0 |mysqld               1037  10%   0    0 |python2              1860   14k 471B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 02 01:24:11 ubuntu dstat.sh[1767]: 02-04 01:24:11|  5   2  48  44   0| 633M  461M 92.3M 2673M|4679B 1944B|   0  1824k|   0   143 | 785  1954 |1.57 1.32 1.26|  0 2.0   0|   0     0 |mysqld               1037 2.5%   0    0 |python2              1860   14k 458B0.5%|mysqld       193M|   0     0 |  16    7    0    6    0
Apr 02 01:24:12 ubuntu dstat.sh[1767]: 02-04 01:24:12| 13  12  50  25   0| 633M  461M 92.6M 2673M|4347B 2038B|   0  1612k|   0   141 | 689  1614 |1.60 1.33 1.26|1.0 2.0   0|   0     0 |mysqld               1037  21%   0    0 |python2              1860   14k 462B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Apr 02 01:24:13 ubuntu dstat.sh[1767]: 02-04 01:24:13| 15  16  38  31   1| 634M  460M 92.7M 2673M|7718B 1944B|   0   996k|   0  90.0 | 710  1484 |1.60 1.33 1.26|1.0 1.0 2.0|   0     0 |mysqld               1037  26%   0    0 |python2              1860   14k 470B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Apr 02 01:24:14 ubuntu dstat.sh[1767]: 02-04 01:24:14|  5   0  50  46   0| 634M  460M 92.8M 2673M|  15k 1944B|   0   820k|   0  55.0 | 486  1151 |1.60 1.33 1.26|1.0   0   0|   0     0 |keystone-manage      3163 2.5%4215B2603B|python2              1860   14k 459B0.5%|mysqld       193M|   0     0 |  16    7    0    6    0
Apr 02 01:24:15 ubuntu dstat.sh[1767]: 02-04 01:24:15|  2   2  27  70   0| 634M  460M 92.9M 2673M|4925B 1944B|  52k 1864k|1.00   133 | 530   759 |1.60 1.33 1.26|  0 3.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1860   14k 469B0.5%|mysqld       193M|   0     0 |  16    7    0    6    0
Apr 02 01:24:16 ubuntu dstat.sh[1767]: 02-04 01:24:16|  9   6  34  51   1| 634M  460M 93.0M 2673M|6581B 1944B|   0  1428k|   0   108 | 700  1410 |1.60 1.33 1.26|1.0 1.0   0|   0     0 |mysqld               1037  11%   0    0 |python2              1860   14k 470B  0%|mysqld       194M|   0     0 |  16    7    0    6    0
Apr 02 01:24:17 ubuntu dstat.sh[1767]: 02-04 01:24:17| 12  10  40  37   2| 634M  459M 93.3M 2673M|6129B 1944B|   0  1732k|   0   139 | 919  1952 |1.71 1.36 1.27|  0 1.0   0|   0     0 |mysqld               1037  18%   0    0 |python2              1860   14k 465B  0%|mysqld       194M|   0     0 |  16    7    0    6    0
Apr 02 01:24:18 ubuntu dstat.sh[1767]: 02-04 01:24:18|  8   9  40  41   2| 634M  458M 93.5M 2674M|5907B 1728B|   0  9132k|   0   118 | 852  1645 |1.71 1.36 1.27|1.0 1.0   0|   0     0 |mysqld               1037  13%   0    0 |python2              1860   14k 470B  0%|mysqld       194M|   0     0 |  16    7    0    6    0
Apr 02 01:24:19 ubuntu dstat.sh[1767]: 02-04 01:24:19|  7   4  47  42   1| 635M  458M 93.8M 2674M|8283B 1944B|   0  1920k|   0   156 |1078  1943 |1.71 1.36 1.27|1.0 1.0   0|   0     0 |mysqld               1037 6.5%   0    0 |python2              1860   14k 471B0.5%|mysqld       194M|   0     0 |  16    7    0    6    0
Apr 02 01:24:20 ubuntu dstat.sh[1767]: 02-04 01:24:20| 17  11  37  34   2| 635M  457M 94.0M 2674M|6614B 1782B|   0  1316k|   0   106 |1147  2075 |1.71 1.36 1.27|  0 1.0   0|   0     0 |mysqld               1037  19%   0    0 |keystone-manage      3163   12k5846B4.5%|mysqld       195M|   0     0 |  16    7    0    6    0
