-- Logs begin at Tue 2020-03-03 18:21:42 UTC, end at Tue 2020-03-03 19:46:05 UTC. --
Mar 03 19:07:53 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 03 19:07:53 ubuntu dstat.sh[2130]: [286B blob data]
Mar 03 19:07:53 ubuntu dstat.sh[2130]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 03 19:07:53 ubuntu dstat.sh[2130]: 03-03 19:07:53| 16   5  55  22   2| 450M  421M  113M 2729M|   0     0 | 221k 3435k|10.6  35.1 | 770  1350 |1.26 1.25 1.21|2.0   0  24|   0     0 |systemd              1    0.4%   0    0 |bash                 3513 2349k2157k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 03 19:07:54 ubuntu dstat.sh[2130]: 03-03 19:07:54| 15  35  39   8   4| 450M  420M  113M 2729M|4125B 1890B|4096B 8460k|1.00  22.0 |1354  3482 |1.26 1.25 1.21|1.0 2.0 357|   0     0 |bash                 3513 6.5%1368k  22k|bash                 3513 1368k  22k6.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 03 19:07:55 ubuntu dstat.sh[2130]: 03-03 19:07:55|  7  15  32  42   4| 450M  420M  113M 2729M|4864B 2214B|   0    22M|   0   119 | 735  1420 |1.26 1.25 1.21|  0 1.0 120|   0     0 |bash                 3513 3.0% 961k8586B|bash                 3513  961k8586B3.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 03 19:07:56 ubuntu dstat.sh[2130]: 03-03 19:07:56| 20  33  38   2   6| 450M  420M  113M 2729M|4638B 2160B|   0  3848k|   0  13.0 |1359  5160 |1.24 1.25 1.21|2.0   0 255|   0     0 |systemd              1     11%   0    0 |bash                 3513 1932k  16k4.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 03 19:07:57 ubuntu dstat.sh[2130]: 03-03 19:07:57| 27  24  46   0   3| 577M  293M  113M 2851M|4365B 2160B|   0     0 |   0     0 |2418  5259 |1.24 1.25 1.21|2.0   0 111|   0     0 |systemd              1     20%   0    0 |bash                 3513  380k2245B0.5%|mysqld       173M|   0     0 |  15    5    0    4    0
Mar 03 19:07:58 ubuntu dstat.sh[2130]: 03-03 19:07:58| 33  21  45   0   0| 587M  283M  113M 2851M|4969B 2160B|   0     0 |   0     0 |1280  3024 |1.24 1.25 1.21|1.0   0 269|   0     0 |keystone-manage      3527  19%2263k  81k|keystone-manage      3527 2263k  81k 19%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 03 19:07:59 ubuntu dstat.sh[2130]: 03-03 19:07:59| 30   5  45  19   1| 600M  268M  113M 2852M|6651B 2160B| 792k  172k|66.0  2.00 | 695   897 |1.24 1.25 1.21|1.0   0   0|   0     0 |keystone-manage      3527  32%3888k   0 |keystone-manage      3527 3888k   0  32%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 03 19:08:00 ubuntu dstat.sh[2130]: 03-03 19:08:00| 39   5  44   5   6| 620M  247M  113M 2853M|6006B 2052B| 936k    0 |94.0     0 | 704   903 |1.24 1.25 1.21|2.0   0   0|   0     0 |keystone-manage      3527  43%4921k  67k|keystone-manage      3527 4921k  67k 43%|mysqld       173M|   0     0 |  15    5    0    6    0
Mar 03 19:08:01 ubuntu dstat.sh[2130]: 03-03 19:08:01| 46   5  46   4   1| 648M  218M  113M 2854M|5388B 2052B| 200k    0 |18.0     0 | 739  1028 |1.22 1.24 1.21|2.0   0   0|   0     0 |keystone-manage      3527  45%6121k 535k|keystone-manage      3527 6121k 535k 45%|mysqld       177M|   0     0 |  15    7    0    6    0
Mar 03 19:08:02 ubuntu dstat.sh[2130]: 03-03 19:08:02| 18  10  34  38   0| 657M  208M  113M 2854M|4771B 2160B|   0  1908k|   0  64.0 |1080  1823 |1.22 1.24 1.21|  0 1.0   0|   0     0 |python2              1495  12%  87k  95k|python3.6            7451   73k 153k1.0%|mysqld       186M|   0     0 |  15    7    0    6    0
