-- Logs begin at Mon 2020-03-30 21:02:41 UTC, end at Mon 2020-03-30 23:13:05 UTC. --
Mar 30 21:50:19 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 30 21:50:20 ubuntu dstat.sh[2486]: [286B blob data]
Mar 30 21:50:20 ubuntu dstat.sh[2486]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 30 21:50:20 ubuntu dstat.sh[2486]: 30-03 21:50:20| 15   4  51  29   1| 421M  581M 85.0M 2646M|   0     0 | 229k 3317k|11.0  33.1 | 740  1583 |1.26 1.33 1.32|1.0   0  23|   0     0 |systemd              1    0.4%   0    0 |bash                 3932 2214k2048k0.2%|mysqld       174M|   0     0 |  13    3    0    5    0
Mar 30 21:50:21 ubuntu dstat.sh[2486]: 30-03 21:50:21| 19  34  38   0   8| 420M  581M 85.0M 2646M|4647B 2160B|   0   112k|   0  8.00 |1436  3847 |1.26 1.33 1.32|2.0   0 400|   0     0 |bash                 3932 7.0%1519k  25k|bash                 3932 1519k  25k7.0%|mysqld       174M|   0     0 |  13    3    0    5    0
Mar 30 21:50:22 ubuntu dstat.sh[2486]: 30-03 21:50:22| 22  32  38   0   9| 420M  581M 85.0M 2646M|4637B 2160B|   0    24k|   0  6.00 |1316  3620 |1.26 1.33 1.32|1.0   0 269|   0     0 |systemd              1    9.5%   0    0 |bash                 3932 1849k  16k4.0%|mysqld       174M|   0     0 |  13    3    0    5    0
Mar 30 21:50:23 ubuntu dstat.sh[2486]: 30-03 21:50:23| 23  29  33   0  14| 421M  580M 85.0M 2646M|4455B 1944B|   0    12k|   0  3.00 |1299  4984 |1.24 1.33 1.32|1.0   0 172|   0     0 |systemd              1     16%   0    0 |bash                 3932 1065k8300B2.0%|mysqld       174M|   0     0 |  13    3    0    5    0
Mar 30 21:50:24 ubuntu dstat.sh[2486]: 30-03 21:50:24| 15  23  45   0  17| 545M  455M 85.0M 2768M|4012B 2106B|   0     0 |   0     0 |1458  3408 |1.24 1.33 1.32|1.0   0 208|   0     0 |systemd              1    7.5%   0    0 |bash                 3932  472k  11k5.5%|mysqld       174M|   0     0 |  15    5    0    5    0
Mar 30 21:50:25 ubuntu dstat.sh[2486]: 30-03 21:50:25| 34  14  44   0   8| 564M  436M 85.0M 2768M|3933B 1998B|   0     0 |   0     0 | 842  1628 |1.24 1.33 1.32|1.0   0 106|   0     0 |keystone-manage      3883  34%4902k  81k|keystone-manage      3883 4902k  81k 34%|mysqld       174M|   0     0 |  15    5    0    7    0
Mar 30 21:50:26 ubuntu dstat.sh[2486]: 30-03 21:50:26| 14   2  35  44   6| 570M  429M 85.4M 2769M|3297B 2160B|1232k  276k| 163  2.00 | 687  1177 |1.24 1.33 1.32|1.0 1.0   0|   0     0 |keystone-manage      3883  12%1083k   0 |keystone-manage      3883 1083k   0  12%|mysqld       174M|   0     0 |  15    5    0    7    0
Mar 30 21:50:27 ubuntu dstat.sh[2486]: 30-03 21:50:27| 19   4  42  24  12| 583M  416M 85.7M 2770M|4427B 2160B| 644k    0 | 107     0 | 593   954 |1.24 1.33 1.32|  0 1.0   0|   0     0 |keystone-manage      3883  24%3200k  46k|keystone-manage      3883 3200k  46k 24%|mysqld       174M|   0     0 |  15    5    0    7    0
Mar 30 21:50:28 ubuntu dstat.sh[2486]: 30-03 21:50:28| 21   2  42  24  11| 588M  411M 85.7M 2770M|3157B 1944B|  56k    0 |10.0     0 | 489   730 |1.22 1.32 1.31|  0 1.0   0|   0     0 |keystone-manage      3883  24% 924k   0 |keystone-manage      3883  924k   0  24%|mysqld       174M|   0     0 |  15    5    0    7    0
Mar 30 21:50:29 ubuntu dstat.sh[2486]: 30-03 21:50:29|  6   2  47  43   1| 591M  407M 85.7M 2770M|5057B 2160B| 520k    0 |32.0     0 | 493   761 |1.22 1.32 1.31|1.0   0   0|   0     0 |keystone-manage      3883 5.5%1027k  34k|keystone-manage      3883 1027k  34k5.5%|mysqld       174M|   0     0 |  15    5    0    7    0
