-- Logs begin at Wed 2020-03-11 10:36:24 UTC, end at Wed 2020-03-11 12:09:08 UTC. --
Mar 11 11:23:57 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Mar 11 11:23:57 ubuntu dstat.sh[1980]: [286B blob data]
Mar 11 11:23:57 ubuntu dstat.sh[1980]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Mar 11 11:23:57 ubuntu dstat.sh[1980]: 11-03 11:23:57| 16   4  54  24   2| 422M  301M  112M 2872M|   0     0 | 189k 2840k|9.94  33.0 | 729  1258 |1.41 1.29 1.26|3.0 1.0  23|   0     0 |systemd              1    0.4%   0    0 |bash                 3806 2325k2176k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 11 11:23:58 ubuntu dstat.sh[1980]: 11-03 11:23:58| 14  32   6  35  13| 422M  300M  112M 2872M|9455B 2160B|4096B   32M|1.00  40.0 |1428  3208 |1.41 1.29 1.26|1.0   0 335|   0     0 |bash                 3806 6.5%1156k  20k|bash                 3806 1156k  20k6.5%|mysqld       173M|   0     0 |  13    3    0    5    0
Mar 11 11:23:59 ubuntu dstat.sh[1980]: 11-03 11:23:59| 28  30  38   0   4| 422M  300M  112M 2872M|5635B 2160B|   0    24k|   0  6.00 |1616  5805 |1.37 1.29 1.26|1.0   0 275|   0     0 |systemd              1     10%   0    0 |bash                 3806 2040k  17k3.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 11 11:24:00 ubuntu dstat.sh[1980]: 11-03 11:24:00| 28  28  39   0   5| 423M  299M  112M 2872M|7287B 1944B|   0    16k|   0  4.00 |1758  6302 |1.37 1.29 1.26|1.0   0 203|   0     0 |systemd              1     14%   0    0 |bash                 3806 1196k  11k2.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Mar 11 11:24:01 ubuntu dstat.sh[1980]: 11-03 11:24:01|  8   8  82   0   2| 547M  175M  112M 2994M|8786B 2160B|   0     0 |   0     0 | 787  2797 |1.37 1.29 1.26|  0   0  17|   0     0 |systemd              1    7.0%   0    0 |bash                 3806  237k 500B  0%|mysqld       173M|   0     0 |  15    5    0    4    0
Mar 11 11:24:02 ubuntu dstat.sh[1980]: 11-03 11:24:02| 27  25  42   0   5| 558M  163M  112M 2994M|7634B 2160B|   0     0 |   0     0 |1533  3109 |1.37 1.29 1.26|1.0   0 297|   0     0 |keystone-manage      3375  16%2171k  81k|keystone-manage      3375 2171k  81k 16%|mysqld       173M|   0     0 |  15    5    0    8    0
Mar 11 11:24:03 ubuntu dstat.sh[1980]: 11-03 11:24:03| 23   4  40  30   3| 569M  152M  112M 2995M|6389B 1998B| 568k  708k|34.0  18.0 | 637   907 |1.37 1.29 1.26|1.0 4.0   0|   0     0 |keystone-manage      3375  25%3177k   0 |keystone-manage      3375 3177k   0  25%|mysqld       173M|   0     0 |  15    5    0    8    0
Mar 11 11:24:04 ubuntu dstat.sh[1980]: 11-03 11:24:04| 15   4  26  47   9| 579M  142M  112M 2995M|6353B 2106B| 564k  932k|82.0  52.0 | 740  1065 |1.34 1.28 1.25|1.0   0   0|   0     0 |keystone-manage      3375  19%2055k  46k|keystone-manage      3375 2055k  46k 19%|mysqld       173M|   0     0 |  15    5    0    8    0
Mar 11 11:24:05 ubuntu dstat.sh[1980]: 11-03 11:24:05| 31   3  48  17   0| 589M  131M  112M 2995M|5127B 2160B|  92k    0 |15.0     0 | 607   798 |1.34 1.28 1.25|  0 1.0   0|   0     0 |keystone-manage      3375  31%2699k   0 |keystone-manage      3375 2699k   0  31%|mysqld       173M|   0     0 |  15    5    0    8    0
Mar 11 11:24:06 ubuntu dstat.sh[1980]: 11-03 11:24:06| 23   4  49  25   1| 603M  116M  112M 2996M|4577B 2038B| 544k    0 |35.0     0 | 547   894 |1.34 1.28 1.25|1.0   0 2.0|   0     0 |keystone-manage      3375  24%3710k 124k|keystone-manage      3375 3710k 124k 24%|mysqld       173M|   0     0 |  15    5    0    8    0
Mar 11 11:24:07 ubuntu dstat.sh[1980]: 11-03 11:24:07| 27   8  45  19   1| 621M  197M  112M 2899M|4737B 2160B| 188k    0 |15.0     0 | 647   962 |1.34 1.28 1.25|4.0   0   0|   0     0 |keystone-manage      3375  29%3393k 421k|keystone-manage      3375 3393k 421k 29%|mysqld       177M|   0     0 |  15    7    0    8    0
Mar 11 11:24:08 ubuntu dstat.sh[1980]: 11-03 11:24:08| 11  10   2  76   2| 621M  330M  112M 2772M|5460B 2160B|  12k 2812k|3.00  53.0 | 779  1192 |1.34 1.28 1.25|  0 4.0 7.0|   0     0 |python2              1794 6.5%  56k  61k|python3.6            7742   56k 116k0.5%|mysqld       177M|   0     0 |  15    7    0    8    0
Mar 11 11:24:09 ubuntu dstat.sh[1980]: 11-03 11:24:09|  2   1   0  97   0| 621M  330M  112M 2772M|4167B 2160B|   0  2056k|   0  87.0 | 513   637 |1.48 1.31 1.26|  0 2.0   0|   0     0 |python2              2124 0.5%  14k 952B|python2              2124   14k 952B0.5%|mysqld       177M|   0     0 |  15    7    0    8    0
Mar 11 11:24:10 ubuntu dstat.sh[1980]: 11-03 11:24:10|  2   1   0  96   0| 621M  330M  112M 2772M|4993B 2160B|   0  1188k|   0  61.0 | 475   689 |1.48 1.31 1.26|  0 2.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2124   14k 446B  0%|mysqld       177M|   0     0 |  15    7    0    8    0
Mar 11 11:24:11 ubuntu dstat.sh[1980]: 11-03 11:24:11|  2   1   0  97   0| 621M  330M  112M 2772M|4533B 1944B|   0   272k|   0  47.0 | 477   741 |1.48 1.31 1.26|  0 4.0   0|   0     0 |etcd                 3069 1.0%   0    0 |python2              2124   14k 441B  0%|mysqld       177M|   0     0 |  15    7    0    8    0
Mar 11 11:24:13 ubuntu dstat.sh[1980]: 11-03 11:24:12|  2   1   0  97   0| 621M  330M  112M 2773M|5228B 2160B|   0   272k|   0  24.0 | 380   656 |1.48 1.31 1.26|  0 8.0   0|   0     0 |beam.smp             2521 1.0%   0    0 |python2              2124   14k   0 0.5%|mysqld       177M|   0     0 |  15    7    0    8    0
Mar 11 11:24:13 ubuntu dstat.sh[1980]: 11-03 11:24:13|  2   1   1  96   0| 621M  330M  112M 2773M|7160B 2160B|   0   592k|   0  60.0 | 458   633 |1.48 1.31 1.26|2.0 3.0   0|   0     0 |etcd                 3069 0.5%   0    0 |python2              2124   14k 892B  0%|mysqld       177M|   0     0 |  15    7    0    8    0
Mar 11 11:24:14 ubuntu dstat.sh[1980]: 11-03 11:24:14|  2   1  26  71   0| 621M  330M  112M 2773M|7857B 2160B|   0  9400k|   0  60.0 | 411   857 |1.44 1.30 1.26|  0 1.0   0|   0     0 |kworker/u4:0         5    0.5%   0    0 |python2              2124   14k 463B  0%|mysqld       177M|   0     0 |  15    7    0    8    0
Mar 11 11:24:15 ubuntu dstat.sh[1980]: 11-03 11:24:15|  9   3  42  45   0| 629M  321M  113M 2773M|5375B 2160B|   0   720k|   0  50.0 | 524  1167 |1.44 1.30 1.26|  0 1.0   0|   0     0 |keystone-manage      3375 4.5%  38k  53k|keystone-manage      3375   38k  53k4.5%|mysqld       186M|   0     0 |  15    7    0    8    0
Mar 11 11:24:16 ubuntu dstat.sh[1980]: 11-03 11:24:16|  3   1  48  49   0| 630M  321M  113M 2773M|  11k 2160B|4096B  516k|1.00  40.0 | 470  1051 |1.44 1.30 1.26|  0 3.0 2.0|   0     0 |mysqld               1245 0.5%   0    0 |python2              2124   14k 454B  0%|mysqld       186M|   0     0 |  15    7    0    7    0
