-- Logs begin at Fri 2020-02-21 02:21:10 UTC, end at Fri 2020-02-21 05:25:49 UTC. --
Feb 21 05:06:50 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 05:06:54 ubuntu dstat.sh[1483]: [286B blob data]
Feb 21 05:06:54 ubuntu dstat.sh[1483]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 05:06:54 ubuntu dstat.sh[1483]: 21-02 05:06:54|  5   2  87   6   0| 463M  704M  132M 2425M|   0     0 |  48k  804k|2.18  9.56 | 290   416 |2.36 1.67 1.36|3.0   0 6.8|   0     0 |systemd              1    0.1%   0    0 |bash                 4672  634k 582k0.1%|mysqld       174M|   0     0 |  14    3    0    4    0
Feb 21 05:06:55 ubuntu dstat.sh[1483]: 21-02 05:06:55|  7   6  72  15   2| 584M  583M  132M 2547M|6561B 2916B| 184k  124k|2.00  6.00 | 848  1668 |2.36 1.67 1.36|2.0   0  22|   0     0 |etcd                 2584 4.0%   0    0 |bash                 4672  140k1224B0.5%|mysqld       174M|   0     0 |  16    5    0    4    0
Feb 21 05:06:56 ubuntu dstat.sh[1483]: 21-02 05:06:56| 24  28  43   0   5| 592M  575M  132M 2547M|6179B 2484B|   0     0 |   0     0 |1391  3280 |2.36 1.67 1.36|1.0   0 289|   0     0 |keystone-manage      2893 9.0%1608k  81k|keystone-manage      2893 1608k  81k9.0%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 21 05:06:57 ubuntu dstat.sh[1483]: 21-02 05:06:57| 31   4  47  18   1| 606M  560M  132M 2547M|5187B 2862B| 252k    0 |13.0     0 | 644   943 |2.36 1.67 1.36|  0 1.0   0|   0     0 |keystone-manage      2893  31%3626k   0 |keystone-manage      2893 3626k   0  31%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 21 05:06:58 ubuntu dstat.sh[1483]: 21-02 05:06:58|  7   1  46  43   2| 607M  558M  132M 2548M|6202B 3078B| 204k 2468k|25.0  50.0 | 500   795 |2.36 1.67 1.36|  0 1.0   0|   0     0 |keystone-manage      2893 5.0% 192k   0 |keystone-manage      2893  192k   0 5.0%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 21 05:06:59 ubuntu dstat.sh[1483]: 21-02 05:06:59|  8   1  46  45   0| 610M  556M  132M 2548M|8767B 2592B| 228k    0 |24.0     0 | 452   722 |2.25 1.66 1.36|  0 1.0   0|   0     0 |keystone-manage      2893 6.5% 718k   0 |keystone-manage      2893  718k   0 6.5%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 21 05:07:00 ubuntu dstat.sh[1483]: 21-02 05:07:00| 18   3  43  35   2| 622M  543M  132M 2548M|7400B 2916B| 236k  364k|20.0  2.00 | 540   762 |2.25 1.66 1.36|1.0   0   0|   0     0 |keystone-manage      2893  19%2781k  46k|keystone-manage      2893 2781k  46k 19%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 21 05:07:01 ubuntu dstat.sh[1483]: 21-02 05:07:01| 23   2  47  28   0| 627M  538M  132M 2548M|4861B 2646B| 108k    0 |18.0     0 | 556   814 |2.25 1.66 1.36|  0 1.0 2.0|   0     0 |keystone-manage      2893  21%1186k   0 |keystone-manage      2893 1186k   0  21%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 21 05:07:02 ubuntu dstat.sh[1483]: 21-02 05:07:02| 29   3  46  19   2| 641M  523M  132M 2549M|5835B 2904B| 512k    0 |28.0     0 | 547   821 |2.25 1.66 1.36|  0 1.0   0|   0     0 |keystone-manage      2893  30%3818k 144k|keystone-manage      2893 3818k 144k 30%|mysqld       174M|   0     0 |  16    5    0    7    0
Feb 21 05:07:03 ubuntu dstat.sh[1483]: 21-02 05:07:03| 21   5  47  27   1| 652M  511M  132M 2550M|5433B 2592B| 140k    0 |10.0     0 | 597   818 |2.25 1.66 1.36|  0 1.0   0|   0     0 |keystone-manage      2893  23%2789k 374k|keystone-manage      2893 2789k 374k 23%|mysqld       174M|   0     0 |  16    5    0    7    0
