-- Logs begin at Wed 2020-04-01 14:17:43 UTC, end at Wed 2020-04-01 15:52:30 UTC. --
Apr 01 15:05:41 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 15:05:41 ubuntu dstat.sh[2880]: [286B blob data]
Apr 01 15:05:41 ubuntu dstat.sh[2880]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 15:05:41 ubuntu dstat.sh[2880]: 01-04 15:05:41| 15   4  56  23   1| 420M  581M 85.5M 2645M|   0     0 | 229k 3285k|11.0  32.7 | 727  1287 |1.06 1.11 1.16|1.0   0  24|   0     0 |systemd              1    0.4%   0    0 |bash                 4034 2203k2035k0.2%|mysqld       173M|   0     0 |  13    3    0    6    0
Apr 01 15:05:42 ubuntu dstat.sh[2880]: 01-04 15:05:42| 19  38  38   3   1| 421M  580M 85.5M 2645M|9250B 2160B|   0   108k|   0  9.00 |1499  4086 |1.06 1.11 1.16|  0 1.0 427|   0     0 |bash                 4034 6.5%2001k  28k|bash                 4034 2001k  28k6.5%|mysqld       173M|   0     0 |  13    3    0    6    0
Apr 01 15:05:43 ubuntu dstat.sh[2880]: 01-04 15:05:43| 20  25  38   9   9| 421M  580M 85.5M 2645M|4151B 1944B|   0    20k|   0  5.00 |1267  3370 |1.30 1.16 1.18|1.0   0 184|   0     0 |systemd              1    9.0%   0    0 |bash                 4034 1303k  11k3.0%|mysqld       173M|   0     0 |  13    3    0    6    0
Apr 01 15:05:44 ubuntu dstat.sh[2880]: 01-04 15:05:44| 28  29  37   0   6| 422M  579M 85.5M 2645M|7558B 2160B|   0    12k|   0  3.00 |1806  5444 |1.30 1.16 1.18|1.0   0 177|   0     0 |systemd              1     16%   0    0 |bash                 4034 1067k8489B2.5%|mysqld       173M|   0     0 |  13    3    0    6    0
Apr 01 15:05:45 ubuntu dstat.sh[2880]: 01-04 15:05:45|  6   8  86   0   1| 547M  454M 85.5M 2767M|7528B 2160B|   0     0 |   0     0 | 909  1946 |1.30 1.16 1.18|  0   0  19|   0     0 |systemd              1    4.5%   0    0 |bash                 4034  116k 392B  0%|mysqld       173M|   0     0 |  15    3    0    6    0
Apr 01 15:05:46 ubuntu dstat.sh[2880]: 01-04 15:05:46| 22  26  51   0   1| 555M  446M 85.5M 2767M|6260B 2160B|   0     0 |   0     0 |1381  3322 |1.30 1.16 1.18|1.0   0 297|   0     0 |keystone-manage      4282 9.5%1628k  81k|keystone-manage      4282 1628k  81k9.5%|mysqld       173M|   0     0 |  15    5    0    8    0
Apr 01 15:05:47 ubuntu dstat.sh[2880]: 01-04 15:05:47| 29   4  46  21   1| 568M  432M 85.6M 2768M|4670B 2160B| 676k  176k|59.0  2.00 | 543   883 |1.30 1.16 1.18|1.0   0   0|   0     0 |keystone-manage      4282  30%3748k   0 |keystone-manage      4282 3748k   0  30%|mysqld       173M|   0     0 |  15    5    0    8    0
Apr 01 15:05:48 ubuntu dstat.sh[2880]: 01-04 15:05:48| 10   2  47  41   1| 572M  427M 86.0M 2768M|4948B 1944B| 872k    0 | 156     0 | 524   974 |1.27 1.15 1.17|  0 2.0   0|   0     0 |keystone-manage      4282 9.0% 889k   0 |keystone-manage      4282  889k   0 9.0%|mysqld       173M|   0     0 |  15    5    0    8    0
Apr 01 15:05:49 ubuntu dstat.sh[2880]: 01-04 15:05:49| 13   1   9  77   1| 581M  418M 86.2M 2769M|6163B 2160B| 260k 1740k|45.0  91.0 | 480   687 |1.27 1.15 1.17|  0 1.0   0|   0     0 |keystone-manage      4282  12%1838k  46k|keystone-manage      4282 1838k  46k 12%|mysqld       173M|   0     0 |  15    5    0    8    0
Apr 01 15:05:50 ubuntu dstat.sh[2880]: 01-04 15:05:50| 30   5  49  15   1| 592M  406M 86.2M 2769M|4391B 1986B| 652k  296k|52.0  6.00 | 620   803 |1.27 1.15 1.17|  0 1.0   0|   0     0 |keystone-manage      4282  32%3082k  34k|keystone-manage      4282 3082k  34k 32%|mysqld       173M|   0     0 |  15    5    0    8    0
