-- Logs begin at Fri 2020-02-21 08:48:11 UTC, end at Fri 2020-02-21 11:29:05 UTC. --
Feb 21 10:40:44 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 10:40:45 ubuntu dstat.sh[1128]: [286B blob data]
Feb 21 10:40:45 ubuntu dstat.sh[1128]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 10:40:45 ubuntu dstat.sh[1128]: 21-02 10:40:45|  7   2  78  12   1| 463M  559M  134M 2564M|   0     0 |  68k 1221k|3.09  14.2 | 377   593 |1.41 1.28 1.31|1.0   0 9.8|   0     0 |systemd              1    0.2%   0    0 |bash                 3813  951k 879k0.1%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 10:40:46 ubuntu dstat.sh[1128]: 21-02 10:40:46| 18  35  32   6   9| 464M  557M  134M 2565M|  16k   37k| 180k  120k|2.00  9.00 |1424  4196 |1.41 1.28 1.31|1.0   0 332|   0     0 |bash                 3813 6.5%1700k  22k|bash                 3813 1700k  22k6.5%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 10:40:47 ubuntu dstat.sh[1128]: 21-02 10:40:47| 23  31  37   0   8| 464M  557M  134M 2565M|  12k   20k|   0    20k|   0  5.00 |1721  4066 |1.54 1.30 1.32|1.0   0 229|   0     0 |systemd              1     11%   0    0 |bash                 3813 1628k  14k3.5%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 10:40:48 ubuntu dstat.sh[1128]: 21-02 10:40:48| 27  28  36   0   8| 465M  556M  134M 2565M|9965B   14k|  68k   12k|1.00  3.00 |1875  6494 |1.54 1.30 1.32|1.0   0 169|   0     0 |systemd              1     15%   0    0 |bash                 3813  971k7862B2.0%|mysqld       173M|   0     0 |  14    4    0    4    0
Feb 21 10:40:49 ubuntu dstat.sh[1128]: 21-02 10:40:49|  8   9  80   3   1| 589M  432M  134M 2687M|6415B 3826B|   0  2176k|   0  37.0 |1063  3580 |1.54 1.30 1.32|  0   0  19|   0     0 |systemd              1    7.5%   0    0 |bash                 3813  116k 392B  0%|mysqld       173M|   0     0 |  16    4    0    4    0
Feb 21 10:40:50 ubuntu dstat.sh[1128]: 21-02 10:40:50| 21  30  42   0   8| 596M  424M  134M 2687M|  20k   40k|   0     0 |   0     0 |1671  4385 |1.54 1.30 1.32|1.0   0 296|   0     0 |keystone-manage      2534 7.5%1405k  81k|keystone-manage      2534 1405k  81k7.5%|mysqld       173M|   0     0 |  16    6    0    6    0
Feb 21 10:40:51 ubuntu dstat.sh[1128]: 21-02 10:40:51| 43   8  44   5   0| 617M  403M  134M 2687M|  12k 3240B| 100k  296k|6.00  2.00 | 711   885 |1.54 1.30 1.32|1.0   0   0|   0     0 |keystone-manage      2534  49%5618k  46k|keystone-manage      2534 5618k  46k 49%|mysqld       173M|   0     0 |  16    6    0    6    0
Feb 21 10:40:52 ubuntu dstat.sh[1128]: 21-02 10:40:52| 38   4  47   9   1| 635M  385M  134M 2688M|6869B 3240B| 572k    0 |41.0     0 | 704   899 |1.50 1.30 1.31|1.0   0 2.0|   0     0 |keystone-manage      2534  40%4144k  58k|keystone-manage      2534 4144k  58k 40%|mysqld       173M|   0     0 |  16    6    0    6    0
Feb 21 10:40:53 ubuntu dstat.sh[1128]: 21-02 10:40:53| 41   7  44   5   2| 659M  359M  134M 2689M|9507B   20k|  84k    0 |7.00     0 | 749  1295 |1.50 1.30 1.31|2.0   0   0|   0     0 |keystone-manage      2534  44%5987k 487k|keystone-manage      2534 5987k 487k 44%|mysqld       173M|   0     0 |  16    8    0    6    0
Feb 21 10:40:54 ubuntu dstat.sh[1128]: 21-02 10:40:54| 21  11  30  38   1| 670M  348M  134M 2689M|  26k  170k|   0  1336k|   0  30.0 | 952  4064 |1.50 1.30 1.31|  0 2.0   0|   0     0 |python2              2081  14%  95k 104k|python3.6            7752   83k 174k1.5%|mysqld       184M|   0     0 |  16    8    0    6    0
