-- Logs begin at Fri 2020-02-21 17:57:16 UTC, end at Fri 2020-02-21 19:43:33 UTC. --
Feb 21 18:48:43 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 21 18:48:44 ubuntu dstat.sh[958]: [286B blob data]
Feb 21 18:48:44 ubuntu dstat.sh[958]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 21 18:48:44 ubuntu dstat.sh[958]: 21-02 18:48:44| 15   4  54  25   2| 448M  636M  135M 2503M|   0     0 | 142k 2558k|6.53  30.1 | 667  1175 |1.33 1.38 1.35|2.0   0  21|   0     0 |systemd              1    0.3%   0    0 |bash                 4099 2033k1870k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 18:48:45 ubuntu dstat.sh[958]: 21-02 18:48:45| 11  33  36   1  19| 449M  636M  135M 2503M|2967B  972B| 228k  132k|3.00  6.00 |1206  2944 |1.38 1.39 1.36|1.0   0 299|   0     0 |bash                 4099 8.0% 769k  19k|bash                 4099  769k  19k8.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 18:48:46 ubuntu dstat.sh[958]: 21-02 18:48:46| 19  34  35   0  11| 456M  628M  135M 2503M|2599B  972B|   0    28k|   0  7.00 |1370  3388 |1.38 1.39 1.36| 12   0 278|   0     0 |bash                 4099 5.0%2110k  17k|bash                 4099 2110k  17k5.0%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 18:48:47 ubuntu dstat.sh[958]: 21-02 18:48:47| 25  32  37   0   6| 451M  633M  135M 2503M|3320B 1080B|   0    16k|   0  4.00 |1475  3713 |1.38 1.39 1.36|2.0   0 212|   0     0 |systemd              1     11%   0    0 |bash                 4099 1418k  13k3.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 21 18:48:48 ubuntu dstat.sh[958]: 21-02 18:48:48| 22  21  49   0   9| 574M  510M  135M 2625M|3168B  972B|   0     0 |   0     0 |1308  3821 |1.38 1.39 1.36|  0   0  53|   0     0 |systemd              1     22%   0    0 |bash                 4099  232k 656B  0%|mysqld       173M|   0     0 |  16    3    0    4    0
Feb 21 18:48:49 ubuntu dstat.sh[958]: 21-02 18:48:49| 12  27  35  23   4| 574M  510M  135M 2625M|7977B 1080B|   0  9508k|   0   105 |1404  3011 |1.38 1.39 1.36|2.0 1.0 263|   0     0 |bash                 4099 5.0% 500k  15k|bash                 4099  500k  15k5.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 18:48:50 ubuntu dstat.sh[958]: 21-02 18:48:50| 40  10  20  30   1| 596M  488M  135M 2626M|3904B 1080B| 180k   25M|9.00  33.0 | 753  1080 |1.35 1.38 1.35|1.0   0  34|   0     0 |keystone-manage      2388  41%5146k  81k|keystone-manage      2388 5146k  81k 41%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 18:48:51 ubuntu dstat.sh[958]: 21-02 18:48:51| 39   5  48   8   1| 615M  467M  135M 2627M|3509B 1080B| 880k    0 |82.0     0 | 773   999 |1.35 1.38 1.35|1.0   0   0|   0     0 |keystone-manage      2388  42%4671k  46k|keystone-manage      2388 4671k  46k 42%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 18:48:52 ubuntu dstat.sh[958]: 21-02 18:48:52| 43   3  47   6   0| 636M  445M  135M 2628M|4159B 1014B| 660k    0 |48.0     0 | 694   840 |1.35 1.38 1.35|1.0   0   0|   0     0 |keystone-manage      2388  44%5409k 176k|keystone-manage      2388 5409k 176k 44%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 21 18:48:53 ubuntu dstat.sh[958]: 21-02 18:48:53| 37  10  32  21   1| 654M  426M  135M 2628M|3254B 1080B| 100k 1276k|8.00  27.0 | 889  1907 |1.35 1.38 1.35|2.0   0   0|   0     0 |keystone-manage      2388  27%1978k 458k|keystone-manage      2388 1978k 458k 27%|mysqld       184M|   0     0 |  16    7    0    6    0
Feb 21 18:48:54 ubuntu dstat.sh[958]: 21-02 18:48:54|  6   4  46  44   1| 657M  423M  135M 2629M|5078B 1122B|   0  1336k|   0  93.0 | 608  1242 |1.35 1.38 1.35|  0 1.0   0|   0     0 |python2              1515 2.5%  16k  17k|keystone-manage      2388   24k  19k2.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 18:48:55 ubuntu dstat.sh[958]: 21-02 18:48:55|  2   1  47  50   0| 657M  423M  135M 2629M|3436B 1080B|   0   464k|   0  33.0 | 376   809 |1.32 1.37 1.35|  0 2.0   0|   0     0 |jbd2/vda1-8          298  0.5%   0    0 |python2              1114   14k 458B0.5%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 18:48:56 ubuntu dstat.sh[958]: 21-02 18:48:56|  2   0  32  67   0| 657M  422M  135M 2629M|4199B  972B|   0   228k|   0  17.0 | 340   667 |1.32 1.37 1.35|  0 1.0   0|   0     0 |mysqld               326960.5%   0    0 |python2              1114   14k 441B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 18:48:57 ubuntu dstat.sh[958]: 21-02 18:48:57|  3   1  44  52   1| 657M  422M  135M 2629M|4255B 1080B|   0   540k|   0  35.0 | 408   859 |1.32 1.37 1.35|  0 1.0   0|   0     0 |etcd                 2079 1.0%   0    0 |python2              1114   14k 462B  0%|mysqld       186M|   0     0 |  16    7    0    6    0
Feb 21 18:48:58 ubuntu dstat.sh[958]: 21-02 18:48:58|  2   1  48  47   2| 657M  422M  135M 2629M|3130B  972B|   0   972k|   0  71.0 | 519  1048 |1.32 1.37 1.35|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1114   14k 443B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:48:59 ubuntu dstat.sh[958]: 21-02 18:48:59|  2   1  39  57   1| 658M  421M  136M 2629M|2951B  918B|   0   360k|   0  26.0 | 389   854 |1.32 1.37 1.35|  0 1.0 2.0|   0     0 |etcd                 2079 1.0%   0    0 |python2              1114   14k 467B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:49:00 ubuntu dstat.sh[958]: 21-02 18:49:00|  3   1  31  63   3| 659M  419M  136M 2629M|2528B 1134B|   0   596k|   0  40.0 | 406   917 |1.54 1.42 1.37|  0 3.0   0|   0     0 |systemd-journal      286261.0%   0    0 |python2              1114   14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:49:03 ubuntu dstat.sh[958]: 21-02 18:49:01|  2   1   0  98   0| 659M  419M  136M 2629M|5625B  972B|   0   268k|   0  1.00 | 353   670 |1.54 1.42 1.37|  0 4.0   0|   0     0 |beam.smp             1354 0.5%   0    0 |python2              1114   14k 440B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:49:03 ubuntu dstat.sh[958]: 21-02 18:49:02|  2   1   0  97   1| 658M  421M  136M 2629M|3428B 1080B|   0  3092k|   0  86.0 | 351   578 |1.54 1.42 1.37|  0 5.0   0|   0     0 |python2              1114 0.5%  14k 443B|python2              1114   14k 443B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:49:03 ubuntu dstat.sh[958]: 21-02 18:49:03|  2   1   0  98   0| 658M  420M  136M 2629M|2904B  972B|   0   136k|   0  27.0 | 298   589 |1.54 1.42 1.37|  0 5.0   0|   0     0 |etcd                 2079 0.5%   0    0 |python2              1114   14k 441B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:49:04 ubuntu dstat.sh[958]: 21-02 18:49:04|  1   2  46  52   1| 658M  420M  136M 2630M|2560B  972B|   0   332k|   0  25.0 | 329   652 |1.54 1.42 1.37|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1114   14k 461B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:49:05 ubuntu dstat.sh[958]: 21-02 18:49:05|  2   2  40  56   0| 658M  420M  136M 2630M|4729B 1080B|   0  2984k|   0   105 | 364   976 |1.66 1.44 1.38|  0 2.0   0|   0     0 |etcd                 2079 0.5%   0    0 |python2              1114   14k 457B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:49:06 ubuntu dstat.sh[958]: 21-02 18:49:06|  2   1  44  53   0| 658M  420M  136M 2630M|3018B  972B|   0   748k|   0  31.0 | 331   777 |1.66 1.44 1.38|  0 1.0   0|   0     0 |python2              1114 0.5%  14k 452B|python2              1114   14k 452B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:49:07 ubuntu dstat.sh[958]: 21-02 18:49:07|  2   3  47  47   2| 658M  419M  136M 2630M|3895B  972B|   0  1360k|   0  54.0 | 457   961 |1.66 1.44 1.38|  0 1.0   0|   0     0 |kworker/0:1H         297  0.5%   0    0 |python2              1114   14k 462B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Feb 21 18:49:08 ubuntu dstat.sh[958]: 21-02 18:49:08|  5   6  41  43   5| 658M  419M  136M 2631M|3148B 1080B|   0  1496k|   0   129 | 900  1895 |1.66 1.44 1.38|4.0 1.0   0|   0     0 |mysqld               32696 10%   0    0 |python2              1114   14k 464B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 21 18:49:09 ubuntu dstat.sh[958]: 21-02 18:49:09| 13  10  36  39   4| 659M  418M  136M 2631M|4119B  972B|   0  1252k|   0   131 | 922  2130 |1.66 1.44 1.38|  0 1.0 2.0|   0     0 |mysqld               32696 17%   0    0 |python2              1114   14k 472B0.5%|mysqld       188M|   0     0 |  16    7    0    6    0
Feb 21 18:49:10 ubuntu dstat.sh[958]: 21-02 18:49:10|  6   9  43  38   4| 659M  417M  136M 2631M|4637B 1026B|   0  1048k|   0   103 | 794  1502 |1.76 1.47 1.38|1.0   0   0|   0     0 |mysqld               32696 15%   0    0 |python2              1114   14k 464B0.5%|mysqld       189M|   0     0 |  16    7    0    6    0
Feb 21 18:49:11 ubuntu dstat.sh[958]: 21-02 18:49:11|  6   8  36  46   3| 660M  417M  136M 2631M|3906B 1026B|   0  1136k|   0  90.0 | 707  1403 |1.76 1.47 1.38|  0 2.0   0|   0     0 |mysqld               32696 12%   0    0 |python2              1114   14k 452B  0%|mysqld       189M|   0     0 |  16    7    0    5    0
Feb 21 18:49:12 ubuntu dstat.sh[958]: 21-02 18:49:12| 10   8  41  41   2| 660M  417M  136M 2631M|5077B 1080B|   0   640k|   0  56.0 | 589  1046 |1.76 1.47 1.38|  0 1.0   0|   0     0 |mysqld               32696 15%   0    0 |python2              1114   14k 460B  0%|mysqld       189M|   0     0 |  16    7    0    5    0
Feb 21 18:49:13 ubuntu dstat.sh[958]: 21-02 18:49:13|  7   5  42  43   2| 660M  416M  137M 2631M|8440B 1014B|   0  1544k|   0   127 | 883  1552 |1.76 1.47 1.38|  0 1.0   0|   0     0 |mysqld               326969.0%   0    0 |python2              1114   14k 453B0.5%|mysqld       189M|   0     0 |  16    7    0    5    0
Feb 21 18:49:14 ubuntu dstat.sh[958]: 21-02 18:49:14|  5   3  45  44   1| 661M  415M  137M 2631M|3627B 1080B|   0  1372k|   0  71.0 | 614  1270 |1.76 1.47 1.38|  0 2.0   0|   0     0 |mysqld               326964.5%   0    0 |python2              1114   14k 463B  0%|mysqld       190M|   0     0 |  16    7    0    5    0
Feb 21 18:49:15 ubuntu dstat.sh[958]: 21-02 18:49:15|  9   6  41  45   0| 662M  414M  137M 2631M|2152B 1080B|   0  1080k|   0  74.0 | 765  1412 |1.70 1.46 1.38|  0 1.0   0|   0     0 |mysqld               326969.5%   0    0 |python2              1114   14k 454B  0%|mysqld       190M|   0     0 |  16    7    0    5    0
Feb 21 18:49:16 ubuntu dstat.sh[958]: 21-02 18:49:16| 10  11  37  39   3| 662M  414M  137M 2631M|4036B  972B|   0  1172k|   0  83.0 | 770  1421 |1.70 1.46 1.38|1.0 1.0   0|   0     0 |mysqld               32696 19%   0    0 |python2              1114   14k 471B0.5%|mysqld       191M|   0     0 |  16    7    0    5    0
Feb 21 18:49:17 ubuntu dstat.sh[958]: 21-02 18:49:17|  6   3  42  49   1| 662M  414M  137M 2631M|3082B 1080B|   0   600k|   0  37.0 | 544  1030 |1.70 1.46 1.38|  0 1.0   0|   0     0 |mysqld               326963.5%   0    0 |python2              1114   14k 457B  0%|mysqld       191M|   0     0 |  16    7    0    5    0
Feb 21 18:49:18 ubuntu dstat.sh[958]: 21-02 18:49:18|  4   2  42  53   1| 662M  414M  137M 2631M|3583B 1080B|   0   360k|   0  23.0 | 579  1478 |1.70 1.46 1.38|  0 2.0   0|   0     0 |keystone-manage      2388 2.0%3785B2255B|python2              1114   14k 463B0.5%|mysqld       191M|   0     0 |  16    7    0    5    0
Feb 21 18:49:19 ubuntu dstat.sh[958]: 21-02 18:49:19|  3   5  28  64   0| 663M  347M  137M 2695M|3737B 1080B|   0    36M|   0  77.0 | 642  1195 |1.70 1.46 1.38|  0 3.0 2.0|   0     0 |mysqld               326964.0%   0    0 |python2              1114   14k 460B  0%|mysqld       192M|   0     0 |  16    7    0    5    0
Feb 21 18:49:20 ubuntu dstat.sh[958]: 21-02 18:49:20|  2   1  35  62   1| 663M  347M  137M 2695M|3350B 1026B|   0    29M|   0   112 | 409   717 |1.81 1.49 1.39|  0 1.0   0|   0     0 |etcd                 2079 0.5%   0    0 |python2              1114   14k 465B  0%|mysqld       192M|   0     0 |  16    7    0    5    0
Feb 21 18:49:21 ubuntu dstat.sh[958]: 21-02 18:49:21|  2   1  48  49   0| 663M  346M  137M 2695M|4090B 1068B|   0   900k|   0  59.0 | 602  1063 |1.81 1.49 1.39|  0 1.0   0|   0     0 |mysqld               326961.0%   0    0 |python2              1114   14k 453B0.5%|mysqld       192M|   0     0 |  16    7    0    5    0
Feb 21 18:49:22 ubuntu dstat.sh[958]: 21-02 18:49:22|  3   1  44  52   1| 663M  346M  137M 2695M|5269B 1080B|   0   604k|   0  39.0 | 571   973 |1.81 1.49 1.39|  0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1114   14k 461B  0%|mysqld       192M|   0     0 |  16    7    0    5    0
Feb 21 18:49:23 ubuntu dstat.sh[958]: 21-02 18:49:23|  3   1  47  48   0| 664M  345M  137M 2695M|4211B  864B|   0   856k|   0  59.0 | 636  1016 |1.81 1.49 1.39|  0 1.0   0|   0     0 |keystone-manage      2388 1.0%3060B1683B|python2              1114   14k 452B  0%|mysqld       192M|   0     0 |  16    7    0    5    0
Feb 21 18:49:24 ubuntu dstat.sh[958]: 21-02 18:49:24|  4   4  34  58   0| 664M  345M  137M 2696M|4920B 1080B|   0   812k|   0  71.0 | 695  1093 |1.81 1.49 1.39|  0 1.0   0|   0     0 |mysqld               326966.0%   0    0 |python2              1114   14k 453B0.5%|mysqld       192M|   0     0 |  16    7    0    5    0
Feb 21 18:49:25 ubuntu dstat.sh[958]: 21-02 18:49:25|  5   5  45  41   3| 664M  345M  138M 2696M|3689B 1080B|4096B 1876k|1.00   112 | 822  1463 |1.74 1.48 1.39|  0 1.0   0|   0     0 |mysqld               326965.0%   0    0 |python2              1114   14k 480B  0%|mysqld       192M|   0     0 |  16    7    0    5    0
Feb 21 18:49:26 ubuntu dstat.sh[958]: 21-02 18:49:26|  3   2  44  48   2| 664M  344M  138M 2696M|3502B  972B|   0   944k|   0  63.0 | 631  1130 |1.74 1.48 1.39|  0 1.0   0|   0     0 |mysqld               326961.5%   0    0 |python2              1114   14k 462B  0%|mysqld       193M|   0     0 |  16    7    0    5    0
Feb 21 18:49:27 ubuntu dstat.sh[958]: 21-02 18:49:27|  4   1  46  47   3| 664M  344M  138M 2696M|4240B 1174B|   0   400k|   0  33.0 | 469   935 |1.74 1.48 1.39|  0 1.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              1114   14k 458B0.5%|mysqld       193M|   0     0 |  16    7    0    5    0
Feb 21 18:49:28 ubuntu dstat.sh[958]: 21-02 18:49:28|  3   2  39  54   3| 665M  344M  138M 2696M|2508B  972B|   0   272k|   0  18.0 | 462   894 |1.74 1.48 1.39|  0 1.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              1114   14k 462B  0%|mysqld       193M|   0     0 |  16    7    0    5    0
Feb 21 18:49:29 ubuntu dstat.sh[958]: 21-02 18:49:29|  2   2  39  56   2| 665M  343M  138M 2696M|3354B 1080B|   0   312k|   0  19.0 | 424   776 |1.74 1.48 1.39|  0 1.0 2.0|   0     0 |kworker/0:1H         297  0.5%   0    0 |python2              1114   14k 467B  0%|mysqld       193M|   0     0 |  16    7    0    5    0
Feb 21 18:49:30 ubuntu dstat.sh[958]: 21-02 18:49:30|  2   1  43  54   0| 665M  343M  138M 2696M|4071B  972B|   0    64k|   0  4.00 | 348   657 |1.84 1.51 1.40|  0 1.0   0|   0     0 |python2              1114 0.5%  14k 450B|python2              1114   14k 450B0.5%|mysqld       193M|   0     0 |  16    7    0    5    0
Feb 21 18:49:31 ubuntu dstat.sh[958]: 21-02 18:49:31|  5   8  31  52   4| 665M  343M  138M 2696M|6078B 1080B|   0  1192k|   0  99.0 | 635  1335 |1.84 1.51 1.40|  0 1.0   0|   0     0 |mysqld               32696 11%   0    0 |python2              1114   14k 470B  0%|mysqld       193M|   0     0 |  16    7    0    5    0
Feb 21 18:49:32 ubuntu dstat.sh[958]: 21-02 18:49:32| 14  10  31  41   3| 665M  343M  138M 2696M|4617B  972B|   0  1096k|   0  96.0 | 891  2002 |1.84 1.51 1.40|1.0   0   0|   0     0 |mysqld               32696 19%   0    0 |python2              1114   14k 465B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Feb 21 18:49:33 ubuntu dstat.sh[958]: 21-02 18:49:33|  9   6  41  40   4| 665M  342M  138M 2696M|3606B  972B|   0  1260k|   0  89.0 | 727  1448 |1.84 1.51 1.40|  0 1.0   0|   0     0 |mysqld               326968.5%   0    0 |python2              1114   14k 451B  0%|mysqld       193M|   0     0 |  16    7    0    6    0
Feb 21 18:49:34 ubuntu dstat.sh[958]: 21-02 18:49:34|  9   7  42  42   1| 665M  342M  138M 2696M|2230B  972B|   0   892k|   0  75.0 | 673  1148 |1.84 1.51 1.40|  0 1.0   0|   0     0 |mysqld               32696 12%   0    0 |python2              1114   14k 463B0.5%|mysqld       194M|   0     0 |  16    7    0    5    0
Feb 21 18:49:35 ubuntu dstat.sh[958]: 21-02 18:49:35| 12  10  38  36   4| 666M  341M  138M 2696M|3155B 1080B|   0  1360k|   0   109 | 777  1645 |1.77 1.50 1.39|  0 2.0   0|   0     0 |mysqld               32696 19%   0    0 |python2              1114   14k   0   0%|mysqld       194M|   0     0 |  16    7    0    5    0
Feb 21 18:49:36 ubuntu dstat.sh[958]: 21-02 18:49:36|  3   4  42  52   0| 666M  341M  139M 2696M|5754B  972B|   0  1224k|   0  91.0 | 565  1028 |1.77 1.50 1.39|  0 1.0   0|   0     0 |mysqld               326964.5%   0    0 |python2              1114   14k 920B  0%|mysqld       194M|   0     0 |  16    7    0    5    0
