-- Logs begin at Wed 2020-04-01 19:19:44 UTC, end at Wed 2020-04-01 20:48:37 UTC. --
Apr 01 19:58:24 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 19:58:25 ubuntu dstat.sh[1193]: [286B blob data]
Apr 01 19:58:25 ubuntu dstat.sh[1193]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 19:58:25 ubuntu dstat.sh[1193]: 01-04 19:58:25| 18   5  54  22   1| 419M  717M 87.2M 2516M|   0     0 | 217k 3457k|11.7  38.7 | 828  1476 |1.21 1.18 1.15|3.0   0  28|   0     0 |systemd              1    0.5%   0    0 |bash                 3538 2679k2486k0.2%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 19:58:26 ubuntu dstat.sh[1193]: 01-04 19:58:26| 20  38  35   4   4| 421M  714M 87.2M 2516M|4036B 1944B| 196k  128k|3.00  10.0 |1536  4007 |1.21 1.18 1.15|3.0   0 438|   0     0 |bash                 3538 7.0%1839k  28k|bash                 3538 1839k  28k7.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 19:58:27 ubuntu dstat.sh[1193]: 01-04 19:58:27| 25  33  38   0   3| 419M  716M 87.2M 2516M|5579B 2160B|   0    24k|   0  6.00 |2000  5681 |1.20 1.18 1.15|1.0   0 290|   0     0 |systemd              1     10%   0    0 |bash                 3538 2237k  18k4.0%|mysqld       173M|   0     0 |  14    3    0    5    0
Apr 01 19:58:28 ubuntu dstat.sh[1193]: 01-04 19:58:28| 28  28  43   0   1| 544M  591M 87.2M 2638M|3740B 2160B|   0  4096B|   0  1.00 |2456  7901 |1.20 1.18 1.15|  0   0 108|   0     0 |systemd              1     19%   0    0 |bash                 3538  442k2296B0.5%|mysqld       173M|   0     0 |  16    3    0    5    0
Apr 01 19:58:29 ubuntu dstat.sh[1193]: 01-04 19:58:29|  7   9  74  10   1| 545M  590M 87.2M 2638M|  12k 1944B|   0  1644k|   0  76.0 | 864  1544 |1.20 1.18 1.15|2.0   0 111|   0     0 |bash                 3538 2.0% 255k6314B|bash                 3538  255k6314B2.0%|mysqld       173M|   0     0 |  16    5    0    5    0
Apr 01 19:58:30 ubuntu dstat.sh[1193]: 01-04 19:58:30| 35  18  46   0   1| 559M  576M 87.2M 2638M|  15k 2160B|   0   468k|   0  2.00 |1130  2377 |1.20 1.18 1.15|2.0   0 184|   0     0 |keystone-manage      2603  29%3506k  81k|keystone-manage      2603 3506k  81k 29%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 19:58:31 ubuntu dstat.sh[1193]: 01-04 19:58:31| 13   2  47  38   0| 567M  568M 87.3M 2639M|3759B 1944B| 668k  248k|57.0  2.00 | 637   915 |1.20 1.18 1.15|1.0 1.0   0|   0     0 |keystone-manage      2603  11%1866k   0 |keystone-manage      2603 1866k   0  11%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 19:58:32 ubuntu dstat.sh[1193]: 01-04 19:58:32| 18   3  49  30   1| 578M  556M 87.4M 2640M|4927B 2160B| 628k    0 |75.0     0 | 589   977 |1.18 1.18 1.15|2.0   0   0|   0     0 |keystone-manage      2603  18%2382k  46k|keystone-manage      2603 2382k  46k 18%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 19:58:33 ubuntu dstat.sh[1193]: 01-04 19:58:33| 29   2  48  21   0| 589M  544M 87.4M 2640M|9012B 2160B| 636k    0 |50.0     0 | 721   874 |1.18 1.18 1.15|2.0   0 2.0|   0     0 |keystone-manage      2603  28%2960k   0 |keystone-manage      2603 2960k   0  28%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 19:58:34 ubuntu dstat.sh[1193]: 01-04 19:58:34| 42   4  47   7   1| 610M  522M 87.4M 2641M|5717B 1944B| 172k    0 |15.0     0 | 615   795 |1.18 1.18 1.15|2.0   0   0|   0     0 |keystone-manage      2603  42%5418k 519k|keystone-manage      2603 5418k 519k 42%|mysqld       173M|   0     0 |  16    5    0    7    0
Apr 01 19:58:35 ubuntu dstat.sh[1193]: 01-04 19:58:35| 26  11  33  29   2| 624M  507M 87.4M 2642M|5035B 2160B| 124k 1632k|5.00  32.0 | 669  1697 |1.18 1.18 1.15|2.0 1.0   0|   0     0 |python2              1569  16% 111k 121k|keystone-manage      2603  494k 136k 16%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 19:58:36 ubuntu dstat.sh[1193]: 01-04 19:58:36|  3   1  49  47   1| 624M  507M 87.5M 2642M|3654B 1944B|   0   596k|   0  38.0 | 448   780 |1.18 1.18 1.15|2.0   0   0|   0     0 |conntrackd           161971.0%   0    0 |python2              1318   14k 461B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 19:58:37 ubuntu dstat.sh[1193]: 01-04 19:58:37|  3   1  48  48   0| 624M  506M 87.6M 2642M|7562B 2106B|   0   556k|   0  37.0 | 480   816 |1.17 1.17 1.15|1.0 1.0   0|   0     0 |kworker/1:1H         318  0.5%   0    0 |python2              1318   14k 449B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 19:58:38 ubuntu dstat.sh[1193]: 01-04 19:58:38|  2   2  47  47   1| 625M  506M 87.8M 2642M|4512B 1998B|   0   756k|   0  57.0 | 590   973 |1.17 1.17 1.15|1.0 1.0   0|   0     0 |etcd                 2296 1.0%   0    0 |python2              1318 5553B   0   0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 19:58:39 ubuntu dstat.sh[1193]: 01-04 19:58:39|  3   1  47  46   2| 625M  506M 87.8M 2642M|  10k 2160B|   0  2916k|   0  71.0 | 533   802 |1.17 1.17 1.15|  0 1.0   0|   0     0 |python2              1318 1.5%  23k 918B|python2              1318   23k 918B1.5%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 19:58:40 ubuntu dstat.sh[1193]: 01-04 19:58:40|  1   2  45  49   3| 625M  505M 87.9M 2642M|  10k 1944B|   0   360k|   0  27.0 | 523   905 |1.17 1.17 1.15|  0 1.0   0|   0     0 |keystone-manage      2603 1.5%   0    0 |python2              1318   14k 468B  0%|mysqld       186M|   0     0 |  16    7    0    7    0
Apr 01 19:58:41 ubuntu dstat.sh[1193]: 01-04 19:58:41|  3   2  48  47   1| 625M  505M 88.1M 2643M|7586B 2160B|   0  1236k|   0  88.0 | 762  1207 |1.17 1.17 1.15|  0 1.0   0|   0     0 |mysqld               452  1.0%   0    0 |python2              1318   14k 457B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Apr 01 19:58:42 ubuntu dstat.sh[1193]: 01-04 19:58:42|  3   2  50  45   1| 625M  504M 88.3M 2643M|8835B 2160B|   0  1108k|   0  75.0 | 700  1169 |1.23 1.19 1.15|1.0 1.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              1318   14k 465B  0%|mysqld       187M|   0     0 |  16    7    0    7    0
Apr 01 19:58:43 ubuntu dstat.sh[1193]: 01-04 19:58:43|  4   4  46  43   3| 626M  503M 88.5M 2643M|6366B 1944B|   0  1140k|   0  98.0 | 824  1409 |1.23 1.19 1.15|  0 1.0 2.0|   0     0 |mysqld               452  5.5%   0    0 |python2              1318   14k 475B0.5%|mysqld       187M|   0     0 |  16    7    0    7    0
Apr 01 19:58:44 ubuntu dstat.sh[1193]: 01-04 19:58:44| 12   9  34  43   2| 627M  502M 88.8M 2643M|4435B 2160B|   0  1076k|   0   112 | 672  1699 |1.23 1.19 1.15|1.0 1.0   0|   0     0 |mysqld               452   16%   0    0 |python2              1318   14k 471B  0%|mysqld       188M|   0     0 |  16    7    0    7    0
Apr 01 19:58:45 ubuntu dstat.sh[1193]: 01-04 19:58:45|  9   9  36  45   2| 627M  501M 89.1M 2643M|8605B 1944B|   0  1164k|   0   111 | 670  1612 |1.23 1.19 1.15|2.0 1.0   0|   0     0 |mysqld               452   15%   0    0 |python2              1318   14k 470B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 01 19:58:46 ubuntu dstat.sh[1193]: 01-04 19:58:46| 10   8  34  48   1| 627M  500M 89.2M 2643M|5586B 2160B|   0   776k|   0  71.0 | 560  1165 |1.23 1.19 1.15|1.0 1.0   0|   0     0 |mysqld               452   14%   0    0 |python2              1318   14k 464B0.5%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 01 19:58:47 ubuntu dstat.sh[1193]: 01-04 19:58:47|  3   3  46  47   1| 628M  500M 89.4M 2643M|5268B 1890B|   0   812k|   0  71.0 | 478  1125 |1.21 1.18 1.15|  0 1.0   0|   0     0 |mysqld               452  5.0%   0    0 |python2              1318   14k 468B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 01 19:58:48 ubuntu dstat.sh[1193]: 01-04 19:58:48| 11   8  36  46   1| 628M  500M 89.6M 2643M|4199B 2214B|   0   856k|   0  67.0 | 534  1120 |1.21 1.18 1.15|1.0 1.0   0|   0     0 |mysqld               452   15%   0    0 |python2              1318   14k 469B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 01 19:58:49 ubuntu dstat.sh[1193]: 01-04 19:58:49|  7   5  41  48   1| 629M  499M 89.8M 2643M|4789B 1944B|   0   932k|   0  80.0 | 527  1180 |1.21 1.18 1.15|1.0 1.0   0|   0     0 |mysqld               452  8.0%   0    0 |python2              1318   14k 468B0.5%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:50 ubuntu dstat.sh[1193]: 01-04 19:58:50|  2   2  42  54   1| 629M  498M 89.8M 2643M|5186B 2202B|   0  7752k|   0   103 | 334   559 |1.21 1.18 1.15|  0 2.0   0|   0     0 |beam.smp             1898 1.0%   0    0 |python2              1318   14k 469B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:51 ubuntu dstat.sh[1193]: 01-04 19:58:51|  4   1   0  95   1| 628M  499M 89.8M 2643M|4273B 1944B|   0  4336k|   0  76.0 | 388   619 |1.21 1.18 1.15|1.0 3.0   0|   0     0 |jbd2/vda1-8          292  0.5%   0    0 |python2              1318   14k   0 0.5%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:52 ubuntu dstat.sh[1193]: 01-04 19:58:52|  5   5  37  52   0| 629M  498M 89.8M 2644M|4049B 1944B|   0  1444k|   0  68.0 | 525   997 |1.28 1.20 1.15|1.0 1.0   0|   0     0 |mysqld               452  7.5%   0    0 |python2              1318   14k 907B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:53 ubuntu dstat.sh[1193]: 01-04 19:58:53|  4   4  45  47   1| 629M  498M 89.9M 2644M|5525B 2160B|   0  4736k|   0   109 | 660  1216 |1.28 1.20 1.15|1.0 1.0 2.0|   0     0 |mysqld               452  3.5%   0    0 |python2              1318   14k 476B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:54 ubuntu dstat.sh[1193]: 01-04 19:58:54| 10   6  47  34   2| 629M  497M 90.1M 2644M|5054B 1944B|   0  1224k|   0  92.0 | 870  1720 |1.28 1.20 1.15|3.0   0   0|   0     0 |mysqld               452   11%   0    0 |python2              1318   14k 464B0.5%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:55 ubuntu dstat.sh[1193]: 01-04 19:58:55| 10   8  36  45   0| 630M  496M 90.2M 2644M|4234B 2160B|   0   872k|   0  66.0 | 701  1252 |1.28 1.20 1.15|1.0 1.0   0|   0     0 |mysqld               452   14%   0    0 |python2              1318   14k 459B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:56 ubuntu dstat.sh[1193]: 01-04 19:58:56|  3   1  49  48   0| 630M  496M 90.3M 2644M|4070B 1944B|   0   436k|   0  27.0 | 382   737 |1.28 1.20 1.15|  0 1.0   0|   0     0 |beam.smp             1898 0.5%   0    0 |python2              1318   14k 457B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:57 ubuntu dstat.sh[1193]: 01-04 19:58:57|  8   4  37  52   1| 630M  496M 90.3M 2644M|4763B 2538B|   0  1316k|   0  73.0 | 667  1059 |1.34 1.21 1.16|1.0 1.0   0|   0     0 |mysqld               452  7.0%   0    0 |python2              1318   14k 465B0.5%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:58 ubuntu dstat.sh[1193]: 01-04 19:58:58|  4   1  44  52   0| 630M  496M 90.4M 2644M|3932B 2160B|   0   448k|   0  34.0 | 542   997 |1.34 1.21 1.16|1.0 1.0   0|   0     0 |keystone-manage      2603 1.5%3785B2255B|python2              1318   14k 457B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 19:58:59 ubuntu dstat.sh[1193]: 01-04 19:58:59|  3   5  48  42   2| 631M  429M 90.5M 2708M|4866B 2160B|   0    30M|   0  69.0 | 587   990 |1.34 1.21 1.16|2.0   0   0|   0     0 |mysqld               452  4.0%   0    0 |python2              1318   14k 463B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
