-- Logs begin at Tue 2020-02-25 11:03:26 UTC, end at Tue 2020-02-25 12:37:38 UTC. --
Feb 25 11:52:47 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 25 11:52:48 ubuntu dstat.sh[1894]: [286B blob data]
Feb 25 11:52:48 ubuntu dstat.sh[1894]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 25 11:52:48 ubuntu dstat.sh[1894]: 25-02 11:52:48| 15   4  52  26   2| 448M  479M  113M 2674M|   0     0 | 207k 3233k|9.97  32.3 | 718  1333 |1.69 1.43 1.33|2.0 1.0  23|   0     0 |systemd              1    0.4%   0    0 |bash                 3601 2169k1983k0.2%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 25 11:52:49 ubuntu dstat.sh[1894]: 25-02 11:52:49| 17  28  36   1  18| 449M  478M  113M 2674M|5571B 1944B|4096B  128k|1.00  9.00 |1291  3007 |1.69 1.43 1.33|1.0   0 312|   0     0 |bash                 3601 7.0%1489k  21k|bash                 3601 1489k  21k7.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 25 11:52:50 ubuntu dstat.sh[1894]: 25-02 11:52:50| 21  28  38   0  14| 449M  478M  113M 2674M|6822B 1944B|   0    16k|   0  4.00 |1700  5321 |1.69 1.43 1.33|2.0   0 196|   0     0 |systemd              1     13%   0    0 |bash                 3601 1491k  11k3.0%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 25 11:52:51 ubuntu dstat.sh[1894]: 25-02 11:52:51| 20  23  39   5  13| 449M  477M  113M 2674M|4550B 1944B|   0    16k|   0  4.00 |1269  4291 |1.69 1.43 1.33|1.0   0 181|   0     0 |systemd              1     11%   0    0 |bash                 3601 1293k  11k2.5%|mysqld       173M|   0     0 |  13    3    0    4    0
Feb 25 11:52:52 ubuntu dstat.sh[1894]: 25-02 11:52:52| 14  13  61   0  13| 574M  352M  113M 2796M|4730B 1728B|   0     0 |   0     0 | 888  3443 |1.64 1.42 1.33|4.0   0  46|   0     0 |systemd              1     11%   0    0 |bash                 3601  237k 500B0.5%|mysqld       173M|   0     0 |  15    5    0    4    0
Feb 25 11:52:53 ubuntu dstat.sh[1894]: 25-02 11:52:53| 14  21  39   0  25| 577M  349M  113M 2796M|4423B 1944B|   0     0 |   0     0 |1307  3139 |1.64 1.42 1.33|1.0   0 293|   0     0 |bash                 3601 7.0% 479k  18k|bash                 3601  479k  18k7.0%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 25 11:52:54 ubuntu dstat.sh[1894]: 25-02 11:52:54| 36   6  45   7   5| 595M  331M  113M 2796M|5493B 1944B| 108k  176k|2.00  2.00 | 590   840 |1.64 1.42 1.33|  0 1.0 1.0|   0     0 |keystone-manage      3292  41%4693k  81k|keystone-manage      3292 4693k  81k 41%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 25 11:52:55 ubuntu dstat.sh[1894]: 25-02 11:52:55|  9   2  48  38   3| 598M  327M  113M 2797M|5774B 2160B| 584k    0 |49.0     0 | 535   813 |1.64 1.42 1.33|1.0   0   0|   0     0 |keystone-manage      3292 9.5% 708k   0 |keystone-manage      3292  708k   0 9.5%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 25 11:52:56 ubuntu dstat.sh[1894]: 25-02 11:52:56| 32   4  44  11   9| 615M  309M  113M 2797M|3931B 1728B| 496k    0 |72.0     0 | 689   933 |1.64 1.42 1.33|1.0   0   0|   0     0 |keystone-manage      3292  38%4037k  46k|keystone-manage      3292 4037k  46k 38%|mysqld       173M|   0     0 |  15    5    0    6    0
Feb 25 11:52:57 ubuntu dstat.sh[1894]: 25-02 11:52:57| 37   3  45   7   8| 635M  289M  113M 2798M|4081B 1944B| 632k    0 |46.0     0 | 663   810 |1.59 1.41 1.33|1.0   0   0|   0     0 |keystone-manage      3292  41%5192k 174k|keystone-manage      3292 5192k 174k 41%|mysqld       173M|   0     0 |  15    5    0    6    0
