-- Logs begin at Sat 2020-02-22 15:16:42 UTC, end at Sat 2020-02-22 17:51:29 UTC. --
Feb 22 16:24:07 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Feb 22 16:24:09 ubuntu dstat.sh[12595]: [286B blob data]
Feb 22 16:24:09 ubuntu dstat.sh[12595]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Feb 22 16:24:09 ubuntu dstat.sh[12595]: 22-02 16:24:09| 12   4  57  26   2| 447M  697M  134M 2444M|   0     0 | 120k 1994k|6.05  23.7 | 566  1083 |1.36 1.31 1.33|1.0   0  19|   0     0 |systemd              1    0.3%   0    0 |bash                 160771557k1431k0.2%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 22 16:24:11 ubuntu dstat.sh[12595]: 22-02 16:24:10| 22  27  21  25   4| 449M  694M  134M 2446M|3935B 2160B| 888k  172k|9.00  10.0 |1378  3780 |1.36 1.31 1.33|1.0   0 171|   0     0 |systemd              1     12%   0    0 |bash                 160771094k9776B2.5%|mysqld       173M|   0     0 |  14    3    0    4    0
Feb 22 16:24:17 ubuntu dstat.sh[12595]: 22-02 16:24:11| 14  20  57   5   5| 574M  569M  134M 2568M|6753B 1944B|   0  1280k|   0  1.00 |1716  3125 |1.36 1.31 1.33|1.0 2.0  85|   0     0 |systemd              1    9.5%   0    0 |bash                 16077 291k3533B1.0%|mysqld       173M|   0     0 |  16    5    0    4    0
Feb 22 16:24:17 ubuntu dstat.sh[12595]: 22-02 16:24:12| 24  28   0  44   4| 584M  559M  134M 2568M|7423B 1782B|   0    14M|   0  19.0 |1398  3047 |1.36 1.31 1.33|1.0 2.0 261|   0     0 |keystone-manage      13999 16%2169k  81k|keystone-manage      139992169k  81k 16%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 22 16:24:17 ubuntu dstat.sh[12595]: 22-02 16:24:13| 27   5   4  60   5| 594M  548M  134M 2568M|6024B 2364B| 112k   19M|3.00  78.0 | 684   754 |1.57 1.36 1.34|  0 3.0   0|   0     0 |keystone-manage      13999 27%2913k   0 |keystone-manage      139992913k   0  27%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 22 16:24:17 ubuntu dstat.sh[12595]: 22-02 16:24:14|  2   1  43  50   3| 594M  548M  134M 2568M|7132B 1944B|  56k   44k|5.00  8.00 | 436   686 |1.57 1.36 1.34|  0 4.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |keystone-manage      13999  49k   0 0.5%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 22 16:24:17 ubuntu dstat.sh[12595]: 22-02 16:24:15|  2   2  48  49   0| 594M  548M  134M 2568M|4921B 2160B|   0    84k|   0  17.0 | 395   640 |1.57 1.36 1.34|  0 4.0   0|   0     0 |etcd                 136880.5%   0    0 |                                        |mysqld       173M|   0     0 |  16    5    0    6    0
Feb 22 16:24:17 ubuntu dstat.sh[12595]: 22-02 16:24:16|  2   1  48  49   1| 594M  548M  134M 2568M|4620B 2160B|  16k  308k|2.00  27.0 | 425   615 |1.57 1.36 1.34|  0 3.0   0|   0     0 |                                        |python2              13444  28k1406B  0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 22 16:24:18 ubuntu dstat.sh[12595]: 22-02 16:24:17|  2   2  34  63   0| 595M  547M  134M 2568M|4964B 1944B| 288k  236k|13.0  7.00 | 478   808 |1.57 1.36 1.34|  0 1.0   0|   0     0 |keystone-manage      139992.0% 150k   0 |keystone-manage      13999 150k   0 2.0%|mysqld       173M|   0     0 |  16    5    0    6    0
Feb 22 16:24:19 ubuntu dstat.sh[12595]: 22-02 16:24:18|  6   2  45  43   4| 596M  546M  134M 2568M|6401B 1944B| 192k    0 |23.0     0 | 570   858 |1.60 1.37 1.35|  0 1.0   0|   0     0 |keystone-manage      139994.5% 156k   0 |keystone-manage      13999 156k   0 4.5%|mysqld       173M|   0     0 |  16    5    0    6    0
